T (BPM),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.00012007204322593557
7.0,0.0,0.0,0.0,0.0,0.0,0.00012007204322593557
8.0,0.0,0.0,0.0,0.0,0.0,0.00012007204322593557
9.0,0.0,0.0,0.0,0.0,0.0,0.00016009605763458074
10.0,0.0,0.0,0.0,0.0,0.0,0.00020012007204322593
11.0,0.0,0.0,0.0,0.0,4.0024014408645184e-05,0.00020012007204322593
12.0,0.0,0.0,0.0,0.0,4.0024014408645184e-05,0.00020012007204322593
13.0,0.0,0.0,0.0,0.0,4.0024014408645184e-05,0.00020012007204322593
14.0,0.0,0.0,0.0,0.0,8.004802881729037e-05,0.00020012007204322593
15.0,0.0,0.0,0.0,0.0,8.004802881729037e-05,0.0002801681008605163
16.0,0.0,0.0,0.0,0.0,0.00032019211526916147,0.0010006003602161296
17.0,0.0,0.0,0.0,0.0,0.00032019211526916147,0.001480888533119872
18.0,0.0,0.0,0.0,0.0,0.0003602161296778067,0.0018811286772063237
19.0,0.0,0.0,0.0,0.0,0.00040024014408645187,0.0020012007204322593
20.0,0.0,0.0,0.0,0.0,0.00040024014408645187,0.00216129677806684
21.0,0.0,0.0,0.0,0.0,0.0003602161296778067,0.0024814888933360015
22.0,0.0,0.0,0.0,0.0,0.0003602161296778067,0.0026415849509705824
23.0,0.0,0.0,0.0,0.0,0.0003602161296778067,0.0026816089653792273
24.0,0.0,0.0,0.0,0.0,0.0003602161296778067,0.0026816089653792273
25.0,0.0,0.0,0.0,0.0,0.00040024014408645187,0.0028417050230138082
26.0,0.0,0.0,0.0,0.0,0.00016009605763458074,0.002121272763658195
27.0,0.0,0.0,0.0,0.0,0.00016009605763458074,0.001721032619571743
28.0,0.0,0.0,0.0,0.0,0.00016009605763458074,0.0014008405043025814
29.0,0.0,0.0,0.0,0.0,0.00012007204322593557,0.0012407444466680008
30.0,0.0,0.0,0.0,0.0,0.00012007204322593557,0.001040624374624775
31.0,0.0,0.0,0.0,0.0,0.00012007204322593557,0.0007604562737642585
32.0,0.0,0.0,0.0,0.0,0.00012007204322593557,0.0007204322593556134
33.0,0.0,0.0,0.0,0.0,0.00012007204322593557,0.0006804082449469682
34.0,0.0,0.0,0.0,0.0,8.004802881729037e-05,0.0006804082449469682
35.0,0.00016009605763458074,0.0,0.0,0.0,0.00016009605763458074,0.00108064838903342
36.0,0.0011206724034420652,0.0,0.0,4.007855396577292e-05,0.00020012007204322593,0.0018811286772063237
37.0,0.0019611767060236144,0.0,0.0,8.015710793154583e-05,0.0007204322593556134,0.003682209325595357
38.0,0.002601560936561937,0.0,0.0,8.015710793154583e-05,0.0009205523313988393,0.005243145887532519
39.0,0.0034820892535521314,0.0,0.0,8.015710793154583e-05,0.001040624374624775,0.006203722233340004
40.0,0.004522713628176906,0.0,0.0,0.00012023566189731875,0.0011206724034420652,0.007124274564738843
41.0,0.0059635781468881325,0.0,0.0,0.00016031421586309167,0.0014008405043025814,0.008445067040224135
42.0,0.006924154492695617,0.0,0.0,0.00016031421586309167,0.0015609365619371623,0.009365619371622974
43.0,0.008044826896137683,0.0,0.0,0.0002404713237946375,0.0016009605763458075,0.00988593155893536
44.0,0.008565139083450071,0.0,0.0,0.0002805498777604104,0.001681008605163098,0.010446267760656394
45.0,0.010086051630978587,0.0,0.0,0.0006011783094865938,0.001721032619571743,0.011166700020012008
46.0,0.00948569141484891,0.0,0.0018811286772063237,0.0005610997555208208,0.0019611767060236144,0.011446868120872523
47.0,0.009365619371622974,0.0,0.0031218731238743247,0.0006813354174181396,0.0014408645187112268,0.010046027616569942
48.0,0.00972583550130078,0.0,0.004522713628176906,0.0010821209570758686,0.0012807684610766459,0.008885331198719232
49.0,0.009845907544526716,0.0,0.0064838903342005205,0.0014829064967335978,0.0012807684610766459,0.009005403241945167
50.0,0.009605763458074845,0.0,0.008044826896137683,0.0020039276982886456,0.0012007204322593557,0.009165499299579747
51.0,0.009765859515709425,0.0,0.008965379227536522,0.0030058915474329684,0.0010006003602161296,0.008805283169901942
52.0,0.009965979587752652,0.0,0.010926555933560136,0.0034467556410564706,0.0009605763458074845,0.00872523514108465
53.0,0.01064638783269962,0.0,0.012487492495497299,0.004929662137790069,0.0009605763458074845,0.009325595357214328
54.0,0.011006603962377426,4.008658702798044e-05,0.014248549129477686,0.006292332972626348,0.0012807684610766459,0.010046027616569942
55.0,0.017130278166900142,4.008658702798044e-05,0.017410446267760657,0.009258145966093543,0.002121272763658195,0.01056633980388233
56.0,0.01640984590754453,0.0005612122183917261,0.01953171903141885,0.013225922808705062,0.0028817290374224536,0.011446868120872523
57.0,0.018250950570342206,0.000641385392447687,0.020652391434860917,0.015109614845096389,0.003642185311186712,0.012367420452271363
