Tempo (BPM),boeck2015/tempodetector2016_default,boeck2015/tempodetector2016_default_lowerci,boeck2015/tempodetector2016_default_upperci,boeck2019/multi_task,boeck2019/multi_task_lowerci,boeck2019/multi_task_upperci,boeck2019/multi_task_hjdb,boeck2019/multi_task_hjdb_lowerci,boeck2019/multi_task_hjdb_upperci,davies2009/mirex_qm_tempotracker,davies2009/mirex_qm_tempotracker_lowerci,davies2009/mirex_qm_tempotracker_upperci,echonest/version_3_2_1,echonest/version_3_2_1_lowerci,echonest/version_3_2_1_upperci,gkiokas2012/default,gkiokas2012/default_lowerci,gkiokas2012/default_upperci,klapuri2006/percival2014,klapuri2006/percival2014_lowerci,klapuri2006/percival2014_upperci,oliveira2010/ibt,oliveira2010/ibt_lowerci,oliveira2010/ibt_upperci,percival2014/stem,percival2014/stem_lowerci,percival2014/stem_upperci,scheirer1998/percival2014,scheirer1998/percival2014_lowerci,scheirer1998/percival2014_upperci,schreiber2014/default,schreiber2014/default_lowerci,schreiber2014/default_upperci,schreiber2017/ismir2017,schreiber2017/ismir2017_lowerci,schreiber2017/ismir2017_upperci,schreiber2017/mirex2017,schreiber2017/mirex2017_lowerci,schreiber2017/mirex2017_upperci,schreiber2018/cnn,schreiber2018/cnn_lowerci,schreiber2018/cnn_upperci,schreiber2018/fcn,schreiber2018/fcn_lowerci,schreiber2018/fcn_upperci,schreiber2018/ismir2018,schreiber2018/ismir2018_lowerci,schreiber2018/ismir2018_upperci,zplane/auftakt_v3,zplane/auftakt_v3_lowerci,zplane/auftakt_v3_upperci
68.57142857142857,0.007195964344812537,-0.0006263068963095839,0.015018235585934658,0.008065198515633431,0.0015638160298369645,0.014566581001429896,0.010819386583857764,0.007246206207042477,0.014392566960673052,0.08610208891059462,0.0455695887865606,0.12663458903462865,-0.054729886792841013,-0.17226034922624697,0.06280057564056496,0.02519178409386663,0.015942109827029656,0.03444145836070361,-0.05013022924933789,-0.15203665470735736,0.051776196208681576,0.029550036501773944,-0.04572734994689852,0.1048274229504464,0.020151685900794487,-0.02548314479308802,0.06578651659467699,0.030261723177313085,-0.04380063324613033,0.1043240796007565,0.04173218313929772,0.004496164390742227,0.07896820188785321,0.03485238428082641,0.02002034425499674,0.04968442430665608,0.0182949796137006,0.005606989790234433,0.030982969437166767,0.014500233436976047,0.006109576007286807,0.022890890866665285,0.015520174838266523,0.00993171935737063,0.021108630319162415,0.009575955589538271,0.002717796872163135,0.016434114306913408,0.049613832172907255,0.012651871962943685,0.08657579238287083
70.04329004329004,0.007897954836623096,0.001419870712658357,0.014376038960587836,0.0013943151063621527,-0.0032404569621388565,0.006029087174863162,0.010457142656936702,0.007060010877245454,0.01385427443662795,0.08637497392612686,0.0493448335515645,0.12340511430068923,-0.03939848027630304,-0.1367313398312879,0.057934379278681815,0.024593803564738916,0.015685391502981608,0.033502215626496225,-0.015212014469793152,-0.0996067352024497,0.06918270626286341,0.04604166177728985,-0.019427435169975894,0.1115107587245556,0.024999060239567432,-0.015778578573930536,0.06577669905306541,0.036466407114234406,-0.03125571535190019,0.104188529580369,0.04233574966736958,0.008317246070764533,0.07635425326397463,0.03370916241765443,0.019607888701854204,0.04781043613345466,0.017724844972773816,0.005661985305971104,0.02978770463957653,0.013969945379487304,0.005992690944796531,0.021947199814178076,0.015130076807873231,0.009747804656831206,0.020512348958915256,0.009398419532605697,0.0027932892245734683,0.016003549840637926,0.05098531731077087,0.017217191216758833,0.08475344340478291
71.51515151515152,0.00855901614084568,0.003257098368998482,0.013860933912692879,6.515598081870827e-06,-0.004065712076633072,0.004078743272796814,0.010094639524528683,0.006871048950046492,0.013318230099010874,0.08656813004356839,0.05295262575706874,0.12018363433006804,-0.022501358912337274,-0.10216259288864746,0.05715987506397291,0.023995508762812506,0.015424395805822298,0.032566621719802714,0.019263655596630694,-0.049808289308694284,0.08833560050195567,0.06184039044227821,0.005509822508542858,0.11817095837601356,0.029717760985003228,-0.006368043630390591,0.06580356560039705,0.04264053134786764,-0.01890363112877686,0.10418469382451215,0.04288193941835278,0.012000361819539906,0.07376351701716564,0.03256330002812565,0.019182384601118443,0.04594421545513286,0.017153388917722473,0.005706755921124155,0.02860002191432079,0.013439627312642052,0.005869887934367889,0.021009366690916215,0.014739930904061302,0.009561447662375279,0.019918414145747326,0.00922096342371473,0.0028659230895548855,0.015576003757874575,0.05229464991182185,0.021640361918895547,0.08294893790474817
72.98701298701297,0.009127164214711114,0.004791235196233661,0.013463093233188566,0.0022506371462366658,-0.0012426472590634122,0.005743921551536744,0.009731721643992127,0.006678689270860037,0.012784754017124218,0.08662412472174329,0.05630614721217059,0.11694210223131599,-0.00362922859154427,-0.0687786954552833,0.06152023827219476,0.023396718267882345,0.01515841655252576,0.03163501998323893,0.05182458634712793,-0.004662719410036077,0.10831189210429193,0.07639258413967256,0.028366818580782382,0.12441834969856275,0.03420727765439042,0.002592941864296233,0.0658216134444846,0.04876271382127115,-0.006819165374927633,0.10434459301746993,0.04332826615054777,0.015476029661061368,0.07118050264003417,0.03141291844884376,0.018739979055056824,0.044085857842630694,0.016579679854913796,0.005738681193788781,0.027420678516038813,0.012909363981943561,0.0057401348741943255,0.020078593089692797,0.014349721815885126,0.009372316012577613,0.01932712761919264,0.009043668858044498,0.00293539097758894,0.015151946738500056,0.05349666890465152,0.025849425953286622,0.08114391185601641
74.45887445887445,0.009550415015450241,0.005947547197011521,0.013153282833888962,0.0064755169062707015,0.0037808443260046775,0.009170189486536726,0.009368233472685453,0.006482258930961982,0.012254208014408925,0.08648552541947574,0.05931799602649927,0.1136530548124522,0.0176272047954759,-0.03651208187069478,0.07176649146164658,0.02279725065974339,0.014886695232953707,0.030707806086533073,0.08099858317889376,0.034061399660548566,0.12793576669723894,0.08914460451240694,0.04847773350447907,0.1298114755203348,0.038367099765017725,0.01095187396880374,0.0657823255612317,0.05481157247750345,0.004921911855516908,0.10470123309948999,0.04363224362225512,0.018674231391744744,0.06859025585276549,0.03025613901641246,0.018276645847215337,0.04223563218560958,0.016002786190715018,0.005754992417480967,0.02625057996394907,0.01237924013289509,0.005602301614054173,0.01915617865173601,0.013959434232399101,0.009180045731090193,0.01873882273370801,0.008866617430774118,0.0030013466012891316,0.014731888260259104,0.05454621321785129,0.029771892922943417,0.07932053351275917
75.93073593073592,0.009776784500293888,0.006696468949062626,0.01285710005152515,0.011029992033628068,0.008947685655744518,0.013112298411511618,0.00900401946796708,0.006281033322995018,0.011727005612939143,0.08609489959558982,0.06189996115867345,0.11028983803250618,0.04167723535812265,-0.004615442078294868,0.08796991279454017,0.02219692451819059,0.014608412303755985,0.029785436732625195,0.10531345148912233,0.06518393699996525,0.1454429659782794,0.09954281320341485,0.06526062112211603,0.13382500528471367,0.042096716834173695,0.018560073025868214,0.06563336064247918,0.0607657252596229,0.016242543980518248,0.10528890653872755,0.04375138559177527,0.021524205464710892,0.06597856571883964,0.02909108306743545,0.017788144163466135,0.040394021971404764,0.01542177633149338,0.00575273730927699,0.02509081535370977,0.011849340510999909,0.0054551366033274975,0.01824354441867232,0.013569052842657622,0.008984235966602982,0.018153869718712263,0.008689890737082715,0.0030633984202749877,0.014316383053890443,0.055398121780012466,0.03333453455861766,0.07746170900140728
77.4025974025974,0.009754400393777504,0.007068037277622169,0.012440763509932838,0.014265013253700998,0.012286594402824591,0.016243432104577404,0.008638925139712646,0.006074224310408963,0.01120362596901633,0.08539483439021547,0.0639626162283226,0.10682705255210835,0.06892730958593496,0.028550354808210193,0.10930426436365973,0.021595558925004206,0.014322677296259273,0.02886844055374914,0.12329898502652784,0.08830177587702953,0.15829619417602614,0.10703430886508959,0.07824476259595095,0.13582385513422823,0.04529560785203102,0.025272461575116076,0.06531875412894596,0.06660380878709829,0.02706382926807803,0.10614378830611855,0.04364320575695848,0.023954055695717492,0.06333235581819946,0.02791587227268073,0.017269965449355197,0.03856177909600626,0.014835719094929653,0.005728734674668317,0.02394270351519099,0.011319751270536384,0.00529723804731448,0.017342264493758287,0.013178562707465936,0.008784443084703763,0.017572682330228108,0.008513570741214888,0.0031211023035483737,0.013906039178881401,0.05600720958717964,0.036462972432131396,0.07555144674222788
78.87445887445887,0.00946405958962298,0.007141632750908484,0.011786486428337475,0.015149319959681091,0.013180477668038789,0.017118162251323395,0.008273103644683158,0.005861213523020492,0.010684993766345824,0.08433366971626668,0.06541743882176086,0.10324990061077251,0.0989515252299279,0.06404228357808243,0.13386076688177334,0.020993119690410546,0.014028615133381467,0.027957624247439625,0.1340661653247647,0.10381021916465537,0.16432211148487402,0.11128161528522457,0.08722731831911218,0.13533591225133695,0.04786017477177264,0.030934063210853218,0.06478628633269205,0.07230991872498697,0.037304486345144355,0.10731535110482959,0.04326520014626468,0.025887413775219553,0.0606429865173098,0.02672872597790278,0.016717126492324076,0.03674032546348149,0.014243803524129899,0.005679433945270427,0.022808173102989368,0.010790970345528941,0.005127292155579818,0.016454648535478063,0.012788057549026552,0.008580252761457206,0.016995862336595897,0.008337847283886474,0.003174024617045565,0.013501669950727383,0.056321296240615965,0.03907141104958075,0.07357118143165117
80.34632034632033,0.008964444234750762,0.007006978163401337,0.010921910306100187,0.014124496677127563,0.012367155384971651,0.015881837969283476,0.007907441588213856,0.005641916361232917,0.010172966815194794,0.08287346044103303,0.06618258259389292,0.09956433828817313,0.12933961086786167,0.09991711715608359,0.15876210457963974,0.020389922434026722,0.013725512930345556,0.027054331937707888,0.13811156035611466,0.11261022396190942,0.1636128967503199,0.1124608426584236,0.09238906624201153,0.13253261907483568,0.049679483706368294,0.0353586517783574,0.06400031563437919,0.07788116542952052,0.04688518577887097,0.10887714508017007,0.04257482266327046,0.027241402850920055,0.05790824247562086,0.025528096391865502,0.016124048092446226,0.03493214469128478,0.0136455052868044,0.005600862141652042,0.021690148431956758,0.010264477377544032,0.004944497954938276,0.015584456800149787,0.012397890144811803,0.008371396373964932,0.016424383915658675,0.00816316738977256,0.0032218498022227237,0.013104484977322396,0.056271523902049175,0.041050958652743386,0.07149208915135497
81.8181818181818,0.008325595345854165,0.006710120312715108,0.009941070378993222,0.01184692926262358,0.01047683522472718,0.01321702330051998,0.0075429325425752855,0.005416313029721474,0.009669552055429097,0.08097826163562052,0.06618396969941151,0.09577255357182954,0.15739189252573482,0.1331141612233956,0.18166962382807406,0.019786333792050657,0.013412641022937457,0.026160026561163858,0.136133813521379,0.11508784349947257,0.1571797835432854,0.11082300317771143,0.09387841603463187,0.127767590320791,0.050641530901897255,0.03835892793593547,0.06292413386785904,0.0833165573336026,0.05574023067467568,0.11089288399252953,0.04152952106801376,0.02793843909126607,0.05512060304476145,0.024312469684326536,0.01548500999630736,0.03313992937234571,0.013040341852306472,0.0054889383708167485,0.020591745333796197,0.009741895181440445,0.004748098637770644,0.014735691725110245,0.012008451053195437,0.008157602119325086,0.01585929998706579,0.007990015591535693,0.0032642495412559275,0.012715781641815459,0.05578660247734285,0.042295551389761446,0.06927765356492425
