T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0
61.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.012711864406779662,0.0,0.0,0.0,0.0,0.0
62.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.012711864406779662,0.0,0.0,0.0,0.0,0.0
63.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0211864406779661,0.0,0.0,0.0,0.0,0.0
64.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.025423728813559324,0.00423728813559322,0.0,0.0,0.0,0.0
65.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.012711864406779662,0.025423728813559324,0.00423728813559322,0.0,0.0,0.0,0.0
66.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.025423728813559324,0.03389830508474576,0.00423728813559322,0.0,0.0,0.0,0.0
67.0,0.00847457627118644,0.0,0.0,0.0,0.00423728813559322,0.0423728813559322,0.0423728813559322,0.00423728813559322,0.0,0.0,0.0,0.0
68.0,0.01694915254237288,0.0,0.0,0.0,0.00847457627118644,0.0635593220338983,0.0423728813559322,0.00847457627118644,0.00423728813559322,0.0,0.0,0.0
69.0,0.01694915254237288,0.0,0.0,0.0,0.012711864406779662,0.0847457627118644,0.0635593220338983,0.01694915254237288,0.00423728813559322,0.0,0.0,0.0
70.0,0.0211864406779661,0.0,0.0,0.0,0.012711864406779662,0.13559322033898305,0.0847457627118644,0.0211864406779661,0.012711864406779662,0.0,0.0,0.0
71.0,0.025423728813559324,0.0,0.0,0.0,0.01694915254237288,0.1483050847457627,0.09322033898305085,0.0423728813559322,0.0211864406779661,0.0,0.0,0.0
72.0,0.025423728813559324,0.02127659574468085,0.0,0.0,0.01694915254237288,0.18220338983050846,0.1228813559322034,0.06779661016949153,0.038135593220338986,0.029661016949152543,0.0,0.00847457627118644
73.0,0.03389830508474576,0.0425531914893617,0.0,0.0,0.029661016949152543,0.3220338983050847,0.2033898305084746,0.1483050847457627,0.0847457627118644,0.03389830508474576,0.0,0.0211864406779661
74.0,0.029661016949152543,0.06382978723404255,0.0,0.0,0.07203389830508475,0.3855932203389831,0.2457627118644068,0.18220338983050846,0.11016949152542373,0.03389830508474576,0.00423728813559322,0.0423728813559322
75.0,0.05508474576271186,0.11063829787234042,0.0,0.0,0.09745762711864407,0.5338983050847458,0.3940677966101695,0.2923728813559322,0.1652542372881356,0.038135593220338986,0.0211864406779661,0.046610169491525424
76.0,0.05508474576271186,0.11914893617021277,0.0,0.0,0.16101694915254236,0.559322033898305,0.4194915254237288,0.3135593220338983,0.1864406779661017,0.038135593220338986,0.0211864406779661,0.046610169491525424
77.0,0.05508474576271186,0.1276595744680851,0.0,0.0,0.15677966101694915,0.576271186440678,0.423728813559322,0.3347457627118644,0.2033898305084746,0.046610169491525424,0.03389830508474576,0.06779661016949153
78.0,0.05084745762711865,0.1276595744680851,0.0,0.0,0.17372881355932204,0.614406779661017,0.4576271186440678,0.3644067796610169,0.22033898305084745,0.046610169491525424,0.03389830508474576,0.07203389830508475
79.0,0.05084745762711865,0.13191489361702127,0.0,0.0,0.19915254237288135,0.614406779661017,0.4491525423728814,0.3644067796610169,0.2288135593220339,0.046610169491525424,0.03389830508474576,0.07203389830508475
80.0,0.046610169491525424,0.13617021276595745,0.0,0.0,0.2033898305084746,0.5677966101694916,0.423728813559322,0.3686440677966102,0.2245762711864407,0.05084745762711865,0.03389830508474576,0.08050847457627118
81.0,0.038135593220338986,0.13617021276595745,0.0,0.0,0.19915254237288135,0.5635593220338984,0.4110169491525424,0.3516949152542373,0.22033898305084745,0.05508474576271186,0.03389830508474576,0.0847457627118644
82.0,0.038135593220338986,0.1148936170212766,0.0,0.0,0.2033898305084746,0.5338983050847458,0.3855932203389831,0.3305084745762712,0.2076271186440678,0.05508474576271186,0.03389830508474576,0.0847457627118644
83.0,0.029661016949152543,0.09361702127659574,0.0,0.0,0.19491525423728814,0.3940677966101695,0.2966101694915254,0.25,0.16101694915254236,0.025423728813559324,0.03389830508474576,0.07627118644067797
84.0,0.029661016949152543,0.07234042553191489,0.0,0.0,0.15254237288135594,0.3305084745762712,0.25,0.211864406779661,0.13559322033898305,0.0211864406779661,0.03389830508474576,0.0635593220338983
85.0,0.029661016949152543,0.02553191489361702,0.0,0.0,0.1271186440677966,0.1694915254237288,0.1016949152542373,0.1016949152542373,0.08050847457627118,0.0211864406779661,0.029661016949152543,0.0423728813559322
86.0,0.00423728813559322,0.01702127659574468,0.0,0.0,0.0635593220338983,0.13135593220338984,0.06779661016949153,0.08050847457627118,0.059322033898305086,0.01694915254237288,0.012711864406779662,0.038135593220338986
87.0,0.00423728813559322,0.00851063829787234,0.0,0.0,0.0635593220338983,0.09745762711864407,0.05508474576271186,0.059322033898305086,0.0423728813559322,0.01694915254237288,0.012711864406779662,0.038135593220338986
88.0,0.0,0.00851063829787234,0.0,0.0,0.0423728813559322,0.038135593220338986,0.0211864406779661,0.025423728813559324,0.0211864406779661,0.00847457627118644,0.0,0.01694915254237288
89.0,0.0,0.00425531914893617,0.0,0.0,0.01694915254237288,0.01694915254237288,0.00847457627118644,0.01694915254237288,0.012711864406779662,0.00847457627118644,0.0,0.012711864406779662
90.0,0.0,0.0,0.0,0.0,0.012711864406779662,0.012711864406779662,0.00423728813559322,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.012711864406779662
91.0,0.0,0.0,0.0,0.0,0.012711864406779662,0.00423728813559322,0.00423728813559322,0.00423728813559322,0.00423728813559322,0.00423728813559322,0.0,0.00423728813559322
92.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0,0.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0,0.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0,0.0,0.0211864406779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.0,0.0,0.00425531914893617,0.0,0.0,0.0211864406779661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,0.0,0.00851063829787234,0.0,0.0,0.029661016949152543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,0.0,0.00851063829787234,0.0,0.0,0.029661016949152543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,0.0,0.00851063829787234,0.0,0.0,0.0423728813559322,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0
100.0,0.0,0.00851063829787234,0.0,0.0,0.0423728813559322,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0
101.0,0.0,0.00851063829787234,0.0,0.0,0.09322033898305085,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0
102.0,0.0,0.00851063829787234,0.0,0.0,0.09322033898305085,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0
103.0,0.0,0.00851063829787234,0.0,0.0,0.16101694915254236,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0
104.0,0.0,0.00851063829787234,0.0,0.0,0.16101694915254236,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0
105.0,0.0,0.00851063829787234,0.0,0.0,0.16101694915254236,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0
106.0,0.0,0.00851063829787234,0.0,0.0,0.16101694915254236,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0
107.0,0.0,0.00425531914893617,0.0,0.0,0.15254237288135594,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0
108.0,0.0,0.00425531914893617,0.0,0.0,0.1652542372881356,0.0,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0
