Estimator,Waltz,VienneseWaltz,Tango,Samba,Rumba-Misc,Rumba-International,Rumba-American,Quickstep,Jive,ChaChaCha
boeck2015/tempodetector2016_default,0.8818181818181818,0.7846153846153846,0.9186046511627907,0.9186046511627907,0.875,0.9411764705882353,0.8571428571428571,0.15853658536585366,0.7666666666666667,0.972972972972973
boeck2019/multi_task,0.9090909090909091,1.0,0.9767441860465116,0.8953488372093024,0.975,0.8627450980392157,0.8571428571428571,0.926829268292683,0.9833333333333333,0.9369369369369369
boeck2019/multi_task_hjdb,0.9090909090909091,1.0,0.9767441860465116,0.8837209302325582,0.95,0.8627450980392157,0.8571428571428571,0.9024390243902439,1.0,0.9369369369369369
davies2009/mirex_qm_tempotracker,0.41818181818181815,0.6615384615384615,0.9651162790697675,0.9302325581395349,0.725,0.9411764705882353,0.7142857142857143,0.012195121951219513,0.3333333333333333,0.963963963963964
echonest/version_3_2_1,0.3181818181818182,0.15384615384615385,0.7325581395348837,0.813953488372093,0.85,0.8235294117647058,0.8571428571428571,0.024390243902439025,0.5166666666666667,0.8288288288288288
gkiokas2012/default,0.8,0.015384615384615385,0.6395348837209303,0.8953488372093024,0.925,0.9411764705882353,0.7142857142857143,0.0,0.0,0.972972972972973
klapuri2006/percival2014,0.6,0.015384615384615385,0.9767441860465116,0.9418604651162791,0.8,0.9411764705882353,0.8571428571428571,0.0,0.13333333333333333,0.9819819819819819
oliveira2010/ibt,0.5909090909090909,0.0,0.9651162790697675,0.9302325581395349,0.8,0.9215686274509803,0.5714285714285714,0.0,0.23333333333333334,0.972972972972973
percival2014/stem,0.7090909090909091,0.0,0.8953488372093024,0.9418604651162791,0.925,0.9215686274509803,0.7142857142857143,0.0,0.06666666666666667,0.9819819819819819
scheirer1998/percival2014,0.38181818181818183,0.5384615384615384,0.7558139534883721,0.5581395348837209,0.725,0.5098039215686274,0.8571428571428571,0.0,0.4666666666666667,0.7927927927927928
schreiber2014/default,0.8272727272727273,0.0,0.8372093023255814,0.9534883720930233,0.95,0.9411764705882353,0.5714285714285714,0.0,0.11666666666666667,0.963963963963964
schreiber2017/ismir2017,0.8,0.7230769230769231,0.9418604651162791,0.9418604651162791,0.85,0.8823529411764706,0.8571428571428571,0.524390243902439,0.7666666666666667,0.9819819819819819
schreiber2017/mirex2017,0.8181818181818182,0.8461538461538461,0.9534883720930233,0.9534883720930233,0.875,0.9019607843137255,0.8571428571428571,0.6951219512195121,0.9,0.9819819819819819
schreiber2018/cnn,0.8818181818181818,0.9076923076923077,0.9883720930232558,0.9186046511627907,0.925,0.9411764705882353,0.8571428571428571,0.9146341463414634,0.95,0.9819819819819819
schreiber2018/fcn,0.8818181818181818,0.9384615384615385,0.9767441860465116,0.872093023255814,0.95,0.9411764705882353,0.8571428571428571,0.7804878048780488,0.95,0.9819819819819819
schreiber2018/ismir2018,0.9181818181818182,0.8615384615384616,0.9767441860465116,0.9186046511627907,0.95,0.9411764705882353,0.8571428571428571,0.7804878048780488,0.8666666666666667,0.9819819819819819
zplane/auftakt_v3,0.7,0.0,0.9534883720930233,0.9069767441860465,0.9,0.9411764705882353,0.8571428571428571,0.0,0.2,0.9819819819819819
