Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.038409640597310654,0.0033586015650590023,0.004085316877836596,0.0006087686135534709,0.0,0.0,0.0,0.0,0.0,0.3434078824569933,0.34851797927166706,0.34537858258003895
0.001,0.06876263198089887,0.08138408633175084,0.0924290438966761,0.06308000238091989,0.01465275745966036,0.07600195055825805,0.28793615046260923,0.30495107463055543,0.3126770835667971,0.3434078824569933,0.34851797927166706,0.34537858258003895
0.002,0.07658702389093401,0.16937065154214298,0.18012918748562354,0.12347787042238972,0.03436343554217171,0.16435524016316516,0.29292240466429187,0.3112017309317184,0.3189277398679601,0.3434078824569933,0.34851797927166706,0.34537858258003895
0.003,0.10058262088015996,0.23585384545516264,0.23408098472036198,0.2095520136286432,0.03672861971486014,0.16620932588297294,0.30305650072120077,0.3172185489420142,0.3249445578782559,0.3434078824569933,0.34851797927166706,0.34537858258003895
0.004,0.29913779751783387,0.3057228284209535,0.2741323933413558,0.31182648468235585,0.059629268410394495,0.18012064385880683,0.30905769925228743,0.32302492958960544,0.33075093852584714,0.3434078824569933,0.34851797927166706,0.34537858258003895
0.005,0.3558967643442086,0.3787697737731792,0.322981165613333,0.43692353974066994,0.0749458026242049,0.20090377865526984,0.3268848313717233,0.33616245439186077,0.34438181490249326,0.3437859016209213,0.34883370643078043,0.345756601743967
0.006,0.4272498226427871,0.43977551335514126,0.4114183588372685,0.5239306330662787,0.07642658717272598,0.21014075978633914,0.38914661230103836,0.4210603377983998,0.42917861789094,0.40530036125154534,0.39901535271935223,0.38967999760651756
0.007,0.44229537594351664,0.53429574757143,0.5326739329949302,0.5734779786792102,0.1003719236685692,0.2593872633598815,0.5273786244677918,0.5015502512746116,0.5098919825239853,0.4507171044985343,0.4417628006060731,0.4369650032166983
0.008,0.45734171247503386,0.6623923408873559,0.6746801095838774,0.6222380793850978,0.11081002110112549,0.3581514648586894,0.7162120814644894,0.7622662815466141,0.7703073946810403,0.751966721318779,0.7462419997488785,0.7425425038890997
0.009,0.53849528889389,0.7335657591527357,0.7511574302523986,0.6720920509352417,0.13095927523683604,0.5080593753790941,0.7965488181907238,0.8215673095098656,0.8295406320854829,0.808699120307614,0.8029743987377138,0.7992749028779351
0.01,0.5431800512264753,0.7773739735546706,0.796482681229238,0.7081419470769191,0.15144991784196576,0.5271829021186153,0.7991231938759159,0.8250253871377609,0.8329987097133784,0.8112734959928062,0.805926793586834,0.8018492785631272
0.011,0.582779954815436,0.8090426657289623,0.8247989682360897,0.7586114713383127,0.16707172106244775,0.5363844069844583,0.807742839093207,0.8316871831744873,0.8400074034249267,0.8176371023953333,0.8119413062869815,0.8100544806617042
0.012,0.6111137342391713,0.8316982780760142,0.8488468551211765,0.7832047983167381,0.16854336163368216,0.5404266344888197,0.8353745995798992,0.868171113558801,0.8764913338092405,0.8779896747919018,0.8618007173128014,0.8694765420225194
0.013,0.6191410634403209,0.8425642012715134,0.8675599817082835,0.8208972080971155,0.17288680114291438,0.5495029653289326,0.8473193588822804,0.8760249171315224,0.8843451373819619,0.8889911640298795,0.8717741272086827,0.8779992741735385
0.014,0.6317668974386588,0.8590537061394679,0.8822401423046525,0.8378735443509561,0.18993291809028398,0.5756328496954939,0.8585396281583,0.8827496015606889,0.8910698218111286,0.8962200010995092,0.8809573138314314,0.8860150772875022
0.015,0.711955149058477,0.8773993866724095,0.9009122305097667,0.8533787815023641,0.19768555190643014,0.5761719511842891,0.8934249561464632,0.9257766773306316,0.9342741444935033,0.9403019026183004,0.9269746396376211,0.9316664017003983
0.016,0.7685889773818574,0.8853384313562275,0.9105859495592155,0.8697429153130427,0.20031769260434112,0.5792284167666251,0.8956823144676165,0.9263101652260921,0.9346856958570497,0.9489979013114769,0.9349842829627956,0.9364419478852317
0.017,0.772903170803827,0.8945089891910267,0.918111301115476,0.8834581841941378,0.21639952480402774,0.5802659563555413,0.8978852942730323,0.9294932946593482,0.9378688252903057,0.9493595399338707,0.9383139563996489,0.9366806887349703
0.018,0.8083995447319747,0.9017983954580067,0.9223616629365047,0.8993634247563689,0.27608815353109534,0.5815187958400106,0.8986538361876419,0.929909443643689,0.9382849742746469,0.9493595399338707,0.9413220331393464,0.9418604215385248
0.019,0.8108506050654707,0.906963689139914,0.9263165063882529,0.9096406637713983,0.2828998405954377,0.5817756964765534,0.8986538361876419,0.929909443643689,0.9382849742746469,0.9493595399338707,0.9421147541761322,0.942168554829471
0.02,0.812699536069682,0.9083074641688363,0.9276310048464912,0.913382026658887,0.28633331240210824,0.5817756964765534,0.8986538361876419,0.9308665587136203,0.9392420893445779,0.9494467723484389,0.9422019865907006,0.942168554829471
0.021,0.8234019561048966,0.9101596794402683,0.9285241544952865,0.9150914518100995,0.2874529628438319,0.5817756964765534,0.8990124881778346,0.9312252107038127,0.9396007413347703,0.9494467723484389,0.9422019865907006,0.942168554829471
0.022,0.8234019561048966,0.9135398029932376,0.9316930393719126,0.9221006775682297,0.2962117898971206,0.5817756964765534,0.8990124881778346,0.9312252107038127,0.9396007413347703,0.9517140505843377,0.9422019865907006,0.9425154525042929
0.023,0.8260547920087489,0.9138700884416864,0.9316930393719126,0.9251751208443882,0.29881602581624794,0.5817756964765534,0.8991142301778168,0.9316551891420921,0.9400307197730499,0.9525026810128097,0.9433944429285914,0.9440576537320633
0.024,0.8279973379874869,0.9138700884416864,0.9321230178101918,0.9272962653103135,0.300914723385501,0.5817756964765534,0.8995717708301382,0.9317844933561165,0.9403013350209721,0.953521387634504,0.9449356006764534,0.9454395631321268
0.025,0.8327842107737092,0.9145940806743544,0.9322102502247602,0.9275294786340523,0.314096533453497,0.5822056749148325,0.8995717708301382,0.9317844933561165,0.9403013350209721,0.9536462044707499,0.9450604175126992,0.9455643799683727
0.026,0.8327842107737092,0.9159576446523781,0.9322102502247602,0.9278035907963591,0.32848542946626114,0.5832920941987881,0.8995717708301382,0.9317844933561165,0.9403013350209721,0.9536462044707499,0.9450604175126992,0.9456516123829412
0.027,0.8327842107737092,0.9168449437799829,0.9322102502247602,0.930556231352353,0.3292713157283403,0.5832920941987881,0.8995717708301382,0.9317844933561165,0.9403013350209721,0.9536462044707499,0.9453138406448556,0.9456516123829412
