Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,0.16,0.0,0.0,0.0,0.0,0.0
0.0005,0.19,0.0,0.19,0.62,0.8,0.8
0.001,0.3,0.0,0.35,0.79,0.86,0.86
0.0015,0.4,0.0,0.67,0.84,0.88,0.88
0.002,0.41,0.03,0.84,0.84,0.88,0.88
0.0025,0.5,0.03,0.87,0.84,0.88,0.88
0.003,0.56,0.03,0.87,0.84,0.88,0.88
0.0035,0.7,0.09,0.89,0.84,0.88,0.88
0.004,0.76,0.13,0.89,0.85,0.89,0.89
0.0045,0.79,0.13,0.89,0.85,0.89,0.89
0.005,0.81,0.13,0.9,0.85,0.89,0.89
0.0055,0.88,0.14,0.9,0.85,0.89,0.89
0.006,0.88,0.14,0.9,0.86,0.9,0.9
0.0065,0.88,0.14,0.9,0.86,0.9,0.9
0.007,0.89,0.14,0.9,0.86,0.9,0.9
0.0075,0.89,0.23,0.9,0.86,0.9,0.9
0.008,0.9,0.23,0.9,0.86,0.91,0.91
0.0085,0.91,0.28,0.9,0.87,0.92,0.92
0.009,0.91,0.32,0.92,0.87,0.92,0.92
0.0095,0.91,0.36,0.92,0.87,0.93,0.93
0.01,0.91,0.36,0.93,0.88,0.93,0.93
0.0105,0.93,0.37,0.93,0.88,0.93,0.93
0.011,0.93,0.37,0.93,0.88,0.93,0.93
0.0115,0.93,0.4,0.93,0.88,0.93,0.93
0.012,0.93,0.4,0.93,0.88,0.93,0.93
0.0125,0.93,0.41,0.93,0.88,0.93,0.93
0.013,0.93,0.44,0.93,0.88,0.93,0.93
0.0135,0.93,0.5,0.93,0.88,0.93,0.93
0.014,0.93,0.5,0.93,0.88,0.93,0.93
0.0145,0.93,0.55,0.94,0.88,0.93,0.93
0.015,0.93,0.57,0.94,0.89,0.94,0.94
0.0155,0.93,0.57,0.94,0.89,0.94,0.94
0.016,0.94,0.57,0.94,0.9,0.94,0.94
0.0165,0.94,0.57,0.94,0.9,0.94,0.94
0.017,0.94,0.63,0.94,0.9,0.94,0.94
0.0175,0.94,0.65,0.94,0.9,0.94,0.94
0.018,0.94,0.65,0.94,0.9,0.94,0.94
0.0185,0.94,0.69,0.94,0.9,0.94,0.94
0.019,0.94,0.71,0.94,0.9,0.95,0.95
0.0195,0.94,0.74,0.95,0.9,0.95,0.95
0.02,0.94,0.74,0.95,0.9,0.95,0.95
