Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0205,0.94,0.74,0.95,0.9,0.95,0.95
0.021,0.95,0.74,0.95,0.9,0.95,0.95
0.0215,0.95,0.74,0.95,0.9,0.95,0.95
0.022,0.95,0.74,0.95,0.9,0.95,0.95
0.0225,0.95,0.75,0.95,0.9,0.95,0.95
0.023,0.95,0.76,0.95,0.9,0.95,0.95
0.0235,0.95,0.76,0.95,0.9,0.95,0.95
0.024,0.95,0.77,0.95,0.91,0.95,0.95
0.0245,0.95,0.77,0.95,0.91,0.95,0.95
0.025,0.95,0.77,0.95,0.91,0.95,0.95
0.0255,0.95,0.87,0.95,0.91,0.95,0.95
0.026,0.95,0.87,0.95,0.91,0.95,0.95
0.0265,0.96,0.87,0.95,0.92,0.95,0.95
0.027,0.96,0.87,0.95,0.93,0.95,0.95
0.0275,0.96,0.89,0.95,0.93,0.96,0.96
0.028,0.96,0.9,0.96,0.93,0.96,0.96
0.0285,0.96,0.9,0.96,0.93,0.96,0.96
0.029,0.96,0.9,0.96,0.94,0.97,0.97
0.0295,0.96,0.91,0.96,0.94,0.97,0.97
0.03,0.96,0.91,0.97,0.94,0.97,0.97
0.0305,0.98,0.93,0.97,0.94,0.97,0.97
0.031,0.98,0.93,0.97,0.94,0.98,0.98
0.0315,0.98,0.93,0.97,0.94,0.98,0.98
0.032,0.98,0.93,0.97,0.94,0.98,0.98
0.0325,0.98,0.93,0.97,0.94,0.98,0.98
0.033,0.98,0.93,0.99,0.95,0.99,0.99
0.0335,0.98,0.94,0.99,0.95,0.99,0.99
0.034,0.98,0.94,0.99,0.95,0.99,0.99
0.0345,0.98,0.94,0.99,0.95,0.99,0.99
0.035,0.98,0.94,0.99,0.95,0.99,0.99
0.0355,0.98,0.96,0.99,0.95,0.99,0.99
0.036,0.98,0.96,0.99,0.95,0.99,0.99
0.0365,0.98,0.96,0.99,0.95,0.99,0.99
0.037,0.98,0.96,0.99,0.95,0.99,0.99
0.0375,0.98,0.96,0.99,0.95,0.99,0.99
0.038,0.98,0.96,0.99,0.95,0.99,0.99
0.0385,0.98,0.96,0.99,0.95,0.99,0.99
0.039,0.98,0.96,0.99,0.95,0.99,0.99
0.0395,0.98,0.96,0.99,0.95,0.99,0.99
0.04,0.98,0.96,0.99,0.95,0.99,0.99
0.0405,0.98,0.96,0.99,0.95,0.99,0.99
0.041,0.98,0.96,0.99,0.95,0.99,0.99
0.0415,0.98,0.96,0.99,0.95,0.99,0.99
0.042,0.99,0.96,0.99,0.95,0.99,0.99
0.0425,0.99,0.96,0.99,0.95,0.99,0.99
0.043,0.99,0.96,0.99,0.95,0.99,0.99
0.0435,0.99,0.96,0.99,0.95,0.99,0.99
0.044,0.99,0.96,0.99,0.95,0.99,0.99
0.0445,0.99,0.96,0.99,0.95,0.99,0.99
0.045,0.99,0.96,0.99,0.95,0.99,0.99
0.0455,0.99,0.96,0.99,0.95,0.99,0.99
0.046,0.99,0.96,0.99,0.95,0.99,0.99
0.0465,0.99,0.96,0.99,0.95,0.99,0.99
0.047,0.99,0.96,0.99,0.95,0.99,0.99
0.0475,0.99,0.96,0.99,0.95,0.99,0.99
0.048,0.99,0.96,0.99,0.95,0.99,0.99
0.0485,0.99,0.96,0.99,0.95,0.99,0.99
0.049,0.99,0.96,0.99,0.95,0.99,0.99
0.0495,0.99,0.96,0.99,0.95,0.99,0.99
0.05,0.99,0.96,0.99,0.95,0.99,0.99
