Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
boeck2020/dar,-0.001083433937865429,0.08570426981055088,0.0003764200767331108,0.008236932550322247
boeck2019/multi_task,0.006550867446493155,0.12060698607345065,0.0007114513880989946,0.008446910016963616
boeck2019/multi_task_hjdb,0.00844950284118595,0.12285410013986872,0.0011502327681932485,0.015129647627796375
sun2021/default,-0.005173562541640864,0.12688233274874858,-0.0013998946573764016,0.02211188948728027
schreiber2018/cnn,0.0007798257885510251,0.16284942924334292,0.003699533817748105,0.031005863134405887
schreiber2018/fcn,-0.011359503173825064,0.21905859743589276,0.0032390369721603373,0.02701603978235433
schreiber2018/ismir2018,-0.036509565876460606,0.2192874705706445,0.0029064925176999763,0.031810901255346205
schreiber2017/mirex2017,-0.04188107185126574,0.27313294562681273,0.00045469457209192804,0.04543425108120734
schreiber2017/ismir2017,-0.07474205718355344,0.3444838827017269,0.0034841654452365746,0.05319194681049363
boeck2015/tempodetector2016_default,-0.12913910354345629,0.387840506573277,-0.00017581886771232346,0.010139579558195767
schreiber2014/default,-0.3125329364602322,0.46300801769700184,0.00571523872224954,0.06923960986082185
zplane/auftakt_v3,-0.26589348922036765,0.4745912807680519,0.005639357494960791,0.07109811058638554
oliveira2010/ibt,-0.2437797878536255,0.48659682827061557,0.008774956671921881,0.08623627624602506
klapuri2006/percival2014,-0.24750178164854209,0.49056532787327384,0.016125900834262512,0.09226749534761106
percival2014/stem,-0.3117426740666161,0.49363548514542865,0.0032565047812924144,0.06186684329258783
scheirer1998/percival2014,-0.17445912597647067,0.5196847619043877,0.025446447026487937,0.15199544736676437
davies2009/mirex_qm_tempotracker,-0.0853954438409717,0.5216538384486571,0.02580152696405357,0.08016492104132977
echonest/version_3_2_1,-0.3181165341031251,0.5437214162073003,-0.013468946354305825,0.12234331065065214
gkiokas2012/default,-0.3846985517753493,0.5691424690623429,0.00021117455360935222,0.044333875433079914
