Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0005,0.019736842105263157,0.0043859649122807015,0.02631578947368421,0.013157894736842105,0.02631578947368421,0.02631578947368421,0.02850877192982456,0.021929824561403508,0.02631578947368421
0.001,0.03728070175438596,0.010964912280701754,0.07017543859649122,0.02631578947368421,0.05482456140350877,0.05701754385964912,0.05701754385964912,0.041666666666666664,0.05043859649122807
0.0015,0.07017543859649122,0.015350877192982455,0.1118421052631579,0.043859649122807015,0.08552631578947369,0.08771929824561403,0.07675438596491228,0.05701754385964912,0.07456140350877193
0.002,0.08991228070175439,0.019736842105263157,0.15350877192982457,0.05921052631578947,0.10526315789473684,0.10526315789473684,0.10307017543859649,0.08552631578947369,0.1162280701754386
0.0025,0.12280701754385964,0.02412280701754386,0.17324561403508773,0.06359649122807018,0.12280701754385964,0.12280701754385964,0.1162280701754386,0.09649122807017543,0.13596491228070176
0.003,0.16228070175438597,0.03289473684210526,0.18421052631578946,0.07456140350877193,0.13596491228070176,0.13596491228070176,0.1425438596491228,0.1206140350877193,0.1600877192982456
0.0035,0.18859649122807018,0.039473684210526314,0.19956140350877194,0.08333333333333333,0.14692982456140352,0.14692982456140352,0.17324561403508773,0.1513157894736842,0.19736842105263158
0.004,0.21271929824561403,0.046052631578947366,0.20614035087719298,0.08991228070175439,0.1600877192982456,0.1600877192982456,0.19078947368421054,0.17105263157894737,0.21929824561403508
0.0045,0.23464912280701755,0.04824561403508772,0.21271929824561403,0.10087719298245613,0.17105263157894737,0.17105263157894737,0.20394736842105263,0.18201754385964913,0.23464912280701755
0.005,0.2675438596491228,0.05263157894736842,0.21929824561403508,0.10964912280701754,0.18859649122807018,0.19078947368421054,0.21929824561403508,0.19517543859649122,0.2631578947368421
0.0055,0.28289473684210525,0.05701754385964912,0.22587719298245615,0.1162280701754386,0.21710526315789475,0.22149122807017543,0.23684210526315788,0.20614035087719298,0.27850877192982454
0.006,0.3048245614035088,0.06359649122807018,0.23026315789473684,0.12719298245614036,0.2236842105263158,0.23026315789473684,0.25219298245614036,0.22807017543859648,0.2916666666666667
0.0065,0.32456140350877194,0.07675438596491228,0.2324561403508772,0.13157894736842105,0.22807017543859648,0.23464912280701755,0.2741228070175439,0.24342105263157895,0.31359649122807015
0.007,0.35526315789473684,0.08771929824561403,0.23464912280701755,0.1337719298245614,0.23026315789473684,0.23903508771929824,0.2982456140350877,0.26096491228070173,0.33114035087719296
0.0075,0.3793859649122807,0.09210526315789473,0.23903508771929824,0.13815789473684212,0.23464912280701755,0.24342105263157895,0.30701754385964913,0.2719298245614035,0.34210526315789475
0.008,0.40350877192982454,0.10526315789473684,0.2412280701754386,0.14692982456140352,0.23684210526315788,0.24780701754385964,0.3333333333333333,0.2850877192982456,0.3618421052631579
0.0085,0.41885964912280704,0.1206140350877193,0.2412280701754386,0.15570175438596492,0.2412280701754386,0.25219298245614036,0.3399122807017544,0.29385964912280704,0.3684210526315789
0.009,0.42543859649122806,0.13157894736842105,0.2412280701754386,0.15570175438596492,0.24561403508771928,0.2565789473684211,0.3530701754385965,0.30701754385964913,0.3815789473684211
