Estimator,ternary,swing,no_ternary,no_swing,9/8,5/4,4/4,3/4,2/4,12/8
boeck2015/tempodetector2016_default,0.3225806451612903,0.4550561797752809,0.7048503611971104,0.7445255474452555,0.5,1.0,0.7273743016759776,0.4090909090909091,0.42857142857142855,0.2962962962962963
boeck2019/multi_task,0.5161290322580645,0.601123595505618,0.7688338493292054,0.7956204379562044,0.5,0.5,0.7921787709497207,0.4772727272727273,0.7142857142857143,0.5185185185185185
boeck2019/multi_task_hjdb,0.4838709677419355,0.6404494382022472,0.7791537667698658,0.7980535279805353,0.5,0.5,0.7988826815642458,0.5454545454545454,0.7142857142857143,0.48148148148148145
boeck2020/dar,0.2903225806451613,0.37640449438202245,0.6800825593395253,0.7311435523114356,0.5,0.5,0.6972067039106146,0.45454545454545453,0.7142857142857143,0.25925925925925924
davies2009/mirex_qm_tempotracker,0.22580645161290322,0.4438202247191011,0.5985552115583075,0.6180048661800487,0.25,0.5,0.6189944134078212,0.2727272727272727,0.5714285714285714,0.2222222222222222
echonest/version_3_2_1,0.2903225806451613,0.5449438202247191,0.6821465428276574,0.6970802919708029,0.0,0.5,0.7094972067039106,0.20454545454545456,0.7142857142857143,0.3333333333333333
gkiokas2012/default,0.5161290322580645,0.651685393258427,0.7120743034055728,0.7177615571776156,0.25,0.5,0.7318435754189944,0.4090909090909091,0.8571428571428571,0.5555555555555556
klapuri2006/percival2014,0.25806451612903225,0.5561797752808989,0.7038183694530443,0.718978102189781,0.25,0.5,0.7262569832402235,0.36363636363636365,0.5714285714285714,0.25925925925925924
oliveira2010/ibt,0.22580645161290322,0.39325842696629215,0.6130030959752322,0.6459854014598541,0.25,0.5,0.6346368715083799,0.25,0.5714285714285714,0.2222222222222222
percival2014/stem,0.5161290322580645,0.702247191011236,0.7770897832817337,0.7834549878345499,0.5,0.5,0.794413407821229,0.5681818181818182,0.5714285714285714,0.5185185185185185
scheirer1998/percival2014,0.2903225806451613,0.48314606741573035,0.56656346749226,0.5742092457420924,0.25,0.0,0.5854748603351956,0.2727272727272727,0.7142857142857143,0.2962962962962963
schreiber2014/default,0.25806451612903225,0.6235955056179775,0.7760577915376677,0.7895377128953771,0.0,0.5,0.8022346368715084,0.4090909090909091,0.42857142857142855,0.2962962962962963
schreiber2017/ismir2017,0.3870967741935484,0.6741573033707865,0.7781217750257998,0.7858880778588808,0.25,0.5,0.7988826815642458,0.5,0.5714285714285714,0.4074074074074074
schreiber2017/mirex2017,0.8064516129032258,0.9101123595505618,0.8823529411764706,0.8734793187347932,1.0,1.0,0.8938547486033519,0.6818181818181818,1.0,0.7777777777777778
schreiber2018/cnn,0.3225806451612903,0.5056179775280899,0.7141382868937048,0.7445255474452555,0.5,1.0,0.7340782122905027,0.38636363636363635,0.5714285714285714,0.2962962962962963
schreiber2018/fcn,0.3870967741935484,0.550561797752809,0.7265221878224974,0.7518248175182481,0.25,0.5,0.7463687150837989,0.4318181818181818,0.42857142857142855,0.4074074074074074
schreiber2018/ismir2018,0.1935483870967742,0.3651685393258427,0.6893704850361198,0.7408759124087592,0.25,0.5,0.7061452513966481,0.45454545454545453,0.42857142857142855,0.18518518518518517
sun2021/default,0.22580645161290322,0.3258426966292135,0.6635706914344686,0.7201946472019465,0.25,1.0,0.6815642458100558,0.38636363636363635,0.7142857142857143,0.2222222222222222
zplane/auftakt_v3,0.22580645161290322,0.5168539325842697,0.6934984520123839,0.7141119221411192,0.25,0.5,0.7083798882681565,0.4772727272727273,0.5714285714285714,0.2222222222222222
