τ,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,,,,,,,,,,,,,,,
0.005,1.0,1.0,0.9714285714285714,1.0,0.9942857142857143,0.9942857142857143,0.9942857142857143,0.72,0.9885714285714285,0.9885714285714285,0.9885714285714285,1.0,1.0,1.0,0.9942857142857143
0.01,1.0,0.9917127071823204,0.9613259668508287,0.9972375690607734,0.9861878453038674,0.9779005524861878,0.994475138121547,0.7707182320441989,0.994475138121547,0.994475138121547,0.9917127071823204,1.0,1.0,1.0,0.9917127071823204
0.015,1.0,0.9748062015503876,0.9302325581395349,0.9941860465116279,0.9786821705426356,0.9631782945736435,0.9825581395348837,0.7771317829457365,0.9883720930232558,0.9903100775193798,0.9883720930232558,0.998062015503876,0.998062015503876,0.998062015503876,0.9864341085271318
0.02,1.0,0.9651162790697675,0.9169435215946844,0.9933554817275747,0.9651162790697675,0.9485049833887044,0.9750830564784053,0.7757475083056479,0.9817275747508306,0.9800664451827242,0.978405315614618,0.9966777408637874,0.9966777408637874,0.9950166112956811,0.973421926910299
0.025,1.0,0.9435975609756098,0.8902439024390244,0.989329268292683,0.9496951219512195,0.9283536585365854,0.961890243902439,0.760670731707317,0.9771341463414634,0.9771341463414634,0.975609756097561,0.9969512195121951,0.9954268292682927,0.9954268292682927,0.9588414634146342
0.03,1.0,0.9336283185840708,0.8805309734513275,0.9882005899705014,0.93952802359882,0.915929203539823,0.9557522123893806,0.7610619469026548,0.9734513274336283,0.9749262536873157,0.9734513274336283,0.9941002949852508,0.9926253687315634,0.995575221238938,0.9587020648967551
0.035,1.0,0.9327485380116959,0.8786549707602339,0.9839181286549707,0.9371345029239766,0.9137426900584795,0.956140350877193,0.7616959064327485,0.9736842105263158,0.9751461988304093,0.9736842105263158,0.9941520467836257,0.9926900584795322,0.9956140350877193,0.956140350877193
0.04,1.0,0.9302325581395349,0.877906976744186,0.9825581395348837,0.936046511627907,0.9127906976744186,0.9549418604651163,0.7601744186046512,0.9738372093023255,0.9738372093023255,0.9723837209302325,0.9941860465116279,0.9927325581395349,0.9956395348837209,0.9563953488372093
0.045,1.0,0.9302325581395349,0.877906976744186,0.9825581395348837,0.936046511627907,0.9127906976744186,0.9549418604651163,0.7601744186046512,0.9738372093023255,0.9738372093023255,0.9723837209302325,0.9941860465116279,0.9927325581395349,0.9956395348837209,0.9563953488372093
0.05,1.0,0.9304347826086956,0.8782608695652174,0.9826086956521739,0.936231884057971,0.9130434782608695,0.9550724637681159,0.7608695652173914,0.9739130434782609,0.9739130434782609,0.972463768115942,0.9942028985507246,0.9927536231884058,0.9956521739130435,0.9565217391304348
0.055,1.0,0.9304347826086956,0.8782608695652174,0.9826086956521739,0.936231884057971,0.9130434782608695,0.9550724637681159,0.7608695652173914,0.9739130434782609,0.9739130434782609,0.972463768115942,0.9942028985507246,0.9927536231884058,0.9956521739130435,0.9565217391304348
0.06,1.0,0.930635838150289,0.8771676300578035,0.9826589595375722,0.9335260115606936,0.9104046242774566,0.9552023121387283,0.7601156069364162,0.9725433526011561,0.9725433526011561,0.9710982658959537,0.9942196531791907,0.9927745664739884,0.9956647398843931,0.9552023121387283
