Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,0.126606092142657,0.0,0.0,0.0,0.0,0.0
0.0005,0.13697314173638073,0.013329063763359085,0.11319697394228075,0.35171916903494377,0.3518392506904695,0.3519193051274867
0.001,0.18504583116519233,0.013329063763359085,0.18408517792098628,0.42208701917303765,0.4225673457951407,0.4228875635432094
0.0015,0.20089660969459233,0.014850098066685346,0.34267301765200336,0.4680382660208942,0.4665172317175679,0.4668774766841452
0.002,0.20706080134491453,0.0514349757835328,0.44570307809310333,0.4994196053316255,0.49817876155785934,0.4986190609614538
0.0025,0.23632069807469078,0.05503742544930553,0.4683184565504543,0.5322018972901573,0.5309210262978825,0.5316014890125286
0.003,0.3041668334467438,0.05559780650842573,0.490093263419125,0.5600208141536245,0.5600208141536245,0.5608213585237962
0.0035,0.3900252171476604,0.08998118720730096,0.5385662250330224,0.5882400032021775,0.5878397310170916,0.588680302605772
0.004,0.40799743825801543,0.11968138334067166,0.5625425289196654,0.6126165792739062,0.6110955449705799,0.6118560621222431
0.0045,0.429492054597126,0.13184965776728175,0.5860785334027139,0.635832366008886,0.63487171276468,0.6357122843533602
0.005,0.4423407917383821,0.1356522435255974,0.6046911900092062,0.6564864107593164,0.6552855942040587,0.6562062202297563
0.0055,0.487291358123524,0.14081575471320498,0.6196213425129088,0.6786214625945644,0.6781011087539527,0.678941680342633
0.006,0.5042228715526558,0.14097586358723932,0.6390745707080815,0.6951126766201017,0.6949125405275587,0.6959132209902734
0.0065,0.5238362086218629,0.14978185165912822,0.6584077172477285,0.7131249249489653,0.7120041628307249,0.712964816074931
0.007,0.5466116959532482,0.16427170475923628,0.6750190129287916,0.7252131449385583,0.7254132810311011,0.726494015930833
0.0075,0.5531361325701477,0.2145458912060201,0.6894688388103911,0.7362606572469279,0.7358203578433334,0.7369411199615739
0.008,0.596405555777929,0.21750790537565545,0.7033182564143617,0.7457871352519714,0.7453868630668855,0.7465076251851259
0.0085,0.6510427090421487,0.232918384501461,0.71044310130889,0.7543929872313173,0.7535924428611456,0.7547532321978946
0.009,0.6527238522195092,0.24548693111315695,0.7199295520954249,0.7610375055037425,0.7612376415962855,0.7624384581515431
0.0095,0.6562462474482649,0.2834327342592963,0.7280550774526678,0.767561942120642,0.7676820237761678,0.7688428131129168
0.01,0.6609694592322779,0.28951687147260136,0.7375015010206941,0.7730856982748269,0.7730856982748269,0.7743265420485931
0.0105,0.6989552895969259,0.30168514589921147,0.7443861826041709,0.7781291278069087,0.7781691550254173,0.7793699715806749
0.011,0.7049593723732138,0.30764920145699076,0.7530320618020254,0.7828523395909218,0.7828523395909218,0.7839731017091622
0.0115,0.7198895248769163,0.32105831965736703,0.7581555457711243,0.7867750070047632,0.786895088660289,0.7880959052155466
0.012,0.7357403034063162,0.3238201977344594,0.7611976143777769,0.7916183004443021,0.7919785454108794,0.7931793619661369
0.0125,0.7500300204138814,0.3353080094464236,0.7668414521874874,0.7957411039506864,0.7955409678581435,0.7968218388504182
0.013,0.7518312452467678,0.3588840411479806,0.7732858343673699,0.7987431453388304,0.798783172557339,0.8000640435496137
0.0135,0.770563983508786,0.42076612096225435,0.7783292638994517,0.8021854861305688,0.8019052956010086,0.803226193811792
0.014,0.7789296721770804,0.4209262298362887,0.7804507064804067,0.8043069287115239,0.8041868470559981,0.8056678541408158
0.0145,0.7873353880638835,0.4434615538566225,0.7842532922387223,0.8071088340071249,0.8062282351999359,0.807669215066245
0.015,0.7927390625625426,0.4538686306688548,0.7879357963415122,0.8095504943361486,0.8086298683104511,0.8100708481767602
0.0155,0.7927390625625426,0.45438898450946646,0.7904575111075531,0.8120722091021895,0.8111115558579834,0.8125925629428011
0.016,0.7944602329584117,0.4759236280670856,0.7958211583877036,0.8141536244646359,0.8135932434055158,0.815114277708842
0.0165,0.8014649961974143,0.4799263499179442,0.7980226554056759,0.8158347676419966,0.8154344954569107,0.8169155025417284
0.017,0.8037465476524036,0.5096265460513149,0.8033462754673177,0.8182764279710203,0.8180362646599688,0.8194772445262779
0.0175,0.8053876636112557,0.516191009886723,0.804587119241084,0.8199175439298723,0.8194372173077693,0.8208781971740784
0.018,0.8091101949325541,0.516191009886723,0.8052675819557299,0.8215586598887243,0.8211183604851299,0.8225993675699476
0.0185,0.8107513108914062,0.5407276948324861,0.8096705759916744,0.8233198575031021,0.8227995036624904,0.8242805107473081
0.019,0.8143937877756875,0.5551775207140855,0.8117519913541208,0.824680782932394,0.8243205379658167,0.8257615178321258
0.0195,0.8175959652563743,0.578713525197134,0.8127126445983268,0.8261617900172117,0.8257214906136172,0.8271624704799263
0.02,0.8223592042588961,0.5830364647960613,0.8143537605571789,0.8278829604130808,0.8272425249169435,0.8286034503462354
0.0205,0.827963014850098,0.5871592683024457,0.8152343593643677,0.8294039947164071,0.8286034503462354,0.8299243485570188
0.021,0.8280030420686066,0.5877596765800744,0.8181163190969859,0.8307248929271905,0.8297242124644758,0.8311651923307849
0.0215,0.8290837769683385,0.6164992194692391,0.8213184965776729,0.8318856822639394,0.8310050834567506,0.8324060361045511
0.022,0.8305647840531561,0.6165392466877476,0.8221190409478445,0.8330464716006885,0.8318456550454308,0.8332466076932314
0.0225,0.832806308289637,0.622303166152984,0.822839530880999,0.833967097626386,0.8328463355081456,0.8342873153744547
0.023,0.8328463355081456,0.6285073850218148,0.823720129688188,0.8351679141816435,0.8338470159708602,0.8353280230556779
0.0235,0.837049193451547,0.6321498619060961,0.8256014089580915,0.8364888123924269,0.8353280230556779,0.8368090301404956
0.024,0.837049193451547,0.6382740263379098,0.826802225513349,0.8373293839811071,0.8362886762998839,0.8378097106032102
0.0245,0.8419725413281031,0.6450786534843693,0.8277228515390466,0.8383700916623303,0.8373293839811071,0.8388504182844334
0.025,0.8428931673538006,0.6532442060601209,0.8285634231277269,0.8391706360325021,0.8380899011327703,0.8396109354360966
0.0255,0.8471360525157107,0.7372213104911339,0.8320457911379738,0.8402113437137253,0.8390105271584678,0.840531561461794
0.026,0.8515390465516551,0.7376616098947284,0.8332065804747228,0.8414121602689829,0.8399311531841652,0.8415722691430173
0.0265,0.8521394548292839,0.7379418004242885,0.8340071248448945,0.8420926229836289,0.8409318336468798,0.8425729496057319
0.027,0.8527398631069127,0.7383020453908657,0.8350478325261178,0.8428931673538006,0.8418124324540688,0.8434535484129208
0.0275,0.8547011968138334,0.7509906736580875,0.8360485129888324,0.8441740383460753,0.8428131129167834,0.8444542288756355
0.028,0.8551815234359365,0.7516711363727334,0.8365288396109354,0.8448144738422128,0.8437337389424809,0.8453348276828243
0.0285,0.8552615778729536,0.7516711363727334,0.8368890845775127,0.8458952087419446,0.8445342833126526,0.8462554537085218
0.029,0.8567826121762798,0.7523115718688709,0.8384101188808389,0.8467758075491334,0.8453748549013329,0.8470960252972021
0.0295,0.8573029660168915,0.7608773966297082,0.8399711804026738,0.8479365968858824,0.8465356442380819,0.8481367329784253
