Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.0040565549450038854,0.00018225424316728714,4.565527238363707e-16,2.43292072591256e-45,6.286874088686455e-27,5.775480769471997e-17,1.2267088187974154e-07,0.6037326255738259,0.10604728302894659,0.4761637637157492
boeck2019/multi_task,0.0040565549450038854,1.0,7.357586785666772e-11,2.667637637077326e-08,3.690604735848547e-40,1.4093799621211873e-20,2.2481286563553694e-11,0.002964836625141214,0.00028338202510518984,1.1650159430622902e-06,0.012867589490838358
boeck2019/multi_task_hjdb,0.00018225424316728714,7.357586785666772e-11,1.0,1.091051257834374e-29,1.061579089615508e-65,2.579463607742991e-40,3.032987196970419e-28,8.691079739793445e-17,0.0002445317114488973,0.0042406441402111205,4.1220963434864085e-06
davies2009/mirex_qm_tempotracker,4.565527238363707e-16,2.667637637077326e-08,1.091051257834374e-29,1.0,5.370320179103758e-25,1.8264879901121479e-06,0.08823375567403394,0.01014109267104876,4.628625268567458e-19,5.94392640923815e-23,1.5480306675797008e-14
percival2014/stem,2.43292072591256e-45,3.690604735848547e-40,1.061579089615508e-65,5.370320179103758e-25,1.0,7.472842483872497e-06,1.1845243439892377e-13,5.110251188486799e-28,1.1268466915534336e-56,5.197131249963505e-60,3.598878403204198e-50
schreiber2014/default,6.286874088686455e-27,1.4093799621211873e-20,2.579463607742991e-40,1.8264879901121479e-06,7.472842483872497e-06,1.0,0.0015276455601452475,3.695665129302277e-11,4.530179492552532e-31,1.7440055590406365e-34,5.257441501858271e-29
schreiber2017/ismir2017,5.775480769471997e-17,2.2481286563553694e-11,3.032987196970419e-28,0.08823375567403394,1.1845243439892377e-13,0.0015276455601452475,1.0,1.8180958631029155e-08,1.0403530917294907e-20,3.586510789570163e-24,1.5817344325515112e-18
schreiber2017/mirex2017,1.2267088187974154e-07,0.002964836625141214,8.691079739793445e-17,0.01014109267104876,5.110251188486799e-28,3.695665129302277e-11,1.8180958631029155e-08,1.0,9.007751022850217e-11,1.7452374637959708e-13,4.156191220953353e-08
schreiber2018/cnn,0.6037326255738259,0.00028338202510518984,0.0002445317114488973,4.628625268567458e-19,1.1268466915534336e-56,4.530179492552532e-31,1.0403530917294907e-20,9.007751022850217e-11,1.0,0.23364079876766178,0.13600431565722135
schreiber2018/fcn,0.10604728302894659,1.1650159430622902e-06,0.0042406441402111205,5.94392640923815e-23,5.197131249963505e-60,1.7440055590406365e-34,3.586510789570163e-24,1.7452374637959708e-13,0.23364079876766178,1.0,0.005475320098213723
schreiber2018/ismir2018,0.4761637637157492,0.012867589490838358,4.1220963434864085e-06,1.5480306675797008e-14,3.598878403204198e-50,5.257441501858271e-29,1.5817344325515112e-18,4.156191220953353e-08,0.13600431565722135,0.005475320098213723,1.0
