Estimator,P-Score,One Correct,Both Correct
schreiber2018/fcn,0.9628094066409212,1.0,0.7843137254901961
schreiber2018/cnn,0.9585700332798868,1.0,0.7647058823529411
schreiber2017/mirex2017,0.9460671411293066,0.9803921568627451,0.7254901960784313
schreiber2017/ismir2017,0.9260932091856375,0.9803921568627451,0.6470588235294118
schreiber2014/default,0.9147742105917275,0.9607843137254902,0.7058823529411765
davies2009/mirex_qm_tempotracker,0.8994967440581497,0.9607843137254902,0.6078431372549019
boeck2015/tempodetector2016_default,0.8964179988731357,0.9803921568627451,0.49019607843137253
percival2014/stem,0.7848014994684205,0.9411764705882353,0.0
