Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
boeck2015/tempodetector2016_default,1.0,0.024996591211061552,0.11826682221321806,0.0021241935076492034,0.05464531914241785,0.05464530591682215
davies2009/mirex_qm_tempotracker,0.024996591211061552,1.0,0.006765139487749482,0.30163078623160605,0.39574671409551954,0.39574673488121825
percival2014/stem,0.11826682221321806,0.006765139487749482,1.0,0.000448583022068675,0.025378109202529496,0.02537810285239435
schreiber2014/default,0.0021241935076492034,0.30163078623160605,0.000448583022068675,1.0,0.025370018892237535,0.025370022966908237
schreiber2017/ismir2017,0.05464531914241785,0.39574671409551954,0.025378109202529496,0.025370018892237535,1.0,0.3222234059506758
schreiber2017/mirex2017,0.05464530591682215,0.39574673488121825,0.02537810285239435,0.025370022966908237,0.3222234059506758,1.0
