Estimator,Accuracy1,Accuracy2
schreiber2018/cnn,0.7756658747030136,0.8798299362260847
schreiber2018/fcn,0.7389020882831062,0.8812054520445167
schreiber2014/default,0.7086407402776042,0.863698887082656
schreiber2017/ismir2017,0.6962610979117169,0.8645742153307491
schreiber2017/mirex2017,0.6941353007377766,0.8646992622233337
boeck2015/tempodetector2016_default,0.6912592222083281,0.8727022633487558
percival2014/stem,0.6860072527197699,0.8441915718394398
davies2009/mirex_qm_tempotracker,0.6541202951106665,0.7952982368388145
