Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2020/dar,0.013109406768370404,0.08470265135778705,0.0058526891569935765,0.005808164903335282
boeck2019/multi_task,0.020311387663875753,0.11906471553399353,0.005900961432469627,0.006085647548520558
boeck2019/multi_task_hjdb,0.02113805280256689,0.12131655593181005,0.0062892035989188235,0.013808518778408368
sun2021/default,0.024395226847030365,0.12462249002575079,0.010287430348921062,0.01962305120427362
schreiber2018/cnn,0.034922203082279495,0.15906283181505057,0.009609210191957783,0.02971048937101082
schreiber2018/fcn,0.05650594660257673,0.21194995971097377,0.009801064986832033,0.02538300398204808
schreiber2018/ismir2018,0.0575780512602467,0.21472007629197437,0.009455412698189078,0.030511904367635886
schreiber2017/mirex2017,0.08445857420790527,0.263101462194641,0.010751881529351637,0.04414606394734266
schreiber2017/ismir2017,0.13194325139351723,0.3268738272866058,0.012551615003614788,0.051807138264347276
boeck2015/tempodetector2016_default,0.1658662545022074,0.3736114990473829,0.005600956531092979,0.00845406835955518
davies2009/mirex_qm_tempotracker,0.3033578759150134,0.43288463603753086,0.038365728923840416,0.0749680212049232
zplane/auftakt_v3,0.30963779925916746,0.4472814155101698,0.020521691228983244,0.06830522579577752
oliveira2010/ibt,0.3203039183111324,0.4400118841162327,0.03615255868082631,0.07878253427127274
klapuri2006/percival2014,0.32044702106638384,0.44634647922919224,0.03021920814198198,0.08865740146603365
schreiber2014/default,0.323059424396661,0.45572565116817904,0.01733632003115248,0.06727733299640065
percival2014/stem,0.33255957522467683,0.47985791225669044,0.017783213109209113,0.05934533219969918
scheirer1998/percival2014,0.3385568819583882,0.43114669901404573,0.07090482051164033,0.13683071334574984
echonest/version_3_2_1,0.38880368597482456,0.4956438252259853,0.04718488889993426,0.11367886539000116
gkiokas2012/default,0.4117480826269274,0.5498905730065573,0.01268102185382824,0.04248209964621181
