Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn
0.0,0.0784313725490196,0.0,0.0,0.0,0.0,0.0,0.8431372549019608,0.7254901960784313
0.001,0.3137254901960784,0.0,0.2549019607843137,0.23529411764705882,0.2549019607843137,0.2549019607843137,0.8431372549019608,0.7254901960784313
0.002,0.43137254901960786,0.0392156862745098,0.45098039215686275,0.3333333333333333,0.37254901960784315,0.37254901960784315,0.8431372549019608,0.7254901960784313
0.003,0.5098039215686274,0.0392156862745098,0.49019607843137253,0.4117647058823529,0.5098039215686274,0.5098039215686274,0.8431372549019608,0.7254901960784313
0.004,0.5686274509803921,0.11764705882352941,0.6274509803921569,0.45098039215686275,0.5686274509803921,0.5686274509803921,0.8431372549019608,0.7254901960784313
0.005,0.6078431372549019,0.13725490196078433,0.7058823529411765,0.5098039215686274,0.6862745098039216,0.6666666666666666,0.8431372549019608,0.7254901960784313
0.006,0.6666666666666666,0.13725490196078433,0.7254901960784313,0.6078431372549019,0.7843137254901961,0.7647058823529411,0.8431372549019608,0.7450980392156863
0.007,0.6862745098039216,0.13725490196078433,0.7450980392156863,0.6470588235294118,0.8235294117647058,0.803921568627451,0.9019607843137255,0.7843137254901961
0.008,0.7647058823529411,0.1568627450980392,0.7843137254901961,0.6666666666666666,0.8823529411764706,0.8431372549019608,0.9019607843137255,0.8235294117647058
0.009,0.803921568627451,0.23529411764705882,0.8235294117647058,0.6862745098039216,0.9019607843137255,0.8627450980392157,0.9215686274509803,0.8431372549019608
0.01,0.8235294117647058,0.23529411764705882,0.8431372549019608,0.7058823529411765,0.9019607843137255,0.8627450980392157,0.9411764705882353,0.8627450980392157
0.011,0.8627450980392157,0.3137254901960784,0.8431372549019608,0.7254901960784313,0.9019607843137255,0.8627450980392157,0.9607843137254902,0.8823529411764706
0.012,0.8627450980392157,0.3333333333333333,0.8431372549019608,0.7450980392156863,0.9019607843137255,0.8627450980392157,0.9607843137254902,0.8823529411764706
0.013,0.8823529411764706,0.4117647058823529,0.8823529411764706,0.7450980392156863,0.9019607843137255,0.8627450980392157,0.9803921568627451,0.9411764705882353
0.014,0.9019607843137255,0.43137254901960786,0.8823529411764706,0.7647058823529411,0.9019607843137255,0.8627450980392157,0.9803921568627451,0.9607843137254902
0.015,0.9411764705882353,0.45098039215686275,0.8823529411764706,0.7647058823529411,0.9019607843137255,0.8627450980392157,0.9803921568627451,0.9607843137254902
