τ,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,,,,,,
0.005,,,,,,
0.01,0.5,1.0,0.5,0.5,1.0,1.0
0.015,0.7142857142857143,1.0,0.7142857142857143,0.7142857142857143,1.0,1.0
0.02,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.7777777777777778
0.025,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.7272727272727273
0.03,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.75,0.75
0.035,0.6470588235294118,0.47058823529411764,0.7058823529411765,0.5882352941176471,0.7058823529411765,0.7058823529411765
0.04,0.6818181818181818,0.5454545454545454,0.7272727272727273,0.5909090909090909,0.7272727272727273,0.7272727272727273
0.045,0.7,0.5666666666666667,0.7333333333333333,0.5333333333333333,0.7333333333333333,0.7
0.05,0.7142857142857143,0.5142857142857142,0.7142857142857143,0.6,0.7714285714285715,0.7428571428571429
0.055,0.7435897435897436,0.48717948717948717,0.7435897435897436,0.6153846153846154,0.7435897435897436,0.7435897435897436
0.06,0.7317073170731707,0.4634146341463415,0.7560975609756098,0.6097560975609756,0.7560975609756098,0.7317073170731707
0.065,0.7380952380952381,0.47619047619047616,0.7619047619047619,0.5952380952380952,0.7619047619047619,0.7380952380952381
0.07,0.7380952380952381,0.47619047619047616,0.7619047619047619,0.5952380952380952,0.7619047619047619,0.7380952380952381
0.075,0.7441860465116279,0.4883720930232558,0.7674418604651163,0.5813953488372093,0.7441860465116279,0.7209302325581395
0.08,0.7441860465116279,0.4883720930232558,0.7674418604651163,0.5813953488372093,0.7441860465116279,0.7209302325581395
0.085,0.7441860465116279,0.4883720930232558,0.7674418604651163,0.5813953488372093,0.7441860465116279,0.7209302325581395
0.09,0.75,0.5,0.7727272727272727,0.5909090909090909,0.75,0.7272727272727273
0.095,0.7391304347826086,0.4782608695652174,0.782608695652174,0.5869565217391305,0.7608695652173914,0.7391304347826086
0.1,0.7391304347826086,0.4782608695652174,0.782608695652174,0.5869565217391305,0.7608695652173914,0.7391304347826086
0.105,0.7391304347826086,0.4782608695652174,0.782608695652174,0.5869565217391305,0.7608695652173914,0.7391304347826086
0.11,0.7446808510638298,0.48936170212765956,0.7872340425531915,0.574468085106383,0.7446808510638298,0.723404255319149
0.115,0.75,0.5,0.7916666666666666,0.5833333333333334,0.75,0.7291666666666666
0.12,0.7551020408163265,0.4897959183673469,0.7959183673469388,0.5714285714285714,0.7551020408163265,0.7346938775510204
0.125,0.7551020408163265,0.4897959183673469,0.7959183673469388,0.5714285714285714,0.7551020408163265,0.7346938775510204
0.13,0.7551020408163265,0.4897959183673469,0.7959183673469388,0.5714285714285714,0.7551020408163265,0.7346938775510204
0.135,0.7551020408163265,0.4897959183673469,0.7959183673469388,0.5714285714285714,0.7551020408163265,0.7346938775510204
0.14,0.7551020408163265,0.4897959183673469,0.7959183673469388,0.5714285714285714,0.7551020408163265,0.7346938775510204
0.145,0.7551020408163265,0.4897959183673469,0.7959183673469388,0.5714285714285714,0.7551020408163265,0.7346938775510204
0.15,0.74,0.48,0.78,0.56,0.74,0.72
0.155,0.74,0.48,0.78,0.56,0.74,0.72
0.16,0.74,0.48,0.78,0.56,0.74,0.72
0.165,0.74,0.48,0.78,0.56,0.74,0.72
0.17,0.74,0.48,0.78,0.56,0.74,0.72
0.175,0.74,0.48,0.78,0.56,0.74,0.72
0.18,0.74,0.48,0.78,0.56,0.74,0.72
0.185,0.74,0.48,0.78,0.56,0.74,0.72
0.19,0.74,0.48,0.78,0.56,0.74,0.72
0.195,0.74,0.48,0.78,0.56,0.74,0.72
0.2,0.74,0.48,0.78,0.56,0.74,0.72
0.205,0.74,0.48,0.78,0.56,0.74,0.72
0.21,0.74,0.48,0.78,0.56,0.74,0.72
0.215,0.74,0.48,0.78,0.56,0.74,0.72
0.22,0.74,0.48,0.78,0.56,0.74,0.72
0.225,0.74,0.48,0.78,0.56,0.74,0.72
0.23,0.74,0.48,0.78,0.56,0.74,0.72
0.235,0.74,0.48,0.78,0.56,0.74,0.72
0.24,0.74,0.48,0.78,0.56,0.74,0.72
0.245,0.74,0.48,0.78,0.56,0.74,0.72
0.25,0.74,0.48,0.78,0.56,0.74,0.72
0.255,0.74,0.48,0.78,0.56,0.74,0.72
0.26,0.74,0.48,0.78,0.56,0.74,0.72
0.265,0.74,0.48,0.78,0.56,0.74,0.72
0.27,0.74,0.48,0.78,0.56,0.74,0.72
0.275,0.74,0.48,0.78,0.56,0.74,0.72
0.28,0.74,0.48,0.78,0.56,0.74,0.72
0.285,0.74,0.48,0.78,0.56,0.74,0.72
0.29,0.74,0.48,0.78,0.56,0.74,0.72
0.295,0.74,0.48,0.78,0.56,0.74,0.72
0.3,0.74,0.48,0.78,0.56,0.74,0.72
0.305,0.74,0.48,0.78,0.56,0.74,0.72
0.31,0.74,0.48,0.78,0.56,0.74,0.72
0.315,0.74,0.48,0.78,0.56,0.74,0.72
0.32,0.74,0.48,0.78,0.56,0.74,0.72
0.325,0.74,0.48,0.78,0.56,0.74,0.72
0.33,0.74,0.48,0.78,0.56,0.74,0.72
0.335,0.74,0.48,0.78,0.56,0.74,0.72
0.34,0.74,0.48,0.78,0.56,0.74,0.72
0.345,0.74,0.48,0.78,0.56,0.74,0.72
0.35,0.74,0.48,0.78,0.56,0.74,0.72
0.355,0.74,0.48,0.78,0.56,0.74,0.72
0.36,0.74,0.48,0.78,0.56,0.74,0.72
0.365,0.74,0.48,0.78,0.56,0.74,0.72
0.37,0.74,0.48,0.78,0.56,0.74,0.72
0.375,0.74,0.48,0.78,0.56,0.74,0.72
0.38,0.74,0.48,0.78,0.56,0.74,0.72
0.385,0.74,0.48,0.78,0.56,0.74,0.72
0.39,0.74,0.48,0.78,0.56,0.74,0.72
0.395,0.74,0.48,0.78,0.56,0.74,0.72
0.4,0.74,0.48,0.78,0.56,0.74,0.72
0.405,0.74,0.48,0.78,0.56,0.74,0.72
0.41,0.74,0.48,0.78,0.56,0.74,0.72
0.415,0.74,0.48,0.78,0.56,0.74,0.72
0.42,0.74,0.48,0.78,0.56,0.74,0.72
0.425,0.74,0.48,0.78,0.56,0.74,0.72
0.43,0.74,0.48,0.78,0.56,0.74,0.72
0.435,0.74,0.48,0.78,0.56,0.74,0.72
0.44,0.74,0.48,0.78,0.56,0.74,0.72
0.445,0.74,0.48,0.78,0.56,0.74,0.72
0.45,0.74,0.48,0.78,0.56,0.74,0.72
0.455,0.74,0.48,0.78,0.56,0.74,0.72
0.46,0.74,0.48,0.78,0.56,0.74,0.72
0.465,0.74,0.48,0.78,0.56,0.74,0.72
0.47,0.74,0.48,0.78,0.56,0.74,0.72
0.475,0.74,0.48,0.78,0.56,0.74,0.72
0.48,0.74,0.48,0.78,0.56,0.74,0.72
0.485,0.74,0.48,0.78,0.56,0.74,0.72
0.49,0.74,0.48,0.78,0.56,0.74,0.72
0.495,0.74,0.48,0.78,0.56,0.74,0.72
0.5,0.74,0.48,0.78,0.56,0.74,0.72
