Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
boeck2015/tempodetector2016_default,1.0,0.0,6.628748534343592e-07,0.8456841008751712,0.11982556353253822,0.01491285622132922
davies2009/mirex_qm_tempotracker,0.0,1.0,1.2899603833561239e-253,0.0,3.038341531939378e-290,1.9198125085369638e-256
percival2014/stem,6.628748534343592e-07,1.2899603833561239e-253,1.0,1.903145600347052e-06,0.000465512577006297,0.007327448799643596
schreiber2014/default,0.8456841008751712,0.0,1.903145600347052e-06,1.0,0.035395350156933146,0.0028083955567192315
schreiber2017/ismir2017,0.11982556353253822,3.038341531939378e-290,0.000465512577006297,0.035395350156933146,1.0,0.07080460065650064
schreiber2017/mirex2017,0.01491285622132922,1.9198125085369638e-256,0.007327448799643596,0.0028083955567192315,0.07080460065650064,1.0
