Item,davies2009/mirex_qm_tempotracker,boeck2019/multi_task_hjdb,boeck2019/multi_task,boeck2020/dar,schreiber2018/fcn,schreiber2018/ismir2018,schreiber2018/cnn,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
SMC_001.jams,False,False,False,True,True,False,False,False,True,False,True,False
SMC_002.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_003.jams,False,True,False,False,False,False,False,False,False,False,False,True
SMC_004.jams,False,False,True,True,True,False,False,False,False,False,False,False
SMC_005.jams,False,False,False,False,False,False,False,False,True,False,False,False
SMC_006.jams,False,False,False,False,False,False,False,True,False,False,False,False
SMC_007.jams,False,False,False,True,False,False,False,False,True,True,True,False
SMC_008.jams,True,False,False,False,False,True,True,False,False,False,False,False
SMC_009.jams,False,False,False,False,False,False,False,True,False,False,False,False
SMC_010.jams,True,True,True,True,True,True,True,True,True,True,True,True
SMC_011.jams,False,True,True,True,False,True,False,False,True,True,True,False
SMC_012.jams,False,True,True,True,True,True,True,True,True,True,True,True
SMC_013.jams,False,True,True,True,True,True,True,True,True,True,True,True
SMC_014.jams,False,False,False,True,False,False,True,False,False,False,False,True
SMC_015.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_016.jams,False,True,True,True,True,False,True,False,True,True,True,True
SMC_017.jams,False,True,True,True,False,False,False,True,False,False,True,False
SMC_018.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_019.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_021.jams,False,False,False,False,False,False,False,True,False,False,False,False
SMC_022.jams,False,False,True,False,False,False,False,False,False,True,False,False
SMC_023.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_024.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_026.jams,False,True,True,True,True,True,False,False,True,False,True,False
SMC_027.jams,False,True,True,True,False,False,False,False,True,False,True,False
SMC_028.jams,False,False,False,False,True,False,False,False,False,False,True,False
SMC_030.jams,False,False,False,True,True,True,False,False,False,False,False,False
SMC_032.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_033.jams,False,True,False,False,False,True,True,False,True,False,True,False
SMC_034.jams,False,True,True,True,True,True,True,True,True,True,True,True
SMC_035.jams,False,False,True,True,True,False,False,False,True,True,True,False
SMC_036.jams,False,False,False,True,False,False,False,False,False,False,True,False
SMC_037.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_038.jams,False,True,True,True,True,False,True,True,True,True,False,True
SMC_041.jams,False,True,True,False,False,False,True,False,True,True,False,False
SMC_042.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_043.jams,False,True,True,True,False,False,False,False,False,False,False,True
SMC_044.jams,False,True,False,True,False,False,False,False,True,True,True,False
SMC_046.jams,False,True,True,True,True,True,True,False,True,True,True,True
SMC_047.jams,False,False,False,False,False,False,False,True,False,False,False,False
SMC_048.jams,False,False,False,True,False,False,False,False,False,False,False,False
SMC_051.jams,False,True,True,True,True,False,True,False,False,True,True,True
SMC_052.jams,False,False,True,True,True,True,True,True,True,True,True,True
SMC_054.jams,False,True,True,True,False,False,True,False,True,False,True,True
SMC_055.jams,False,False,False,False,False,False,False,False,False,False,True,False
SMC_056.jams,False,False,False,False,True,False,True,False,True,True,False,False
SMC_057.jams,False,True,True,True,False,False,False,False,False,False,True,False
SMC_058.jams,False,True,True,True,False,False,False,False,True,True,True,False
SMC_059.jams,False,True,True,True,True,False,True,False,True,True,False,True
SMC_060.jams,False,True,False,True,True,True,True,False,True,True,True,True
SMC_061.jams,False,False,False,False,False,False,False,False,True,False,False,False
SMC_063.jams,True,True,True,True,True,True,True,True,True,True,True,True
SMC_064.jams,False,False,False,False,False,False,False,False,False,False,True,False
SMC_065.jams,False,True,True,True,True,True,True,False,True,True,True,True
SMC_066.jams,False,True,True,True,False,False,False,False,True,False,True,False
SMC_067.jams,False,True,True,True,False,True,True,True,True,True,True,True
SMC_068.jams,False,False,True,True,False,True,True,False,True,False,True,False
SMC_069.jams,False,True,True,True,True,True,False,True,True,True,True,True
SMC_071.jams,False,True,True,True,False,False,False,False,False,False,False,True
SMC_072.jams,False,True,True,True,True,True,True,False,True,False,True,True
SMC_073.jams,False,True,True,True,True,True,True,False,True,False,True,False
SMC_074.jams,False,False,False,False,False,True,True,True,False,False,False,False
SMC_075.jams,False,False,False,False,True,False,True,False,False,False,False,True
SMC_076.jams,False,False,False,False,False,True,True,True,False,False,False,False
SMC_079.jams,True,False,False,False,False,False,False,False,False,False,True,False
SMC_080.jams,False,False,False,False,False,False,False,False,True,False,False,False
SMC_082.jams,True,False,False,True,True,True,True,True,True,True,True,True
SMC_084.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_085.jams,False,True,False,True,False,False,False,False,True,False,True,False
SMC_086.jams,False,True,True,True,True,False,False,False,True,False,True,False
SMC_087.jams,False,True,True,True,True,True,True,True,False,True,True,True
SMC_088.jams,False,False,False,False,False,False,False,False,False,False,True,False
SMC_089.jams,False,True,False,False,False,True,True,True,True,True,False,True
SMC_092.jams,True,False,False,True,True,True,True,False,False,False,True,False
SMC_093.jams,True,True,False,False,True,True,True,True,True,True,True,True
SMC_095.jams,False,True,True,False,False,True,True,True,False,False,False,False
SMC_096.jams,True,True,True,True,False,False,True,True,True,True,True,True
SMC_098.jams,False,True,True,True,False,True,True,True,False,True,True,False
SMC_099.jams,False,True,True,True,False,False,False,False,False,False,False,False
SMC_100.jams,False,False,True,True,False,False,True,False,True,False,False,True
SMC_101.jams,True,False,False,True,True,False,True,True,False,False,True,False
SMC_103.jams,False,False,False,True,False,False,False,True,False,False,True,False
SMC_104.jams,False,True,True,False,False,False,False,False,False,False,False,True
SMC_105.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_106.jams,False,False,True,True,False,False,False,False,True,True,True,False
SMC_109.jams,False,True,True,True,False,False,False,False,False,False,True,False
SMC_111.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_113.jams,False,True,True,True,False,False,False,False,True,False,True,False
SMC_114.jams,False,False,False,True,False,False,False,False,False,False,False,True
SMC_116.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_117.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_118.jams,False,False,False,False,False,False,False,False,False,True,False,False
SMC_119.jams,False,False,True,False,False,False,False,False,False,False,False,False
SMC_120.jams,False,True,True,True,True,True,True,True,True,True,True,True
SMC_121.jams,False,True,True,False,False,False,False,False,False,False,False,False
SMC_124.jams,False,True,False,True,False,False,False,False,True,True,True,True
SMC_126.jams,False,True,True,True,False,False,True,False,True,True,True,True
SMC_127.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_130.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_133.jams,False,True,True,True,False,False,False,False,True,True,True,False
SMC_135.jams,False,True,True,True,False,True,True,True,True,True,True,True
SMC_137.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_139.jams,False,False,False,False,False,False,False,False,False,False,False,False
SMC_140.jams,False,False,False,False,False,True,False,False,False,False,False,False
SMC_142.jams,False,True,False,True,False,True,True,False,False,False,True,True
SMC_143.jams,False,True,True,False,True,True,True,True,True,True,False,True
