Estimator,male,female,World,Vocal,Traditional Japanese,Techno,Tango,Soul / R&B,Samba,Romantic (Solo),Romantic (Orchestral),Romantic (Chamber),Rock,Reggae,Rap / Hip-Hop,Popular (Enka),Popular,Modern Jazz,Modern (Solo),Modern (Orchestral),March,Latin,Jazz,Indian,House,Heavy Metal,Gospel,Fusion,Funk,Folk (Min'you),Folk,Flamenco,Dance,Court (Gagaku),Country,Classical,Classic (Solo),Classic (Orchestral),Classic (Chamber),Chanson,Canzone,Brass Band,Bossa Nova,Blues,Big Band,Baroque (Solo),Baroque (Orchestral),Ballade,African,A Cappella,9/8,7/4,6/8,6/4,5/4,4/4,3/8,3/4,3/2,2/4,2/2
boeck2015/tempodetector2016_default,0.9642857142857143,0.88,0.9523809523809523,0.6666666666666666,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.6428571428571429,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.9180327868852459,1.0,0.7272727272727273,1.0,0.7777777777777778,0.9
davies2009/mirex_qm_tempotracker,0.7857142857142857,0.88,0.7142857142857143,0.3333333333333333,0.5555555555555556,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.9166666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.42857142857142855,1.0,1.0,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,0.8688524590163934,0.0,0.5454545454545454,1.0,0.4444444444444444,0.9
percival2014/stem,0.8571428571428571,0.84,0.9047619047619048,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.7142857142857143,1.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.5,0.0,1.0,1.0,1.0,0.9180327868852459,0.5,0.6363636363636364,1.0,0.6666666666666666,0.9
schreiber2014/default,0.9285714285714286,0.8,0.6666666666666666,0.5,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,0.8888888888888888,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5714285714285714,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.819672131147541,1.0,0.5454545454545454,1.0,0.5555555555555556,1.0
schreiber2017/ismir2017,0.9285714285714286,0.8,0.8571428571428571,0.16666666666666666,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.5714285714285714,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8688524590163934,1.0,0.45454545454545453,1.0,0.6666666666666666,1.0
schreiber2017/mirex2017,0.9285714285714286,0.8,0.8571428571428571,0.16666666666666666,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.5714285714285714,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8688524590163934,1.0,0.45454545454545453,1.0,0.6666666666666666,1.0
