Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
boeck2020/dar,0.027026588458902833,0.13432366065542492,0.009289377725319254,0.026328422520764713
boeck2019/multi_task,0.030487986734948125,0.14895148374958148,0.00846502538440919,0.026357703733594407
sun2021/default,0.03388204320380273,0.1611603897781106,0.0097678252497495,0.031762137729113904
boeck2019/multi_task_hjdb,0.03436466818725732,0.15981621030469442,0.00882302940454192,0.02813565850331479
schreiber2018/cnn,0.042516547812712885,0.1805963776766262,0.01017691056274852,0.03888641146742717
schreiber2018/ismir2018,0.06456316806207327,0.23029322649857842,0.009500587239753638,0.03949425353366657
schreiber2018/fcn,0.0658800807342992,0.23364827001127852,0.009454138891072515,0.03604960101697192
schreiber2017/mirex2017,0.09324168259154766,0.27371606417817773,0.013459738664739242,0.050491414516013085
schreiber2017/ismir2017,0.14255462436843486,0.33618608051824567,0.015188666298999717,0.0566729611987499
boeck2015/tempodetector2016_default,0.1712210751953649,0.37130827378585013,0.012121698558177766,0.026426065058033688
davies2009/mirex_qm_tempotracker,0.2974760403046079,0.42958070479537136,0.03822481681595118,0.0729964578830821
zplane/auftakt_v3,0.3084255579998071,0.44761185014696653,0.021396453215727494,0.06543232137534119
oliveira2010/ibt,0.3162840983993706,0.438628028987164,0.035878273620995285,0.07545952891896765
klapuri2006/percival2014,0.31834761482051577,0.44489660673442616,0.031135340276259308,0.08522121558928343
schreiber2014/default,0.3211982348661339,0.45389171565180025,0.019703460987005587,0.0701851732097485
percival2014/stem,0.3308728194915974,0.4783483058638116,0.020231428172797744,0.06227899041026314
scheirer1998/percival2014,0.34019560263910614,0.43200904376550653,0.0712185240207386,0.13557135131887627
echonest/version_3_2_1,0.3851633332192336,0.49268071525769724,0.04959256337076622,0.11586652639926197
gkiokas2012/default,0.4061202002971253,0.5501064814386579,0.012503926875446275,0.04181753468368581
