Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0,0.01003242529077281,0.003801570159856154,0.006850055268548854,0.01064166100356224,0.0006202390697334298,0.012711051749554007,0.005303020491484213,0.012600036779633584,0.0026425193383753593,0.017684407784216472,0.001153984674034118,0.0001554144681059753,0.0001554144681059753,0.0,0.0,0.0,0.0012660773439921859
1,0.014487547186347073,0.002935834044258293,0.0045346835328593784,0.025908138496508214,0.008192044264086863,0.0,0.010638519050542776,0.0,0.0030691391994363466,0.03170885972733836,0.0041354036472453825,0.0041354036472453825,0.0041354036472453825,0.0,0.0,0.0,0.004001930557496263
2,0.31115306510957436,0.05030508184806578,0.033579305756037986,0.01113454488521001,0.0010234849643903407,0.015430040569605969,0.04507943135659981,0.2959848276350804,0.38699922755181104,0.27956617923277804,0.3287957621881258,0.27451875111289253,0.27451875111289253,0.4887471854618532,0.25525705524207465,0.3125902303080262,0.1258217187022998
3,0.011510065860373557,0.017625670681834613,0.02520849850296794,0.22686267761791926,0.41210404467756917,0.012939055707498098,0.026562141677833773,0.0,0.366791347543806,0.21149731326925256,0.02334073242431079,0.0238569492725779,0.0238569492725779,0.012939055707498098,0.012939055707498098,0.05246741989413554,0.023374508373808757
4,0.017194863153948522,0.006443770903801277,0.0058138418288927116,0.004465436770300531,0.006884884967088644,0.015767315858316675,0.008359294650040913,0.015767315858316675,0.014729266043771304,0.008876302483219857,0.012007103410025716,0.01263088420733197,0.01263088420733197,0.015767315858316675,0.015767315858316675,0.015767315858316675,0.012600036779633473
5,0.028569152196770954,0.025542669306872334,0.024247546246677347,0.00946507496424318,0.028641288752244254,0.035800721427846786,0.023544234864018947,0.04306872189188598,0.030531108208612788,0.013785399569700523,0.029273647897129208,0.029273647897129208,0.029273647897129208,0.028569152196770954,0.028569152196770954,0.028569152196770954,0.028569152196770954
6,0.021455682693475458,0.012142111036735119,0.012557853330824462,0.006429688876958289,0.012668738179246023,0.013805799525030428,0.008220508061192794,0.027744990482904318,0.015485296921709937,0.00761827299024669,0.011995382612136842,0.011995382612136842,0.011995382612136842,0.013805799525030428,0.013805799525030428,0.013805799525030428,0.012419259254068045
7,0.014571702643850966,0.017813958201791852,0.01348932954117317,0.04305811380111438,0.01692846506885867,0.0,0.0055852902076137705,0.010888316142736155,0.0055850833493378575,0.006447098222321412,0.006091470660844218,0.006091470660844218,0.006091470660844218,0.0,0.010888316142736155,0.010888316142736155,0.005454430092108244
8,0.011495638837829386,0.0004579257428983563,0.001144541940941018,0.03617116989314686,0.00633426348095487,0.0,0.0005496994728321702,0.0,0.0038408449657758577,0.01724323220401549,0.0039148959889750996,0.0039148959889750996,0.0039148959889750996,0.0,0.011495638837829386,0.0,0.0011454506682622907
9,0.016273011886334288,0.009486623272761879,0.009781020792585447,0.0033571942934905175,0.004471478555832108,0.009781020792585447,0.0033547516331523647,0.0,0.013623505828457979,0.0013348499829615083,0.011047025757548174,0.010659742411764926,0.010659742411764926,0.009781020792585447,0.0,0.009781020792585447,0.009781020792585447
10,0.41119543298444966,0.031026895620624544,0.020091417939468885,0.05209752802063744,0.3885354446264646,0.015430040569605924,0.3714018466149364,0.0,0.39277573818379796,0.02390785315029902,0.4065016088981834,0.40467427774340553,0.01036336066161692,0.42269107182227916,0.04532399050949029,0.488499661219865,0.4123491276008201
11,0.011587974275211825,0.0005816146181934299,0.0011639331336359118,0.023633106565081,0.007021839647642867,0.0,0.0061458837633254545,0.011681805047635324,0.006141631996268708,0.008341145018347568,0.0009468185351543228,0.0014051752409650555,0.0014051752409650555,0.0,0.0,0.0,0.005805621681205884
12,0.01934608880481197,0.019524012593763903,0.02139088877371094,0.03617449191019426,0.012824684418013512,0.017921907997262315,0.01345354107829832,0.008988783227254759,0.013453326682677274,0.04047165627850224,0.014861754296086936,0.014861754296086936,0.014861754296086936,0.017921907997262315,0.017921907997262315,0.017921907997262315,0.014355292977070054
13,0.005289985706149505,0.0011781911972811535,0.005604997496248822,0.020231859313739466,0.0026670330945188013,0.0,0.0064262691594330875,0.0,0.00042698314027246923,,0.001459626686224042,0.001459626686224042,0.001459626686224042,0.0,0.0,0.0,0.0014728893988754088
14,0.029158368068097372,0.009415426743860578,0.009244784477307809,0.03617675311069971,0.02491907325173839,0.017073513358941406,0.024200969631184805,0.03394733192333753,0.018250950821473842,0.01806608548231175,0.023215467015217237,0.023215467015217237,0.023215467015217237,0.017073513358941406,0.03394733192333753,0.0,0.017073513358941406
