Tempo (BPM),boeck2015/tempodetector2016_default,boeck2015/tempodetector2016_default_lowerci,boeck2015/tempodetector2016_default_upperci,davies2009/mirex_qm_tempotracker,davies2009/mirex_qm_tempotracker_lowerci,davies2009/mirex_qm_tempotracker_upperci,percival2014/stem,percival2014/stem_lowerci,percival2014/stem_upperci,schreiber2014/default,schreiber2014/default_lowerci,schreiber2014/default_upperci,schreiber2017/ismir2017,schreiber2017/ismir2017_lowerci,schreiber2017/ismir2017_upperci,schreiber2017/mirex2017,schreiber2017/mirex2017_lowerci,schreiber2017/mirex2017_upperci
48.0,0.2818655579285299,0.10012826066928346,0.46360285518777633,0.2256258044994039,0.01636837342373465,0.43488323557507313,0.24225701029434898,0.07704498550406869,0.4074690350846293,0.28995950487516353,0.1146306647575647,0.4652883449927624,0.04884864180445658,-0.3749044495825126,0.4726017331914258,0.09479460768069137,-0.08629099908097329,0.275880214442356
49.85858585858586,0.40822970666686575,0.26767760031325627,0.5487818130204752,0.3510463590003133,0.189210714081069,0.5128820039195576,0.2578788519195668,0.12594262850638577,0.3898150753327478,0.4210126619977187,0.2854167322975484,0.556608591697889,0.17065206046958814,-0.054152735269514723,0.395456856208691,0.26555799010354814,0.12550988856076786,0.40560609164632844
51.717171717171716,0.5261625744627251,0.42178313459602135,0.6305420143294288,0.47235698177043883,0.35217156153462414,0.5925424020062535,0.2736877671840784,0.171756905341502,0.37561862902665477,0.5412738238342318,0.44057503277733606,0.6419726148911277,0.31114363367658804,0.19525914495839894,0.42702812239477717,0.4243609693607835,0.3203558229942577,0.5283661157273093
53.57575757575758,0.6312451041163126,0.556327741559119,0.7061624666735062,0.5834566513735201,0.4971946948675875,0.6697186078794527,0.2895499002437106,0.2125736800904872,0.366526120396934,0.6468281067934548,0.5745524953481873,0.7191037182387223,0.456963910404217,0.38115477980522444,0.5327730410032097,0.5656695615418056,0.49102084462872964,0.6403182784548815
55.43434343434343,0.7190582384278313,0.664311432280651,0.7738050445750116,0.6782443463732943,0.6152073353319423,0.7412813574146464,0.30533139525429,0.2463935316915473,0.3642692588170327,0.7337606272841373,0.6809443140304208,0.7865769405378538,0.5947534396312331,0.5330268069746368,0.6564800722878293,0.68394978273602,0.6293992927764199,0.7385002726956201
57.292929292929294,0.7851829201974857,0.739763085841756,0.8306027545532154,0.7506190453335005,0.6983213717106533,0.8029167189563478,0.32089839637164336,0.2723460195886907,0.369450773154596,0.7981565017150308,0.7543382706968604,0.8419747327332012,0.7111527703363968,0.6615863700789383,0.7607191705938553,0.7736676490328347,0.7284106853420579,0.8189246127236115
59.151515151515156,0.8252106936593067,0.7823112161424567,0.8681101711761566,0.7944927851845385,0.7450971212506856,0.8438884491183913,0.3361179404052546,0.2927521509866174,0.37948372982389184,0.8361112519911296,0.7947245044818885,0.8774979995003707,0.7928242870619765,0.7494278080994878,0.8362207660244652,0.8293028000440362,0.7865571554622556,0.8720484446258169
61.01010101010101,0.8378318628906308,0.7975858536809266,0.878077872100335,0.8075945150677477,0.7612541291080245,0.8539349010274709,0.351117983522532,0.3120764406074384,0.3901595264376256,0.8467618880306239,0.807935041695202,0.8855887343660458,0.8328128286916838,0.7914953610366166,0.8741302963467511,0.8493169805157179,0.8092152891877203,0.8894186718437155
62.868686868686865,0.8291243607640033,0.794056535395774,0.8641921861322326,0.7967529311149409,0.7563748515427662,0.8371310106871157,0.36664852924508384,0.3328915908578118,0.4004054676323559,0.8364965090786535,0.8026652524242337,0.8703277657330732,0.8393793869772272,0.8024085612576368,0.8763502126968177,0.8416655119935127,0.8067234360939285,0.8766075878930969
64.72727272727272,0.8062435399454341,0.7779509763156734,0.8345361035751947,0.7701238464253437,0.7375469936109036,0.8027006992397838,0.3835503011551042,0.355540661516063,0.4115599407941454,0.8127607211097303,0.7854658155511691,0.8400556266682915,0.8230040939025659,0.793086650288895,0.8529215375162368,0.815688269556826,0.787497160032237,0.8438793790814151
66.58585858585859,0.7763447531009333,0.7540510553811498,0.7986384508207168,0.7358630740981806,0.7101934840670014,0.7615326641293598,0.40266402283478725,0.37932780349764184,0.42600024217193266,0.783000130098366,0.7614925572330876,0.8045077029636444,0.7941670814516577,0.771446607008532,0.8168875558947835,0.7807251282850634,0.7585113733793254,0.8029388831908013
68.44444444444444,0.7465833528965116,0.7272249937913444,0.7659417120016787,0.7021264272326777,0.6798366685685053,0.7244161858968501,0.42483041786632697,0.4039530272456683,0.44570780848698566,0.7546603420190735,0.7359846012675904,0.7733360827705567,0.7633484816084621,0.7445108459467226,0.7821861172702017,0.7461159632576306,0.726827021156391,0.7654049053588703
70.30303030303031,0.7240497713658591,0.7053803093308413,0.742719233400877,0.6769908830701328,0.6554943398512707,0.6984874262889949,0.4508765365687682,0.4312036475639347,0.4705494255736017,0.7351148333411417,0.7171036976327136,0.7531259690495697,0.7409314500489339,0.7226264140180285,0.7592364860798393,0.7211126821080635,0.7025101667658086,0.7397151974503183
72.16161616161617,0.7124372280097628,0.6950753525577061,0.7297991034618195,0.6644080406011653,0.6444170893184986,0.684398991883832,0.48091392512514175,0.4630737414374911,0.4987541088127924,0.7279626370267672,0.7112129795201244,0.74471229453341,0.7322244979612414,0.7148225067445586,0.7496264891779243,0.7103639700594032,0.6930643524345671,0.7276635876842393
74.02020202020202,0.7104412558743389,0.6955623155162962,0.7253201962323816,0.6622605976793247,0.645128567637023,0.6793926277216263,0.5140015416645439,0.49877088687825427,0.5292321964508336,0.7312501498675767,0.7168958736980943,0.7456044260370592,0.735070756674849,0.7200305488062493,0.7501109645434487,0.7117466480294885,0.6969210619591547,0.7265722340998223
75.87878787878788,0.7163573446648832,0.7041301474681144,0.728584541861652,0.6679454626817688,0.6538667242321614,0.6820242011313762,0.5491140891621261,0.5362985433720072,0.561929634952245,0.7425793039725518,0.7307832646634574,0.7543753432816461,0.746715785917589,0.734521378062326,0.7589101937728521,0.7225954782766547,0.7104121265004206,0.7347788300528888
