τ,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,,,,,,
0.005,1.0,0.6,1.0,1.0,0.6,0.6
0.01,0.8461538461538461,0.7307692307692307,0.8846153846153846,0.8846153846153846,0.8461538461538461,0.8461538461538461
0.015,0.8235294117647058,0.7941176470588235,0.8823529411764706,0.9117647058823529,0.8823529411764706,0.8823529411764706
0.02,0.7692307692307693,0.7435897435897436,0.8461538461538461,0.8717948717948718,0.8974358974358975,0.8974358974358975
0.025,0.7872340425531915,0.7659574468085106,0.8297872340425532,0.851063829787234,0.9148936170212766,0.9148936170212766
0.03,0.7692307692307693,0.75,0.8269230769230769,0.8269230769230769,0.9230769230769231,0.9230769230769231
0.035,0.7796610169491526,0.7796610169491526,0.8305084745762712,0.847457627118644,0.8983050847457628,0.8983050847457628
0.04,0.7741935483870968,0.7741935483870968,0.8064516129032258,0.8387096774193549,0.9032258064516129,0.9032258064516129
0.045,0.78125,0.78125,0.8125,0.84375,0.90625,0.90625
0.05,0.7794117647058824,0.7647058823529411,0.7941176470588235,0.8088235294117647,0.9117647058823529,0.9117647058823529
0.055,0.7714285714285715,0.7571428571428571,0.8,0.8,0.8857142857142857,0.8857142857142857
0.06,0.7605633802816901,0.7464788732394366,0.7887323943661971,0.7887323943661971,0.8732394366197183,0.8732394366197183
0.065,0.7432432432432432,0.7297297297297297,0.7972972972972973,0.7702702702702703,0.8648648648648649,0.8648648648648649
0.07,0.7432432432432432,0.7297297297297297,0.7972972972972973,0.7702702702702703,0.8648648648648649,0.8648648648648649
0.075,0.7333333333333333,0.72,0.7866666666666666,0.76,0.8533333333333334,0.8533333333333334
0.08,0.7236842105263158,0.7105263157894737,0.7763157894736842,0.75,0.8421052631578947,0.8421052631578947
0.085,0.7142857142857143,0.7012987012987013,0.7662337662337663,0.7402597402597403,0.8311688311688312,0.8311688311688312
0.09,0.717948717948718,0.7051282051282052,0.7692307692307693,0.7435897435897436,0.8333333333333334,0.8333333333333334
0.095,0.7215189873417721,0.7088607594936709,0.7721518987341772,0.7468354430379747,0.8354430379746836,0.8354430379746836
0.1,0.7160493827160493,0.691358024691358,0.7654320987654321,0.7530864197530864,0.8271604938271605,0.8271604938271605
0.105,0.7160493827160493,0.691358024691358,0.7654320987654321,0.7530864197530864,0.8271604938271605,0.8271604938271605
0.11,0.7228915662650602,0.6746987951807228,0.7590361445783133,0.7349397590361446,0.8192771084337349,0.8072289156626506
0.115,0.7228915662650602,0.6746987951807228,0.7590361445783133,0.7349397590361446,0.8192771084337349,0.8072289156626506
0.12,0.7228915662650602,0.6746987951807228,0.7590361445783133,0.7349397590361446,0.8192771084337349,0.8072289156626506
0.125,0.7228915662650602,0.6746987951807228,0.7590361445783133,0.7349397590361446,0.8192771084337349,0.8072289156626506
0.13,0.7228915662650602,0.6746987951807228,0.7590361445783133,0.7349397590361446,0.8192771084337349,0.8072289156626506
0.135,0.7228915662650602,0.6746987951807228,0.7590361445783133,0.7349397590361446,0.8192771084337349,0.8072289156626506
0.14,0.7228915662650602,0.6746987951807228,0.7590361445783133,0.7349397590361446,0.8192771084337349,0.8072289156626506
0.145,0.7228915662650602,0.6746987951807228,0.7590361445783133,0.7349397590361446,0.8192771084337349,0.8072289156626506
0.15,0.7228915662650602,0.6746987951807228,0.7590361445783133,0.7349397590361446,0.8192771084337349,0.8072289156626506
0.155,0.7261904761904762,0.6785714285714286,0.75,0.7380952380952381,0.8214285714285714,0.7976190476190477
0.16,0.7294117647058823,0.6705882352941176,0.7529411764705882,0.7294117647058823,0.8117647058823529,0.788235294117647
0.165,0.7209302325581395,0.6627906976744186,0.7558139534883721,0.7325581395348837,0.8023255813953488,0.7790697674418605
0.17,0.7126436781609196,0.6551724137931034,0.7471264367816092,0.7241379310344828,0.7931034482758621,0.7701149425287356
0.175,0.7045454545454546,0.6477272727272727,0.7386363636363636,0.7272727272727273,0.7954545454545454,0.7727272727272727
