Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
boeck2015/tempodetector2016_default,-0.01784816904005929,0.3320650435417429,0.009178857986967739,0.08428366617339415
schreiber2018/ismir2018,0.025110520077354804,0.33896413682431026,0.008962040344376617,0.1093186459782476
boeck2020/dar,0.002538282250913424,0.35150327166414747,0.007808214689842758,0.08365868565913995
schreiber2018/cnn,0.040173833264821164,0.35171080558173656,0.015016344522833982,0.12478237074970953
boeck2019/multi_task_hjdb,-0.010038984995163648,0.3579221753480201,0.013248965461783706,0.09462074135087377
boeck2019/multi_task,-0.00424432428917347,0.36896664853113964,0.013773693728844547,0.09177354346702582
oliveira2010/ibt,0.06328241595177925,0.38351410060418045,0.00021935288871617872,0.14325299737054922
schreiber2018/fcn,0.013564663127574338,0.41325287525180004,0.01466877347818934,0.09502227097604328
schreiber2014/default,-0.14848103668023777,0.41654601317377205,0.00016761196841089045,0.10830176840867568
klapuri2006/percival2014,0.036606107934568324,0.4217813456969409,0.0095790809075413,0.12683512650606432
schreiber2017/ismir2017,-0.09077733224085045,0.424404509297042,0.011722161012138138,0.1149098360508385
zplane/auftakt_v3,-0.005023117799309202,0.43788598626648145,-0.0005186132948046997,0.13912089509140307
echonest/version_3_2_1,-0.18277974618635764,0.4395639522274883,0.0008626180702992074,0.1036362661871069
davies2009/mirex_qm_tempotracker,0.1668545858171769,0.44158233955158777,0.009535610575709454,0.10976163453299502
percival2014/stem,-0.08255704076312029,0.4537306922992675,0.01654205833597882,0.1003181288206258
schreiber2017/mirex2017,-0.12494383115440785,0.4553685977890158,0.009852621564537117,0.11999943241167277
gkiokas2012/default,-0.01824386444485319,0.5383112369323476,0.018896281941797856,0.10877540392196171
scheirer1998/percival2014,-0.04515113350780616,0.5400186578071692,0.025603583473325912,0.1798466563974461
