Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.6985353583033387,0.5758493477318467,1.2046380153119997e-17,5.656214894965935e-06,0.0022275315109880366,0.003689964276540046,0.5681724128491654,0.0010900838044475792,0.005152397042092063,5.0622659111780655e-05
boeck2019/multi_task,0.6985353583033387,1.0,0.9999999999999994,3.60377424725398e-13,1.6913617102985637e-05,0.012502546136489852,0.015134080997447093,1.0,0.009542211425865473,0.032662546386305044,0.0005387801699960484
boeck2019/multi_task_hjdb,0.5758493477318467,0.9999999999999994,1.0,1.3673832671022406e-13,2.568720337924737e-05,0.009073340339587177,0.018337087779101983,0.8897069355331011,0.009210489694554581,0.04813101378106178,0.0004402850065139684
davies2009/mirex_qm_tempotracker,1.2046380153119997e-17,3.60377424725398e-13,1.3673832671022406e-13,1.0,3.121309646303416e-06,4.3221072207333364e-10,5.562672242319719e-10,9.099722954884667e-15,1.9674928353197187e-11,1.9067358802971048e-11,2.45797764364397e-08
percival2014/stem,5.656214894965935e-06,1.6913617102985637e-05,2.568720337924737e-05,3.121309646303416e-06,1.0,0.04022356409571665,0.0240929076984493,3.3768138107383154e-05,0.06490864707227219,0.024746035842440797,0.4513808323961254
schreiber2014/default,0.0022275315109880366,0.012502546136489852,0.009073340339587177,4.3221072207333364e-10,0.04022356409571665,1.0,0.9999999999999993,0.010454818321892184,0.8679394004284399,0.8803958212806721,0.20263875106454063
schreiber2017/ismir2017,0.003689964276540046,0.015134080997447093,0.018337087779101983,5.562672242319719e-10,0.0240929076984493,0.9999999999999993,1.0,0.002563207992352546,0.7659918242447937,1.0,0.15240777196147803
schreiber2017/mirex2017,0.5681724128491654,1.0,0.8897069355331011,9.099722954884667e-15,3.3768138107383154e-05,0.010454818321892184,0.002563207992352546,1.0,0.005354859650800293,0.035582724452231713,0.0002871184496616403
schreiber2018/cnn,0.0010900838044475792,0.009542211425865473,0.009210489694554581,1.9674928353197187e-11,0.06490864707227219,0.8679394004284399,0.7659918242447937,0.005354859650800293,1.0,0.6654658120766195,0.20048842206597323
schreiber2018/fcn,0.005152397042092063,0.032662546386305044,0.04813101378106178,1.9067358802971048e-11,0.024746035842440797,0.8803958212806721,1.0,0.035582724452231713,0.6654658120766195,1.0,0.11140289106101872
schreiber2018/ismir2018,5.0622659111780655e-05,0.0005387801699960484,0.0004402850065139684,2.45797764364397e-08,0.4513808323961254,0.20263875106454063,0.15240777196147803,0.0002871184496616403,0.20048842206597323,0.11140289106101872,1.0
