Item,davies2009/mirex_qm_tempotracker,boeck2019/multi_task_hjdb,boeck2019/multi_task,schreiber2018/fcn,schreiber2018/ismir2018,schreiber2018/cnn,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
SMC_001.jams,0.017876782315699096,-0.0049218300920259635,-0.007479400572057969,0.02512610608171318,-0.004621237312339039,-0.03499488635585788,-0.0023942936750991728,-0.009838307128089504,-0.009838337293122031,-0.004621237312339039,-0.012218964058154603
SMC_002.jams,-0.3953723017156106,-0.42668766015836634,-0.4212091585255989,-0.037847677829965835,-0.4757251534669208,-0.23589813879445223,-0.422853484795364,-0.4721374609284701,-0.4721374609284701,-0.018714008460765572,-0.4721374609284701
SMC_003.jams,0.07808179571560704,0.016119665363277313,0.03984257614801486,0.07249336243833003,0.07249336243833003,0.16054953910352618,0.07808179571560704,-0.013059758815303324,-0.013059758815303324,0.07108024187670643,0.015360561098682966
SMC_004.jams,0.11032753022069372,0.1534452193458446,0.04745758540757082,0.025242851592044636,0.23335104692224504,0.23335104692224504,-0.13398070043901228,0.185638097325331,0.185638097325331,-0.2245202905140681,0.17860049706537198
SMC_005.jams,0.795170560681585,0.038926310868857686,0.02792144789513295,0.1315493713305781,0.010533970369212239,0.028455878366474736,-0.031295222197597915,0.03800795605156005,0.03800795605156005,-0.008526763545275382,0.03800795605156005
SMC_006.jams,-0.16304677026230066,-0.1879991326041464,-0.191787393093854,-0.49456091397886126,0.4858102792722062,0.4858102792722062,0.002010605630912542,-0.008883029584951433,-0.4239205752744784,-0.17575553684939915,0.016151025952625964
SMC_007.jams,0.1543059578005068,0.06416599693997677,0.09033864093328112,-0.2787025825696642,-0.39971798353103016,-0.2787025825696642,-0.212813388405151,-0.004721450767628319,-0.004721450767628319,0.008993877498398632,0.0772599466096262
SMC_008.jams,0.05415661668178347,0.4295065051221488,0.41719142361996503,0.4200797029447918,0.03675106339328593,0.005042203665947912,0.025203135321527553,0.4222179549296109,0.4222179549296109,0.43459369951818144,0.41969140542941197
SMC_009.jams,-0.26963413302644684,-0.4080947140910345,-0.40740656953189225,0.026766909562785535,-0.40534410307499974,0.0010802658991358788,0.010242031235597,-0.4056422908639165,-0.4056422908639165,-0.0017733890217029725,-0.4056422908639165
SMC_010.jams,0.05321386197447205,-0.01567380328338378,-0.02464712234918165,0.0069867941277882125,0.0069867941277882125,0.0069867941277882125,-0.006566808029081564,0.02905082805793396,0.02905082805793396,0.024122025740504288,0.018096316881386954
SMC_011.jams,0.09988410853410512,0.04478629131673833,0.04176683638263661,0.06485524729228542,0.049904905826313926,0.06485524729228542,0.058856351742242685,0.040519165304668765,0.040519165304668765,0.038438120600766956,0.06124354642721279
SMC_012.jams,0.08579712942133517,0.019658401026841035,0.02358099107009977,0.000713232442749927,0.000713232442749927,0.000713232442749927,0.01663400222830729,-0.014091457724962925,-0.014091457724962925,0.0423912636926205,0.0016758686954985232
SMC_013.jams,-0.15208851397943668,-0.02308069561295353,-0.027222186533569358,-0.02599383819125942,-0.02599383819125942,-0.02599383819125942,-8.893795892675763e-05,-0.01578148526765189,-0.01578148526765189,-0.02983590448565364,-0.0369667002754388
SMC_014.jams,0.21138510376668557,0.1538258290518679,0.0797555201949706,-0.1012816610102971,0.151837275958414,-0.02431967919541294,-0.16517827561362303,0.14428068249811674,0.14428068249811674,0.13028541199248886,-0.048833940672668
SMC_015.jams,0.7004648427902379,0.28805464014836035,0.2576418606598348,0.2492505904006942,0.2492505904006942,0.2492505904006942,0.22653051390061074,0.1688790649679972,0.1688790649679972,0.652821304453991,-0.28804897329767826
