Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
boeck2015/tempodetector2016_default,1.0,0.4684201871520397,0.2677578157693183,9.970479729658335e-29,0.09552845613809785,0.09252376184996025,0.7843588717793772,0.4103417115408837,0.764672705052968,3.676147015946325e-15,3.316585592370814e-07,0.00878234701099515,0.8996875949305194,0.9844517088257632,0.28503777811577524,0.01337748955616695,0.0008121870938797743
boeck2019/multi_task,0.4684201871520397,1.0,0.41635239724030193,3.727402709755093e-23,0.024468600217291046,0.02012397533258394,0.3980777812254962,0.2037945222422456,0.6497814150402317,6.331949497035978e-14,1.9158120091785988e-09,0.0029993494641197705,0.4887253271856459,0.394274670900025,0.0561670464783314,0.004113616154956176,5.3997190237203904e-05
boeck2019/multi_task_hjdb,0.2677578157693183,0.41635239724030193,1.0,4.716672659461419e-21,0.012015185811376642,0.013208489681449151,0.23526830401629314,0.10988621469927642,0.38740028283899164,5.752246649459443e-13,3.453772205811393e-09,0.0014828252192394238,0.2814159214763964,0.20791759757685171,0.026941670890836763,0.0017631406337083016,1.521517375463593e-05
davies2009/mirex_qm_tempotracker,9.970479729658335e-29,3.727402709755093e-23,4.716672659461419e-21,1.0,3.6131156172111275e-22,9.702203899636773e-35,5.051544168785574e-33,8.792010158594458e-29,2.6179054812384e-26,0.08075640853060517,3.5196003301589218e-43,1.4879256606870056e-31,1.6607372917080104e-30,1.0426749944260441e-29,2.794870526505761e-31,4.060684769993481e-38,2.0548749973736412e-29
echonest/version_3_2_1,0.09552845613809785,0.024468600217291046,0.012015185811376642,3.6131156172111275e-22,1.0,0.6049897324631416,0.16021261751462876,0.4190438566812512,0.06271131603676475,3.103401858283129e-15,0.00956462137704746,0.9496180386230755,0.08473861722944385,0.09420210816132797,0.3147447603033289,0.9694938918877934,0.12176353977526518
gkiokas2012/default,0.09252376184996025,0.02012397533258394,0.013208489681449151,9.702203899636773e-35,0.6049897324631416,1.0,0.17968469379006927,0.6698664238625056,0.03633743912443675,5.988004305596041e-17,5.377450233096786e-06,0.4085345282047088,0.06875162885458844,0.06345380284493685,0.4786334566208075,0.39203751347112137,0.024641130180310538
klapuri2006/percival2014,0.7843588717793772,0.3980777812254962,0.23526830401629314,5.051544168785574e-33,0.16021261751462876,0.17968469379006927,1.0,0.49528661195198853,0.6074783384470258,2.303658820231582e-14,3.384132933559313e-07,0.054059911719391326,0.7113830708975772,0.7862651695218806,0.5353578011862441,0.06169569381611262,0.001278519212474014
oliveira2010/ibt,0.4103417115408837,0.2037945222422456,0.10988621469927642,8.792010158594458e-29,0.4190438566812512,0.6698664238625056,0.49528661195198853,1.0,0.3199524132551606,2.4273355960257884e-14,0.00013063783913452992,0.30907510511066055,0.3850094003368042,0.4419324807415793,0.9495103233220432,0.3550568915051876,0.010390417388509661
percival2014/stem,0.764672705052968,0.6497814150402317,0.38740028283899164,2.6179054812384e-26,0.06271131603676475,0.03633743912443675,0.6074783384470258,0.3199524132551606,1.0,7.575764111178893e-15,2.5776741638075508e-08,0.005769300802339001,0.799853825219882,0.6923594627584904,0.10938556856637277,0.0023448049272646295,0.00012165106753932681
scheirer1998/percival2014,3.676147015946325e-15,6.331949497035978e-14,5.752246649459443e-13,0.08075640853060517,3.103401858283129e-15,5.988004305596041e-17,2.303658820231582e-14,2.4273355960257884e-14,7.575764111178893e-15,1.0,1.5789210156965037e-23,1.2578877408825949e-17,2.426495805126058e-15,6.140726872988186e-15,1.9408504735978174e-16,1.833199693911084e-18,1.43169548397464e-19
schreiber2014/default,3.316585592370814e-07,1.9158120091785988e-09,3.453772205811393e-09,3.5196003301589218e-43,0.00956462137704746,5.377450233096786e-06,3.384132933559313e-07,0.00013063783913452992,2.5776741638075508e-08,1.5789210156965037e-23,1.0,9.23578214361231e-05,4.205145795706653e-09,3.5985527695640764e-08,1.3119563491080658e-06,0.00019496096370962476,0.3381486755798052
schreiber2017/ismir2017,0.00878234701099515,0.0029993494641197705,0.0014828252192394238,1.4879256606870056e-31,0.9496180386230755,0.4085345282047088,0.054059911719391326,0.30907510511066055,0.005769300802339001,1.2578877408825949e-17,9.23578214361231e-05,1.0,0.0010737734638037494,0.00764257066084947,0.122695324080073,0.8863692649519175,0.06668989976805952
schreiber2017/mirex2017,0.8996875949305194,0.4887253271856459,0.2814159214763964,1.6607372917080104e-30,0.08473861722944385,0.06875162885458844,0.7113830708975772,0.3850094003368042,0.799853825219882,2.426495805126058e-15,4.205145795706653e-09,0.0010737734638037494,1.0,0.853603534009643,0.11508334551010824,0.0077202819934915085,0.000385497317777126
schreiber2018/cnn,0.9844517088257632,0.394274670900025,0.20791759757685171,1.0426749944260441e-29,0.09420210816132797,0.06345380284493685,0.7862651695218806,0.4419324807415793,0.6923594627584904,6.140726872988186e-15,3.5985527695640764e-08,0.00764257066084947,0.853603534009643,1.0,0.08962049913807932,0.007907065344630789,0.0004526626277421254
schreiber2018/fcn,0.28503777811577524,0.0561670464783314,0.026941670890836763,2.794870526505761e-31,0.3147447603033289,0.4786334566208075,0.5353578011862441,0.9495103233220432,0.10938556856637277,1.9408504735978174e-16,1.3119563491080658e-06,0.122695324080073,0.11508334551010824,0.08962049913807932,1.0,0.13329506644197206,0.0052002682014535215
schreiber2018/ismir2018,0.01337748955616695,0.004113616154956176,0.0017631406337083016,4.060684769993481e-38,0.9694938918877934,0.39203751347112137,0.06169569381611262,0.3550568915051876,0.0023448049272646295,1.833199693911084e-18,0.00019496096370962476,0.8863692649519175,0.0077202819934915085,0.007907065344630789,0.13329506644197206,1.0,0.06958681793862492
zplane/auftakt_v3,0.0008121870938797743,5.3997190237203904e-05,1.521517375463593e-05,2.0548749973736412e-29,0.12176353977526518,0.024641130180310538,0.001278519212474014,0.010390417388509661,0.00012165106753932681,1.43169548397464e-19,0.3381486755798052,0.06668989976805952,0.000385497317777126,0.0004526626277421254,0.0052002682014535215,0.06958681793862492,1.0
