Tolerance (%),alonso2004/ismir2004_corr,alonso2004/ismir2004_spec,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,dixon2001/ismir2004_indu,dixon2001/ismir2004_trac,dixon2003/ismir2004_auco,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/ismir2004,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/ismir2004,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,tzanetakis2002/ismir2004_hist,tzanetakis2002/ismir2004_mmul,tzanetakis2002/ismir2004_msum,uhle2004/ismir2004,zplane/auftakt_v3
0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.004301075268817204,0.030107526881720432,0.0,0.18494623655913978,0.1870967741935484,0.0,0.10752688172043011,0.0,0.0,0.0,0.0,0.0,0.0,0.221505376344086,0.24086021505376345,0.18064516129032257,0.04516129032258064,0.023655913978494623,0.06666666666666667,0.07311827956989247,0.03225806451612903
0.0005,0.0,0.012903225806451613,0.08387096774193549,0.0064516129032258064,0.01935483870967742,0.015053763440860216,0.03225806451612903,0.03225806451612903,0.1978494623655914,0.1978494623655914,0.034408602150537634,0.11182795698924732,0.05591397849462366,0.012903225806451613,0.01935483870967742,0.08602150537634409,0.07311827956989247,0.07311827956989247,0.23655913978494625,0.25806451612903225,0.1956989247311828,0.047311827956989246,0.025806451612903226,0.06881720430107527,0.07741935483870968,0.053763440860215055
0.001,0.002150537634408602,0.02795698924731183,0.11182795698924732,0.008602150537634409,0.034408602150537634,0.030107526881720432,0.03225806451612903,0.09462365591397849,0.2129032258064516,0.2129032258064516,0.05806451612903226,0.11827956989247312,0.1053763440860215,0.023655913978494623,0.043010752688172046,0.14623655913978495,0.12688172043010754,0.12688172043010754,0.24946236559139784,0.2731182795698925,0.2064516129032258,0.05591397849462366,0.02795698924731183,0.07526881720430108,0.08387096774193549,0.11182795698924732
0.0015,0.0064516129032258064,0.04946236559139785,0.14623655913978495,0.010752688172043012,0.05161290322580645,0.03870967741935484,0.03655913978494624,0.12043010752688173,0.23010752688172043,0.23225806451612904,0.08602150537634409,0.12258064516129032,0.15913978494623657,0.04086021505376344,0.060215053763440864,0.2064516129032258,0.16774193548387098,0.16774193548387098,0.2731182795698925,0.3032258064516129,0.23010752688172043,0.06236559139784946,0.02795698924731183,0.08387096774193549,0.08817204301075268,0.16344086021505377
0.002,0.010752688172043012,0.06451612903225806,0.15268817204301074,0.01935483870967742,0.053763440860215055,0.04946236559139785,0.043010752688172046,0.14623655913978495,0.24946236559139784,0.25161290322580643,0.13118279569892474,0.12688172043010754,0.221505376344086,0.053763440860215055,0.07526881720430108,0.24731182795698925,0.2021505376344086,0.2021505376344086,0.28817204301075267,0.3204301075268817,0.24516129032258063,0.06666666666666667,0.02795698924731183,0.08387096774193549,0.09032258064516129,0.210752688172043
0.0025,0.010752688172043012,0.07741935483870968,0.17849462365591398,0.023655913978494623,0.05806451612903226,0.053763440860215055,0.04516129032258064,0.16774193548387098,0.26881720430107525,0.2623655913978495,0.15483870967741936,0.13333333333333333,0.25591397849462366,0.06236559139784946,0.08817204301075268,0.2731182795698925,0.23655913978494625,0.23440860215053763,0.3053763440860215,0.3333333333333333,0.25806451612903225,0.06881720430107527,0.030107526881720432,0.08817204301075268,0.0967741935483871,0.25591397849462366
0.003,0.010752688172043012,0.09247311827956989,0.2086021505376344,0.023655913978494623,0.060215053763440864,0.06666666666666667,0.05161290322580645,0.20430107526881722,0.27741935483870966,0.2752688172043011,0.17634408602150536,0.14193548387096774,0.2838709677419355,0.07741935483870968,0.1053763440860215,0.3118279569892473,0.2731182795698925,0.2709677419354839,0.32688172043010755,0.34623655913978496,0.2752688172043011,0.06881720430107527,0.030107526881720432,0.08817204301075268,0.1010752688172043,0.28817204301075267
0.0035,0.015053763440860216,0.10752688172043011,0.23655913978494625,0.03870967741935484,0.06666666666666667,0.07741935483870968,0.053763440860215055,0.24086021505376345,0.2838709677419355,0.2860215053763441,0.23440860215053763,0.14838709677419354,0.31827956989247314,0.09247311827956989,0.11182795698924732,0.34408602150537637,0.2989247311827957,0.2967741935483871,0.33978494623655914,0.3548387096774194,0.2817204301075269,0.07526881720430108,0.030107526881720432,0.0967741935483871,0.1032258064516129,0.2989247311827957
0.004,0.015053763440860216,0.12473118279569892,0.24516129032258063,0.053763440860215055,0.07526881720430108,0.08172043010752689,0.05806451612903226,0.2623655913978495,0.2946236559139785,0.2967741935483871,0.2645161290322581,0.15698924731182795,0.34838709677419355,0.0989247311827957,0.12903225806451613,0.38064516129032255,0.3333333333333333,0.3311827956989247,0.3548387096774194,0.3720430107526882,0.2924731182795699,0.07741935483870968,0.030107526881720432,0.1010752688172043,0.1053763440860215,0.3247311827956989
0.0045,0.015053763440860216,0.14838709677419354,0.26021505376344084,0.05591397849462366,0.08602150537634409,0.08817204301075268,0.05806451612903226,0.27956989247311825,0.3010752688172043,0.3053763440860215,0.2989247311827957,0.16344086021505377,0.3720430107526882,0.1032258064516129,0.14408602150537633,0.4043010752688172,0.34623655913978496,0.34408602150537637,0.36129032258064514,0.3741935483870968,0.2989247311827957,0.07956989247311828,0.03225806451612903,0.10752688172043011,0.10752688172043011,0.33548387096774196
