τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,,,,,,,,,,,
0.005,0.0037563113495947572,0.002779773548326964,0.0026402141730416844,0.03164168292002849,0.0011050150890008607,0.0010566004987437583,0.0010566004987437583,0.0010566004987437583,0.0025329964398342307,0.0025329964398342307,0.0025329964398342307
0.01,0.0037563113495947572,0.002779773548326964,0.0026402141730416844,0.03164168292002849,0.0011050150890008607,0.0010566004987437583,0.0010566004987437583,0.0010566004987437583,0.0025329964398342307,0.0025329964398342307,0.0025329964398342307
0.015,0.0037563113495947572,0.002779773548326964,0.0026402141730416844,0.03164168292002849,0.0011050150890008607,0.0010566004987437583,0.0010566004987437583,0.0010566004987437583,0.0025329964398342307,0.0025329964398342307,0.0025329964398342307
0.02,0.004573657273994991,0.002665016792235546,0.0037927158215448203,0.02857915738859151,0.0021102901305037765,0.0011467551153558197,0.001170473124646365,0.001170473124646365,0.001615924581259862,0.001615924581259862,0.001615924581259862
0.025,0.0058388887956764704,0.004212818706852574,0.004601222903791718,0.024606554611347923,0.0021637948923322018,0.0021894802552295035,0.0021214469327798147,0.0021214469327798147,0.0023462717421374865,0.0023462717421374865,0.0023462717421374865
0.03,0.0058388887956764704,0.004212818706852574,0.004601222903791718,0.024606554611347923,0.0021637948923322018,0.0021894802552295035,0.0021214469327798147,0.0021214469327798147,0.0023462717421374865,0.0023462717421374865,0.0023462717421374865
0.035,0.0453353122013762,0.027545251659825087,0.014207527155913518,0.10517356599306539,0.04014160939594836,0.023369699351304327,0.004419416118508064,0.04107436690632172,0.026008071062393567,0.09673012299586382,0.10310296646191755
0.04,0.07359822919245945,0.05816179206928939,0.04727125752313783,0.09551359344883276,0.052672466933598096,0.05408826644203367,0.0377498737479203,0.06876560133760878,0.024319751864020155,0.11692501237861654,0.09199303718110492
0.045,0.05987952123614704,0.05812192072348029,0.04560340195229531,0.11831180196601876,0.07806450847369893,0.08111713604961772,0.056842477745118476,0.07364266352286641,0.04685257031415374,0.1122897878863816,0.11377834673893074
