Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,0.03900709219858156,0.00851063829787234,0.007801418439716312,0.0,0.0007092198581560284,0.3950354609929078,0.0007092198581560284,0.2170212765957447,0.0,0.0,0.0,0.0,0.0,0.4099290780141844,0.3900709219858156,0.39290780141843973,0.13333333333333333
0.0005,0.05531914893617021,0.06524822695035461,0.05673758865248227,0.02624113475177305,0.11134751773049645,0.3950354609929078,0.05815602836879433,0.2170212765957447,0.09148936170212765,0.03971631205673759,0.1829787234042553,0.18368794326241134,0.18723404255319148,0.4099290780141844,0.3900709219858156,0.39290780141843973,0.13333333333333333
0.001,0.11418439716312057,0.12695035460992907,0.11914893617021277,0.02695035460992908,0.17304964539007092,0.3950354609929078,0.07021276595744681,0.2170212765957447,0.14609929078014183,0.07304964539007092,0.23404255319148937,0.2425531914893617,0.2475177304964539,0.4099290780141844,0.3900709219858156,0.39290780141843973,0.19148936170212766
0.0015,0.13546099290780142,0.18581560283687942,0.17801418439716313,0.03687943262411347,0.23049645390070922,0.3950354609929078,0.1453900709219858,0.2170212765957447,0.23333333333333334,0.08581560283687943,0.27375886524822696,0.28297872340425534,0.28936170212765955,0.4099290780141844,0.3900709219858156,0.39290780141843973,0.26879432624113475
0.002,0.1453900709219858,0.23333333333333334,0.24680851063829787,0.06099290780141844,0.2624113475177305,0.3950354609929078,0.22836879432624113,0.2170212765957447,0.3141843971631206,0.12411347517730496,0.30851063829787234,0.3120567375886525,0.31843971631205675,0.4099290780141844,0.3900709219858156,0.39290780141843973,0.2950354609929078
0.0025,0.17659574468085107,0.2907801418439716,0.2936170212765957,0.075177304964539,0.2900709219858156,0.3950354609929078,0.25177304964539005,0.2170212765957447,0.3347517730496454,0.1475177304964539,0.34609929078014184,0.35319148936170214,0.3595744680851064,0.4099290780141844,0.3900709219858156,0.39290780141843973,0.32907801418439714
0.003,0.2297872340425532,0.32907801418439714,0.3347517730496454,0.07801418439716312,0.32907801418439714,0.39858156028368796,0.274468085106383,0.22056737588652484,0.3659574468085106,0.18156028368794327,0.3723404255319149,0.37659574468085105,0.3829787234042553,0.4134751773049645,0.3943262411347518,0.3964539007092199,0.3617021276595745
0.0035,0.2794326241134752,0.36879432624113473,0.36737588652482267,0.11843971631205674,0.3588652482269504,0.4049645390070922,0.3397163120567376,0.22624113475177304,0.3921985815602837,0.2028368794326241,0.39787234042553193,0.40638297872340423,0.4127659574468085,0.4205673758865248,0.4,0.40283687943262414,0.38581560283687943
0.004,0.3,0.39361702127659576,0.399290780141844,0.15673758865248227,0.3879432624113475,0.42340425531914894,0.4021276595744681,0.2404255319148936,0.4226950354609929,0.23546099290780143,0.43333333333333335,0.4368794326241135,0.4432624113475177,0.43829787234042555,0.41702127659574467,0.4198581560283688,0.4148936170212766
0.0045,0.3354609929078014,0.4198581560283688,0.4219858156028369,0.1794326241134752,0.41914893617021276,0.43617021276595747,0.4425531914893617,0.250354609929078,0.451063829787234,0.2475177304964539,0.451063829787234,0.4602836879432624,0.4666666666666667,0.450354609929078,0.4297872340425532,0.4326241134751773,0.4432624113475177
