Estimator,AOE1_MEAN,AOE1_STDEV,AOE2_MEAN,AOE2_STDEV
schreiber2017/mirex2017,0.10611874515781511,0.29395328448642516,0.018475421416615484,0.0451358503850795
schreiber2017/ismir2017,0.20139743400055446,0.38159769496573837,0.0274341427377954,0.07493854345671745
boeck2019/multi_task_hjdb,0.20267126845680886,0.3837032503689994,0.02488591865751094,0.0667296469367314
percival2014/stem,0.2030345788761647,0.3847129759906977,0.025498588338215052,0.06821612743739226
schreiber2014/default,0.20551312510185737,0.3796863420499178,0.03170674154690226,0.0843649951232197
boeck2019/multi_task,0.20755659596986528,0.38490128238413157,0.024658266436180628,0.06686126044950315
schreiber2018/fcn,0.25336265673071673,0.4261985389013222,0.02377164459059105,0.06584945412581153
echonest/version_3_2_1,0.25407553030244817,0.40208697596261284,0.04607006497546718,0.1019278538139898
schreiber2018/cnn,0.2732830773102861,0.4361876488726563,0.02411468631723197,0.07016873738897748
gkiokas2012/default,0.2753916815556666,0.4438610858187912,0.029721998571475873,0.08109148042094377
zplane/auftakt_v3,0.28765706241653244,0.4449432723876359,0.043987108553114565,0.10254307995573272
klapuri2006/percival2014,0.28775635664179583,0.44347788476514677,0.030898422522522808,0.07851463967358924
schreiber2018/ismir2018,0.29855505233479146,0.44733209579950367,0.031003929495891733,0.08459391500323916
boeck2015/tempodetector2016_default,0.302616830459484,0.47372435808609253,0.024161260299691855,0.06398746938545533
sun2021/default,0.31184007412720954,0.44309662267909805,0.03335474299207024,0.07666569156815858
boeck2020/dar,0.3126445129963884,0.45979320218468916,0.020030042242352913,0.05540207396195901
scheirer1998/percival2014,0.3354912403429848,0.43050088872558806,0.08171392157605457,0.13971441703430496
oliveira2010/ibt,0.3558253810404175,0.4683665501621766,0.04505447349574754,0.09246640017073299
davies2009/mirex_qm_tempotracker,0.40458538610965994,0.5030517680946632,0.03759631257595473,0.06927590703297387
