Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,1.796144770969544e-131,0.018950076627724955,0.5728586900987502,0.42973266312806324,0.0813609130468426,0.19463762522539818,0.8684618371455496
davies2009/mirex_qm_tempotracker,1.796144770969544e-131,1.0,3.3679676301766604e-27,2.489553514597623e-116,1.135015067866338e-118,1.5772251138483721e-102,8.583760648202433e-104,2.2555889035443253e-111
percival2014/stem,0.018950076627724955,3.3679676301766604e-27,1.0,0.011893976291018817,0.009686454291007677,0.08645823531658059,0.0669897403621662,0.018453892515673788
schreiber2017/ismir2017,0.5728586900987502,2.489553514597623e-116,0.011893976291018817,1.0,0.31737683004943995,0.04012497274104569,0.055223744971720355,0.7329016709997708
schreiber2017/mirex2017,0.42973266312806324,1.135015067866338e-118,0.009686454291007677,0.31737683004943995,1.0,0.023841654165717433,0.031190731152229034,0.5900668563206318
schreiber2018/cnn,0.0813609130468426,1.5772251138483721e-102,0.08645823531658059,0.04012497274104569,0.023841654165717433,1.0,0.6972617490670308,0.06388505890770826
schreiber2018/fcn,0.19463762522539818,8.583760648202433e-104,0.0669897403621662,0.055223744971720355,0.031190731152229034,0.6972617490670308,1.0,0.18042634138968888
schreiber2018/ismir2018,0.8684618371455496,2.2555889035443253e-111,0.018453892515673788,0.7329016709997708,0.5900668563206318,0.06388505890770826,0.18042634138968888,1.0
