Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0.0,0.09742120343839542,0.017191977077363897,0.012893982808022923,0.01862464183381089,0.0,0.0,0.3982808022922636,0.0,0.03724928366762178,0.0,0.0,0.0,0.0,0.0,0.6833810888252149,0.66189111747851,0.6876790830945558,0.0988538681948424
0.0005,0.16475644699140402,0.1489971346704871,0.14183381088825214,0.12177650429799428,0.004297994269340974,0.09455587392550144,0.3982808022922636,0.017191977077363897,0.03724928366762178,0.04154727793696275,0.008595988538681949,0.166189111747851,0.23925501432664756,0.24641833810888253,0.6833810888252149,0.66189111747851,0.6876790830945558,0.0988538681948424
0.001,0.16905444126074498,0.29369627507163326,0.28653295128939826,0.23782234957020057,0.004297994269340974,0.14040114613180515,0.3982808022922636,0.017191977077363897,0.03724928366762178,0.05300859598853868,0.05873925501432665,0.22206303724928367,0.3151862464183381,0.3237822349570201,0.6833810888252149,0.66189111747851,0.6876790830945558,0.20630372492836677
0.0015,0.17048710601719197,0.42406876790830944,0.4140401146131805,0.33954154727793695,0.0057306590257879654,0.19054441260744986,0.3982808022922636,0.03151862464183381,0.03724928366762178,0.20487106017191978,0.06303724928366762,0.2636103151862464,0.37106017191977075,0.3853868194842407,0.6833810888252149,0.66189111747851,0.6876790830945558,0.2349570200573066
0.002,0.17048710601719197,0.5128939828080229,0.49283667621776506,0.41260744985673353,0.014326647564469915,0.23925501432664756,0.3982808022922636,0.07449856733524356,0.03724928366762178,0.3151862464183381,0.09455587392550144,0.3108882521489971,0.42263610315186245,0.44269340974212035,0.6833810888252149,0.66189111747851,0.6876790830945558,0.2922636103151863
0.0025,0.17048710601719197,0.5515759312320917,0.5601719197707736,0.4785100286532951,0.014326647564469915,0.2822349570200573,0.3982808022922636,0.07449856733524356,0.03724928366762178,0.3166189111747851,0.09598853868194843,0.35959885386819485,0.48424068767908307,0.5128939828080229,0.6833810888252149,0.66189111747851,0.6876790830945558,0.35673352435530087
0.003,0.29512893982808025,0.5959885386819485,0.6002865329512894,0.5286532951289399,0.014326647564469915,0.3194842406876791,0.3982808022922636,0.07449856733524356,0.03724928366762178,0.330945558739255,0.0988538681948424,0.4140401146131805,0.5558739255014327,0.5931232091690545,0.6833810888252149,0.66189111747851,0.6876790830945558,0.3825214899713467
0.0035,0.3538681948424069,0.6275071633237822,0.6303724928366762,0.5673352435530086,0.02005730659025788,0.3424068767908309,0.3982808022922636,0.25501432664756446,0.03724928366762178,0.38825214899713467,0.0988538681948424,0.4297994269340974,0.5730659025787965,0.6131805157593123,0.6833810888252149,0.66189111747851,0.6876790830945558,0.40974212034383956
0.004,0.3553008595988539,0.6547277936962751,0.6575931232091691,0.6060171919770774,0.0329512893982808,0.3538681948424069,0.3982808022922636,0.28653295128939826,0.03724928366762178,0.4054441260744986,0.12750716332378223,0.44269340974212035,0.5945558739255015,0.6346704871060171,0.6833810888252149,0.66189111747851,0.6876790830945558,0.42120343839541546
0.0045,0.3553008595988539,0.673352435530086,0.671919770773639,0.6361031518624641,0.0329512893982808,0.3638968481375358,0.3982808022922636,0.3624641833810888,0.03724928366762178,0.4183381088825215,0.14756446991404013,0.4584527220630373,0.6045845272206304,0.6446991404011462,0.6833810888252149,0.66189111747851,0.6876790830945558,0.43123209169054444
0.005,0.3553008595988539,0.6891117478510028,0.6919770773638968,0.6575931232091691,0.034383954154727794,0.3681948424068768,0.3982808022922636,0.3624641833810888,0.03724928366762178,0.4197707736389685,0.15759312320916904,0.46275071633237824,0.6160458452722063,0.6590257879656161,0.6833810888252149,0.66189111747851,0.6876790830945558,0.4455587392550143
0.0055,0.4183381088825215,0.7020057306590258,0.7063037249283668,0.6805157593123209,0.034383954154727794,0.37392550143266473,0.3982808022922636,0.3624641833810888,0.03724928366762178,0.4197707736389685,0.19197707736389685,0.47277936962750716,0.6260744985673352,0.669054441260745,0.6833810888252149,0.66189111747851,0.6876790830945558,0.45415472779369626
0.006,0.4183381088825215,0.7106017191977078,0.7220630372492837,0.6919770773638968,0.034383954154727794,0.37965616045845274,0.3997134670487106,0.3667621776504298,0.03724928366762178,0.42263610315186245,0.3008595988538682,0.4828080229226361,0.6332378223495702,0.6776504297994269,0.7249283667621776,0.7148997134670487,0.7148997134670487,0.46275071633237824
0.0065,0.44126074498567336,0.7249283667621776,0.7320916905444126,0.7063037249283668,0.04011461318051576,0.3868194842406877,0.3997134670487106,0.4340974212034384,0.04154727793696275,0.4340974212034384,0.3022922636103152,0.4871060171919771,0.6389684813753582,0.6819484240687679,0.7249283667621776,0.7148997134670487,0.7163323782234957,0.4699140401146132
0.007,0.44126074498567336,0.7306590257879656,0.7406876790830945,0.7206303724928367,0.08595988538681948,0.39255014326647564,0.3997134670487106,0.4512893982808023,0.04154727793696275,0.45272206303724927,0.3166189111747851,0.49283667621776506,0.6504297994269341,0.6962750716332379,0.7249283667621776,0.7163323782234957,0.7177650429799427,0.4699140401146132
0.0075,0.44126074498567336,0.7421203438395415,0.7449856733524355,0.7292263610315186,0.08739255014326648,0.39255014326647564,0.40114613180515757,0.45272206303724927,0.04297994269340974,0.4584527220630373,0.3452722063037249,0.49426934097421205,0.6532951289398281,0.6991404011461319,0.7249283667621776,0.7220630372492837,0.7177650429799427,0.47421203438395415
