Estimator,P-Score,One Correct,Both Correct
schreiber2018/fcn,0.901447215405197,0.9618606977616606,0.6693760160060023
schreiber2018/cnn,0.899837287118502,0.9601100412654745,0.6805051894460422
schreiber2014/default,0.8674125481157503,0.9298486932599724,0.6619982493435038
schreiber2017/ismir2017,0.8666160360472833,0.9294735525822183,0.662373390021258
schreiber2017/mirex2017,0.8581639533696612,0.918469426034763,0.6471176691259222
boeck2015/tempodetector2016_default,0.8454918872064064,0.9252219582343378,0.5155683381267976
davies2009/mirex_qm_tempotracker,0.7828386978409598,0.8729523571339253,0.4541703138677004
percival2014/stem,0.6709687468697162,0.8660747780417657,0.01212954858071777
