Estimator,Rock,Pop,International,Instrumental,Hip-Hop,Folk,Experimental,Electronic
boeck2015/tempodetector2016_default,0.9069372241199879,0.9113520093261904,0.8448725337400974,0.8085949098380515,0.9287817856487818,0.8589498501992785,0.6042886466663392,0.900032921242935
davies2009/mirex_qm_tempotracker,0.8619428669776976,0.8542566223908216,0.7683588188680879,0.7496009423530777,0.8608415863214759,0.7857629889674718,0.5673186916251293,0.8145223330220187
percival2014/stem,0.6948734293912642,0.72920549219221,0.661436872700142,0.6538001814492164,0.78760953838969,0.679006939231127,0.4545441614336323,0.7071169885091729
schreiber2014/default,0.9269212531001033,0.9220228310954408,0.8640911550086167,0.820611983984767,0.9534068657772441,0.8788695279714303,0.6452813084381543,0.9279934178853223
schreiber2017/ismir2017,0.9205404284588589,0.9308191554845835,0.8556078082035238,0.8338182876583305,0.9516431240002566,0.8776215671226965,0.6295854881984061,0.9331758829430692
schreiber2017/mirex2017,0.9218718121662056,0.9235265518852684,0.8409815997328551,0.8216650079846731,0.9470993709535396,0.8732600724922377,0.6065598623254929,0.9302315207521522
schreiber2018/cnn,0.9415900882152194,0.9390704621063196,0.9021901273819676,0.8755513668548665,0.9635801473028259,0.9191207158568432,0.7010438996806482,0.9564510627386043
schreiber2018/fcn,0.941412502965723,0.9329268902418553,0.9008424131931096,0.869629767517501,0.9702171992152289,0.9081543886013096,0.734790659733923,0.9535292925819913
