Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0,0.015432936381715683,0.008954968345070277,0.008684420751049334,0.0077371044291994805,0.0224984662856843,0.0058948239816679175,0.013546531837947923,0.0075483382382707034,0.02696704760026936,0.015001975610536901,0.01068527256314462,0.007273179766871741,0.006739042992415857,0.006739042992415857,0.013546531837947923,0.013546531837947923,0.013546531837947923,0.008143173308614166
1,-0.4265042845043907,0.0036022366801955253,0.0033452321296114523,0.0001288063070263427,0.004462868488536361,-0.0006442040923688574,0.0,0.004464756176078248,0.0,0.0005537855458100516,-0.0047610121425354715,-0.41465832641434647,-0.41533568706776053,-0.00029810189646330864,0.0,0.0,-0.4150374992788438,0.005143303275959625
2,-0.02011536129707582,-0.0060547437594942,-0.010146794837552297,-0.012383724455832358,-0.07413903835382184,-0.49414380513000156,-0.024874668639029377,-0.010716522261067393,-0.024874668639029377,-0.4774978033526047,-0.019790297634446313,-0.011421171061289027,-0.01240155926166192,-0.01240155926166192,-0.012383724455832358,-0.012383724455832358,-0.012383724455832358,-0.06558834162757687
3,0.005289985706149505,-0.000441708951010579,-0.0014728893988754088,0.0008830123957525915,0.020231859313739466,-0.005545883975071723,0.0,-0.0072486727625407235,0.0,-0.007249323766014023,-0.004055545994455553,-0.0043676657550204044,-0.0043676657550204044,-0.0043676657550204044,0.0,0.0,0.0,-0.004423187034185216
4,-0.10215108740673728,-0.09608029100774404,-0.09707194762203533,-0.09905730808336709,-0.07930381423717502,-0.1026489213310456,-0.09586001540751617,-0.09768213306466172,-0.07400058144377693,-0.09767829572341563,-0.09443564444069281,-0.09867314827640035,-0.09867314827640035,-0.09867314827640035,-0.1069152039165119,-0.09586001540751617,-0.09586001540751617,-0.0980642863342461
5,-0.012454295824978525,0.008726982162421858,0.011785075099385863,-0.002595943194141748,0.05229083525642378,-0.02275918700813193,0.0,0.001667197030287314,0.0,0.001667051308266115,0.014628109717818845,-0.0008003503560829815,-0.0001611369614836671,-0.0001611369614836671,0.0,0.0,0.0,0.0
6,-0.017957975824134147,-0.007177868572571065,-0.008037319065418259,-0.014175768764367642,0.010636636108736996,-0.009617895337889152,-0.010726406593058475,-0.008220501919651868,-0.021533161549641324,-0.00822001827339699,-0.0023208644828504725,-0.013513498431570821,-0.010114898110957182,-0.010114898110957182,-0.010726406593058475,-0.010726406593058475,-0.010726406593058475,-0.010726406593058475
7,-0.013152436789867102,-0.0010845136273602146,-0.001585333479955728,0.0038309767867564445,0.01811050748070941,-0.0006756396754603584,-0.00836347293462677,0.0059356458584756,-0.00836347293462677,-0.00011341863475672887,8.505812499926952e-05,0.00010115189229446178,0.00010115189229446178,0.00010115189229446178,-0.00836347293462677,-0.00836347293462677,-0.00836347293462677,0.0
8,0.020335639292690978,0.016734015759800953,0.01542210202039368,0.007195501404203765,0.034458605558681084,-0.42408681063671755,-0.025090980962830495,-0.3867589312889516,-0.39854937649027494,0.0016680842035032238,,-0.3856082539362482,-0.3856082539362482,0.02942929408617845,0.02466205423426903,0.02466205423426903,0.02466205423426903,-0.39200653062350277
9,-0.0060970746250008255,0.00359074224704431,-0.0002765814701680016,-0.01184819730144583,0.0009694602581662292,-0.00456114086662142,-0.004616628070370053,0.0009686679996233461,0.0046019019590085725,-0.004485311805951565,0.4166083977432576,-0.004445919257270365,-0.004445919257270365,-0.004445919257270365,0.0046019019590085725,0.0046019019590085725,-0.004616628070370053,-0.004616628070370053
10,-0.011495638837829386,-0.014962268557608705,-0.012996822431199574,-0.009765442698946908,0.0005494934520395503,-0.011010974723103067,-0.011495638837829386,-0.016937729349715963,0.0,-0.01258095363810781,0.4094499897848963,-0.011631258545899128,-0.011631258545899128,-0.011631258545899128,-0.011495638837829386,-0.011495638837829386,-0.011495638837829386,-0.011495638837829386
11,0.0038138531148822156,0.00476574313643863,0.004554266290429993,0.006350832152388683,0.03846716881632703,0.003411755345989121,0.0,-8.71984490784718e-06,0.0,0.0047445968467495,,0.004475165984458254,0.004475165984458254,0.004475165984458254,0.0,0.0,0.0,0.0031789106675077254
12,0.170812540714161,0.18063752448352746,0.17730453180790987,0.17238904139379335,0.18372835830700476,0.16638915186799227,0.15754127698648002,0.16326670329294377,0.14755718841385793,0.1683556797657778,0.12444216143775778,0.14115024093362227,0.26138101806595043,0.26138101806595043,0.16745674585156273,0.16745674585156273,0.16745674585156273,-0.2568330666654775
13,0.0994972011701899,0.0994972011701899,0.09936253975777228,0.09963185001446068,0.10656273107415878,0.09681507248219273,0.09761079662642233,0.09161260302674504,0.11103131238874395,0.09906624039901141,0.09474953735161919,0.09773038704358608,0.09773038704358608,0.09773038704358608,0.09761079662642233,0.09761079662642233,0.09761079662642233,0.09895848008816877
14,-0.03917446173382998,-0.0369039478422722,-0.03722808827596422,-0.0396073460040914,-0.01057984980095898,-0.07712990449866511,-0.03194289250275424,-0.048052673394459726,-0.04274964745933706,-0.04342233879457841,-0.039531581879895104,-0.04069684104804658,-0.04155129825400253,-0.04155129825400253,-0.04274964745933706,-0.04274964745933706,-0.04274964745933706,-0.04058181077662697
15,-0.01146678522554667,-0.4188496433197307,-0.004817016297775795,-0.004515481122492874,0.03617116989314686,-0.4152178474309493,-0.4150374992788438,-0.0044683669189639315,0.02974734339405193,-0.41448857810693834,-0.25537243667698917,-0.41510983621866154,-7.233693981764449e-05,-7.233693981764449e-05,0.0,-0.4150374992788438,0.0,-0.4150374992788438
16,0.3987644873925095,-0.015878725182352817,-0.015484546206980173,-0.012138366155131685,0.41168030498535313,-0.029683577032622706,-0.019628806748932512,0.3912186499712921,0.37550913509220646,-0.018729872834717654,-0.014659090250689066,-0.01998240917885642,-0.019203373260385664,-0.019203373260385664,-0.019628806748932512,-0.019628806748932512,0.3954086925299111,-0.019628806748932512
