Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
boeck2020/dar,-0.03167668555034214,0.5133500191261079,0.0032770586926124967,0.13987375200379698
boeck2019/multi_task_hjdb,0.023433173736499273,0.5676477779443525,-0.01265012118772971,0.16323610795701413
schreiber2018/ismir2018,0.3749773568937789,0.5772457893832649,-0.014905189232373344,0.22591071622293682
schreiber2018/cnn,0.36811669048327145,0.5783068053860512,-0.004115740442154108,0.19600999923975143
boeck2019/multi_task,-0.017525979220228735,0.5818496550118675,0.0016902650260491926,0.14754054234071165
schreiber2014/default,0.24646394023280901,0.5906188661931666,-0.021253744122251297,0.19433155917661732
percival2014/stem,0.31998301003466706,0.6157697938377001,0.007311927052125309,0.2076091291173544
schreiber2018/fcn,0.3148774344582286,0.6171849721226342,-0.013184662362491203,0.20562022878705155
schreiber2017/ismir2017,0.26047960343064214,0.6228214622231275,-0.017584221467443678,0.19878491746423324
schreiber2017/mirex2017,0.10188496035103407,0.6320109482247598,-0.02062638757855652,0.19030674289387242
davies2009/mirex_qm_tempotracker,0.8694761705348494,0.6634300779373781,0.05075191921993382,0.22095985074241645
boeck2015/tempodetector2016_default,0.36779213292001167,0.6922122019309045,0.02355595773833831,0.14606182021979144
