Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.8808510638297873,0.0,0.00425531914893617,0.0,0.0,0.0,0.0,0.0,0.08085106382978724,0.0851063829787234,0.08085106382978724
0.0005,0.8808510638297873,0.059574468085106386,0.05106382978723404,0.02127659574468085,0.00851063829787234,0.03404255319148936,0.0425531914893617,0.04680851063829787,0.0851063829787234,0.08936170212765958,0.08085106382978724
0.001,0.8808510638297873,0.07659574468085106,0.09361702127659574,0.02127659574468085,0.02553191489361702,0.059574468085106386,0.07659574468085106,0.09361702127659574,0.14468085106382977,0.2170212765957447,0.2723404255319149
0.0015,0.8808510638297873,0.09787234042553192,0.13617021276595745,0.03404255319148936,0.05531914893617021,0.08936170212765958,0.1148936170212766,0.13191489361702127,0.14893617021276595,0.22127659574468084,0.2765957446808511
0.002,0.8808510638297873,0.11914893617021277,0.1574468085106383,0.03829787234042553,0.05531914893617021,0.11063829787234042,0.13617021276595745,0.1574468085106383,0.16170212765957448,0.2297872340425532,0.2936170212765957
0.0025,0.8808510638297873,0.15319148936170213,0.17872340425531916,0.03829787234042553,0.059574468085106386,0.12340425531914893,0.16170212765957448,0.1829787234042553,0.17446808510638298,0.2425531914893617,0.30638297872340425
0.003,0.8808510638297873,0.17872340425531916,0.20851063829787234,0.05106382978723404,0.06382978723404255,0.14042553191489363,0.17872340425531916,0.2,0.19148936170212766,0.25957446808510637,0.32340425531914896
0.0035,0.8808510638297873,0.19574468085106383,0.2553191489361702,0.05106382978723404,0.09787234042553192,0.17446808510638298,0.2127659574468085,0.2425531914893617,0.23829787234042554,0.3148936170212766,0.37872340425531914
0.004,0.8808510638297873,0.22127659574468084,0.3021276595744681,0.05106382978723404,0.10212765957446808,0.18723404255319148,0.2297872340425532,0.2723404255319149,0.2553191489361702,0.3191489361702128,0.3829787234042553
0.0045,0.8808510638297873,0.251063829787234,0.3276595744680851,0.05106382978723404,0.11063829787234042,0.2,0.2425531914893617,0.28936170212765955,0.28085106382978725,0.35319148936170214,0.4085106382978723
0.005,0.8808510638297873,0.2680851063829787,0.3659574468085106,0.07234042553191489,0.11914893617021277,0.20851063829787234,0.2723404255319149,0.33191489361702126,0.3021276595744681,0.3702127659574468,0.425531914893617
0.0055,0.8893617021276595,0.2936170212765957,0.42127659574468085,0.07234042553191489,0.12340425531914893,0.225531914893617,0.2851063829787234,0.3446808510638298,0.33617021276595743,0.3829787234042553,0.43829787234042555
0.006,0.8893617021276595,0.3148936170212766,0.4553191489361702,0.07234042553191489,0.14042553191489363,0.251063829787234,0.2978723404255319,0.3617021276595745,0.4085106382978723,0.4553191489361702,0.48936170212765956
0.0065,0.8893617021276595,0.3446808510638298,0.49361702127659574,0.07234042553191489,0.16170212765957448,0.2765957446808511,0.33617021276595743,0.40425531914893614,0.425531914893617,0.4723404255319149,0.502127659574468
0.007,0.8893617021276595,0.3659574468085106,0.5531914893617021,0.07234042553191489,0.17446808510638298,0.28936170212765955,0.3574468085106383,0.43829787234042555,0.4425531914893617,0.4851063829787234,0.5276595744680851
0.0075,0.8893617021276595,0.39148936170212767,0.5914893617021276,0.07234042553191489,0.1829787234042553,0.31063829787234043,0.3829787234042553,0.4595744680851064,0.6510638297872341,0.6680851063829787,0.5914893617021276
0.008,0.8893617021276595,0.42127659574468085,0.6340425531914894,0.07234042553191489,0.18723404255319148,0.3276595744680851,0.4085106382978723,0.49361702127659574,0.6680851063829787,0.6808510638297872,0.6085106382978723
0.0085,0.8893617021276595,0.4425531914893617,0.6723404255319149,0.07659574468085106,0.2,0.3404255319148936,0.425531914893617,0.5148936170212766,0.6723404255319149,0.6808510638297872,0.6085106382978723
0.009,0.8893617021276595,0.4553191489361702,0.7063829787234043,0.11914893617021277,0.22127659574468084,0.35319148936170214,0.4297872340425532,0.5234042553191489,0.6723404255319149,0.6893617021276596,0.6085106382978723
0.0095,0.8893617021276595,0.46808510638297873,0.7361702127659574,0.11914893617021277,0.2425531914893617,0.3659574468085106,0.44680851063829785,0.548936170212766,0.6936170212765957,0.7191489361702128,0.6382978723404256
0.01,0.8893617021276595,0.4808510638297872,0.774468085106383,0.11914893617021277,0.2425531914893617,0.3829787234042553,0.46382978723404256,0.5659574468085107,0.7021276595744681,0.7319148936170212,0.6510638297872341
0.0105,0.8893617021276595,0.502127659574468,0.8085106382978723,0.11914893617021277,0.2553191489361702,0.3872340425531915,0.48936170212765956,0.5957446808510638,0.7404255319148936,0.7617021276595745,0.676595744680851
0.011,0.8893617021276595,0.5106382978723404,0.851063829787234,0.11914893617021277,0.2553191489361702,0.3872340425531915,0.49361702127659574,0.6042553191489362,0.7531914893617021,0.774468085106383,0.6893617021276596
0.0115,0.8978723404255319,0.5361702127659574,0.8765957446808511,0.12340425531914893,0.26382978723404255,0.40425531914893614,0.502127659574468,0.625531914893617,0.7617021276595745,0.7872340425531915,0.7021276595744681
0.012,0.8978723404255319,0.548936170212766,0.8936170212765957,0.12340425531914893,0.26382978723404255,0.425531914893617,0.5191489361702127,0.6425531914893617,0.7617021276595745,0.7872340425531915,0.7063829787234043
0.0125,0.8978723404255319,0.5787234042553191,0.9191489361702128,0.14468085106382977,0.2851063829787234,0.4340425531914894,0.5531914893617021,0.676595744680851,0.774468085106383,0.8,0.7191489361702128
0.013,0.902127659574468,0.5914893617021276,0.9361702127659575,0.14468085106382977,0.2851063829787234,0.4595744680851064,0.5787234042553191,0.723404255319149,0.7787234042553192,0.8042553191489362,0.723404255319149
0.0135,0.902127659574468,0.6127659574468085,0.9659574468085106,0.23404255319148937,0.2851063829787234,0.46382978723404256,0.5914893617021276,0.7361702127659574,0.9234042553191489,0.9191489361702128,0.8723404255319149
0.014,0.9063829787234042,0.625531914893617,0.9872340425531915,0.23404255319148937,0.2851063829787234,0.46382978723404256,0.5914893617021276,0.7361702127659574,0.9276595744680851,0.9319148936170213,0.8978723404255319
0.0145,0.9063829787234042,0.6382978723404256,0.9957446808510638,0.23404255319148937,0.2851063829787234,0.46382978723404256,0.5914893617021276,0.7404255319148936,0.9319148936170213,0.9404255319148936,0.902127659574468
