T (BPM),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,1.0,1.0,1.0,1.0,1.0,1.0
14.0,1.0,1.0,1.0,1.0,1.0,1.0
15.0,1.0,1.0,1.0,1.0,1.0,1.0
16.0,1.0,1.0,1.0,1.0,1.0,1.0
17.0,1.0,1.0,1.0,1.0,1.0,1.0
18.0,1.0,1.0,1.0,1.0,1.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0
20.0,1.0,1.0,1.0,1.0,1.0,1.0
21.0,0.0,0.0,0.0,1.0,1.0,1.0
22.0,0.0,0.0,0.0,1.0,1.0,1.0
23.0,0.0,0.0,0.0,0.5,0.5,0.5
24.0,0.0,0.0,0.0,0.5,0.5,0.5
25.0,0.0,0.0,0.0,0.5,0.5,0.5
26.0,0.0,0.0,0.0,0.5,0.5,0.5
27.0,0.0,0.0,0.0,0.5,0.5,0.5
28.0,0.0,0.0,0.0,0.5,0.5,0.5
29.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
30.0,0.25,0.0,0.25,0.5,0.5,0.5
31.0,0.25,0.0,0.25,0.5,0.5,0.5
32.0,0.25,0.0,0.25,0.5,0.5,0.5
33.0,0.25,0.0,0.25,0.5,0.5,0.5
34.0,0.25,0.0,0.25,0.5,0.5,0.5
35.0,0.25,0.0,0.25,0.5,0.5,0.5
36.0,0.4,0.2,0.4,0.6,0.6,0.6
37.0,0.4,0.2,0.4,0.6,0.6,0.6
38.0,0.4,0.2,0.4,0.6,0.6,0.6
39.0,0.4,0.2,0.4,0.6,0.6,0.6
40.0,0.4,0.2,0.4,0.6,0.6,0.6
41.0,0.5,0.25,0.5,0.5,0.5,0.5
42.0,0.5,0.25,0.5,0.5,0.5,0.5
43.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
44.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
45.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
46.0,0.5,0.25,0.5,0.5,0.5,0.5
47.0,0.6,0.4,0.6,0.6,0.6,0.6
48.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
49.0,0.8,0.6,0.8,0.8,0.8,0.8
50.0,0.8,0.8,0.8,0.8,0.8,0.8
51.0,0.8,0.8,0.8,0.8,0.8,0.8
52.0,0.8,0.8,0.8,0.8,0.8,0.8
53.0,0.8,0.8,0.8,0.8,0.8,0.8
54.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666
55.0,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143
