Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
schreiber2018/fcn,-0.0019922500514563245,0.29354245992992856,0.0010334685567131108,0.04654343589235269
boeck2020/dar,-0.052005886174104496,0.322445213104408,-0.0018244565198801096,0.058754431443020325
sun2021/default,0.003518966751373007,0.3269373544601857,-0.0019045771226378207,0.04226886225707542
schreiber2018/cnn,-0.03881900442004886,0.34144487690654896,0.0005153374861538623,0.0567760890483849
schreiber2017/mirex2017,-0.06760097736395217,0.37352601968566285,-0.004060886592393923,0.0648347768196325
schreiber2018/ismir2018,-0.10218392797268967,0.38326543944099806,-0.000822354599013431,0.05409041966012493
boeck2019/multi_task_hjdb,-0.15959754937902185,0.4231154652104345,0.00770194003205401,0.06587358981637398
boeck2019/multi_task,-0.23579670771154426,0.4675681376013163,0.005632887599682924,0.06822243812463069
schreiber2017/ismir2017,-0.23669504817135317,0.47087392408384116,-0.003714715342306311,0.06913636157172333
davies2009/mirex_qm_tempotracker,-0.27553433173884767,0.48714253947178815,0.18046421213298114,0.22001562551685933
percival2014/stem,-0.39784701107465104,0.4935936674267566,0.012137860332308185,0.07234991018896712
schreiber2014/default,-0.3238523314400459,0.49414236353076085,-0.004639018278169967,0.087414281695412
boeck2015/tempodetector2016_default,-0.365817090470734,0.5810865363580516,-0.011976356696877282,0.09197175823554161
