Estimator,trance,techno,tech-house,reggae-dub,psy-trance,progressive-house,pop-rock,minimal,indie-dance-nu-disco,house,hip-hop,hardcore-hard-techno,hard-dance,glitch-hop,funk-r-and-b,electronica,electro-house,dubstep,drum-and-bass,dj-tools,deep-house,chill-out,breaks
boeck2015/tempodetector2016_default,0.9459459459459459,0.45901639344262296,0.45454545454545453,0.5,0.4411764705882353,0.8421052631578947,0.3333333333333333,0.75,0.9090909090909091,0.4782608695652174,1.0,0.7142857142857143,0.25,0.5882352941176471,0.0,0.5925925925925926,0.6818181818181818,0.5263157894736842,0.37410071942446044,0.3333333333333333,0.6666666666666666,0.8666666666666667,0.8461538461538461
boeck2019/multi_task,0.9594594594594594,0.7213114754098361,0.9090909090909091,0.0,0.8529411764705882,0.8947368421052632,0.3333333333333333,0.75,0.8181818181818182,0.7391304347826086,1.0,0.42857142857142855,0.625,0.7647058823529411,1.0,0.6111111111111112,0.7272727272727273,0.6447368421052632,0.2158273381294964,0.5555555555555556,0.8333333333333334,0.7333333333333333,0.8461538461538461
boeck2019/multi_task_hjdb,0.972972972972973,0.7377049180327869,0.8636363636363636,0.0,0.8823529411764706,0.8947368421052632,0.3333333333333333,0.75,0.8181818181818182,0.7391304347826086,0.5,0.6428571428571429,0.625,0.7058823529411765,1.0,0.6111111111111112,0.7727272727272727,0.7236842105263158,0.37410071942446044,0.4444444444444444,0.8333333333333334,0.7333333333333333,0.8846153846153846
boeck2020/dar,0.9594594594594594,0.7377049180327869,0.9090909090909091,0.0,0.8235294117647058,0.8421052631578947,0.3333333333333333,0.75,0.9090909090909091,0.782608695652174,0.5,0.7857142857142857,0.625,0.8823529411764706,1.0,0.5740740740740741,0.8636363636363636,0.6842105263157895,0.7050359712230215,0.4444444444444444,0.875,0.7333333333333333,0.9230769230769231
davies2009/mirex_qm_tempotracker,0.21621621621621623,0.4262295081967213,0.5909090909090909,0.0,0.29411764705882354,0.5789473684210527,0.3333333333333333,0.5,0.18181818181818182,0.21739130434782608,0.0,0.07142857142857142,0.125,0.5294117647058824,1.0,0.2037037037037037,0.5,0.25,0.08633093525179857,0.4444444444444444,0.5,0.2,0.19230769230769232
percival2014/stem,0.6891891891891891,0.639344262295082,0.9090909090909091,0.5,0.7058823529411765,0.631578947368421,0.3333333333333333,0.625,0.9090909090909091,0.5652173913043478,1.0,0.0,0.375,0.5882352941176471,0.0,0.5370370370370371,0.45454545454545453,0.5263157894736842,0.1366906474820144,0.3333333333333333,0.8333333333333334,0.8,0.6923076923076923
schreiber2014/default,0.7432432432432432,0.7704918032786885,0.9090909090909091,1.0,0.8529411764705882,0.7894736842105263,0.3333333333333333,0.75,0.9090909090909091,0.5652173913043478,1.0,0.07142857142857142,0.5,0.7647058823529411,1.0,0.6481481481481481,0.7727272727272727,0.5526315789473685,0.11510791366906475,0.4444444444444444,0.8333333333333334,0.7333333333333333,0.46153846153846156
schreiber2017/ismir2017,0.9459459459459459,0.7213114754098361,0.9090909090909091,0.0,0.7647058823529411,0.8947368421052632,0.3333333333333333,0.75,0.7272727272727273,0.6521739130434783,1.0,0.42857142857142855,0.5,0.7058823529411765,1.0,0.6481481481481481,0.7272727272727273,0.5657894736842105,0.23741007194244604,0.6666666666666666,0.8333333333333334,0.6,0.7692307692307693
schreiber2017/mirex2017,0.972972972972973,0.7377049180327869,0.9090909090909091,0.5,0.7941176470588235,0.9473684210526315,0.3333333333333333,0.75,0.7272727272727273,0.7391304347826086,1.0,0.7142857142857143,0.625,0.7647058823529411,1.0,0.7962962962962963,0.8181818181818182,0.7631578947368421,0.6187050359712231,0.8888888888888888,0.8333333333333334,0.5333333333333333,0.9230769230769231
schreiber2018/cnn,0.9864864864864865,0.7540983606557377,0.9090909090909091,0.0,0.8235294117647058,0.8947368421052632,0.6666666666666666,0.625,0.6363636363636364,0.782608695652174,1.0,0.7857142857142857,0.625,0.7058823529411765,1.0,0.6111111111111112,0.7727272727272727,0.7368421052631579,0.6906474820143885,0.6666666666666666,0.8333333333333334,0.6,0.8846153846153846
schreiber2018/fcn,0.972972972972973,0.7868852459016393,0.9090909090909091,0.5,0.8235294117647058,0.8947368421052632,0.6666666666666666,0.75,0.7272727272727273,0.782608695652174,1.0,0.9285714285714286,0.625,0.7058823529411765,1.0,0.6296296296296297,0.8636363636363636,0.7236842105263158,0.7769784172661871,0.7777777777777778,0.8333333333333334,0.6666666666666666,0.9230769230769231
schreiber2018/ismir2018,0.9864864864864865,0.7704918032786885,0.9090909090909091,0.5,0.8529411764705882,0.9473684210526315,0.3333333333333333,0.75,0.8181818181818182,0.7391304347826086,0.5,0.6428571428571429,0.625,0.7058823529411765,1.0,0.6851851851851852,0.7727272727272727,0.7236842105263158,0.5179856115107914,0.6666666666666666,0.8333333333333334,0.6,0.8846153846153846
sun2021/default,0.9864864864864865,0.8032786885245902,0.9090909090909091,0.0,0.8529411764705882,0.8947368421052632,0.3333333333333333,0.75,0.9090909090909091,0.782608695652174,0.5,0.9285714285714286,0.75,0.47058823529411764,1.0,0.6481481481481481,0.8636363636363636,0.6710526315789473,0.841726618705036,0.7777777777777778,0.875,0.5333333333333333,0.9230769230769231
