Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.05421686746987952,0.009036144578313253,0.010542168674698794,0.0,0.0,0.0,0.0,0.0,0.6927710843373494,0.6385542168674698,0.6942771084337349
0.0005,0.10692771084337349,0.1566265060240964,0.16265060240963855,0.007530120481927711,0.15210843373493976,0.6430722891566265,0.7289156626506024,0.7319277108433735,0.6927710843373494,0.6385542168674698,0.6942771084337349
0.001,0.14156626506024098,0.2786144578313253,0.3132530120481928,0.007530120481927711,0.22289156626506024,0.7018072289156626,0.7289156626506024,0.7319277108433735,0.6927710843373494,0.6385542168674698,0.6942771084337349
0.0015,0.1566265060240964,0.37198795180722893,0.411144578313253,0.018072289156626505,0.5632530120481928,0.7078313253012049,0.7319277108433735,0.7349397590361446,0.6957831325301205,0.641566265060241,0.697289156626506
0.002,0.16415662650602408,0.4457831325301205,0.5060240963855421,0.030120481927710843,0.7063253012048193,0.7093373493975904,0.7364457831325302,0.7394578313253012,0.6987951807228916,0.6430722891566265,0.7003012048192772
0.0025,0.18674698795180722,0.5030120481927711,0.5451807228915663,0.0391566265060241,0.7213855421686747,0.7123493975903614,0.7364457831325302,0.7394578313253012,0.7003012048192772,0.6430722891566265,0.7003012048192772
0.003,0.26957831325301207,0.5572289156626506,0.5903614457831325,0.0391566265060241,0.7243975903614458,0.713855421686747,0.7409638554216867,0.7439759036144579,0.7048192771084337,0.6460843373493976,0.7048192771084337
0.0035,0.5331325301204819,0.5993975903614458,0.6189759036144579,0.046686746987951805,0.7349397590361446,0.7213855421686747,0.7439759036144579,0.7469879518072289,0.7078313253012049,0.6506024096385542,0.7078313253012049
0.004,0.5512048192771084,0.6340361445783133,0.6506024096385542,0.05572289156626506,0.7379518072289156,0.7243975903614458,0.75,0.7530120481927711,0.7153614457831325,0.6581325301204819,0.7168674698795181
0.0045,0.5737951807228916,0.6626506024096386,0.6852409638554217,0.058734939759036146,0.7439759036144579,0.7243975903614458,0.7515060240963856,0.7545180722891566,0.7153614457831325,0.6596385542168675,0.7168674698795181
0.005,0.5813253012048193,0.6852409638554217,0.7048192771084337,0.058734939759036146,0.7469879518072289,0.7289156626506024,0.7545180722891566,0.7575301204819277,0.7153614457831325,0.6626506024096386,0.7168674698795181
0.0055,0.6069277108433735,0.7078313253012049,0.7183734939759037,0.058734939759036146,0.7484939759036144,0.7304216867469879,0.7545180722891566,0.7575301204819277,0.7168674698795181,0.6701807228915663,0.7183734939759037
0.006,0.625,0.7213855421686747,0.7364457831325302,0.060240963855421686,0.75,0.7454819277108434,0.7740963855421686,0.7771084337349398,0.7575301204819277,0.7605421686746988,0.7635542168674698
0.0065,0.6536144578313253,0.7304216867469879,0.7454819277108434,0.06475903614457831,0.7530120481927711,0.7484939759036144,0.7756024096385542,0.7786144578313253,0.7605421686746988,0.7650602409638554,0.7695783132530121
0.007,0.6596385542168675,0.7379518072289156,0.7590361445783133,0.10240963855421686,0.7650602409638554,0.7530120481927711,0.7801204819277109,0.7831325301204819,0.7680722891566265,0.7695783132530121,0.7740963855421686
0.0075,0.661144578313253,0.7469879518072289,0.7650602409638554,0.12650602409638553,0.7740963855421686,0.7575301204819277,0.7831325301204819,0.786144578313253,0.7756024096385542,0.7771084337349398,0.7816265060240963
0.008,0.6882530120481928,0.7545180722891566,0.7740963855421686,0.12951807228915663,0.7786144578313253,0.7710843373493976,0.7966867469879518,0.7996987951807228,0.7906626506024096,0.7936746987951807,0.7951807228915663
0.0085,0.7349397590361446,0.7635542168674698,0.7801204819277109,0.13704819277108435,0.7831325301204819,0.7756024096385542,0.7981927710843374,0.802710843373494,0.7921686746987951,0.7951807228915663,0.7981927710843374
0.009,0.7379518072289156,0.7680722891566265,0.7846385542168675,0.14457831325301204,0.7831325301204819,0.7756024096385542,0.7981927710843374,0.802710843373494,0.7936746987951807,0.7981927710843374,0.7996987951807228
0.0095,0.7409638554216867,0.7725903614457831,0.7891566265060241,0.18825301204819278,0.7906626506024096,0.7771084337349398,0.8012048192771084,0.8057228915662651,0.7951807228915663,0.7996987951807228,0.8012048192771084
0.01,0.7424698795180723,0.7771084337349398,0.7951807228915663,0.19126506024096385,0.7966867469879518,0.7771084337349398,0.8012048192771084,0.8057228915662651,0.7966867469879518,0.802710843373494,0.802710843373494
0.0105,0.7545180722891566,0.7906626506024096,0.7951807228915663,0.19879518072289157,0.7966867469879518,0.7801204819277109,0.8012048192771084,0.8057228915662651,0.7966867469879518,0.802710843373494,0.802710843373494
0.011,0.7545180722891566,0.7951807228915663,0.7981927710843374,0.2003012048192771,0.7981927710843374,0.7801204819277109,0.8012048192771084,0.8057228915662651,0.7981927710843374,0.8042168674698795,0.802710843373494
0.0115,0.7695783132530121,0.7966867469879518,0.7981927710843374,0.21385542168674698,0.7996987951807228,0.7831325301204819,0.802710843373494,0.8072289156626506,0.8042168674698795,0.8087349397590361,0.8087349397590361
0.012,0.7695783132530121,0.7981927710843374,0.802710843373494,0.21385542168674698,0.7996987951807228,0.7891566265060241,0.8087349397590361,0.8132530120481928,0.8117469879518072,0.8207831325301205,0.8162650602409639
0.0125,0.7786144578313253,0.8012048192771084,0.8057228915662651,0.21536144578313254,0.8072289156626506,0.7906626506024096,0.8102409638554217,0.8147590361445783,0.8147590361445783,0.8237951807228916,0.8192771084337349
0.013,0.7801204819277109,0.8042168674698795,0.8087349397590361,0.22740963855421686,0.8072289156626506,0.7936746987951807,0.8132530120481928,0.8177710843373494,0.8162650602409639,0.8253012048192772,0.8207831325301205
0.0135,0.7906626506024096,0.8072289156626506,0.8117469879518072,0.25150602409638556,0.8117469879518072,0.7966867469879518,0.8192771084337349,0.8237951807228916,0.822289156626506,0.8313253012048193,0.8268072289156626
0.014,0.7906626506024096,0.8102409638554217,0.8147590361445783,0.25150602409638556,0.8132530120481928,0.7981927710843374,0.822289156626506,0.8268072289156626,0.8237951807228916,0.8343373493975904,0.8283132530120482
0.0145,0.8057228915662651,0.8162650602409639,0.8237951807228916,0.25301204819277107,0.8162650602409639,0.8057228915662651,0.8268072289156626,0.8313253012048193,0.8328313253012049,0.8433734939759037,0.8373493975903614
0.015,0.8102409638554217,0.8192771084337349,0.8268072289156626,0.2560240963855422,0.8207831325301205,0.8087349397590361,0.8328313253012049,0.8373493975903614,0.8343373493975904,0.8448795180722891,0.838855421686747
0.0155,0.8102409638554217,0.8268072289156626,0.8343373493975904,0.2605421686746988,0.8328313253012049,0.8102409638554217,0.8358433734939759,0.8403614457831325,0.8373493975903614,0.8463855421686747,0.8418674698795181
0.016,0.8117469879518072,0.8313253012048193,0.8373493975903614,0.26656626506024095,0.8418674698795181,0.8192771084337349,0.8448795180722891,0.8493975903614458,0.8463855421686747,0.8569277108433735,0.8509036144578314
0.0165,0.8132530120481928,0.8343373493975904,0.838855421686747,0.26656626506024095,0.8433734939759037,0.8237951807228916,0.8493975903614458,0.8539156626506024,0.8509036144578314,0.8614457831325302,0.8554216867469879
0.017,0.8132530120481928,0.838855421686747,0.838855421686747,0.2786144578313253,0.8448795180722891,0.8253012048192772,0.8493975903614458,0.8539156626506024,0.8509036144578314,0.8629518072289156,0.8554216867469879
0.0175,0.8132530120481928,0.838855421686747,0.8433734939759037,0.28313253012048195,0.8448795180722891,0.8253012048192772,0.8509036144578314,0.8554216867469879,0.8524096385542169,0.8644578313253012,0.8569277108433735
0.018,0.8132530120481928,0.8433734939759037,0.8433734939759037,0.28313253012048195,0.8448795180722891,0.8283132530120482,0.8524096385542169,0.8569277108433735,0.8539156626506024,0.8659638554216867,0.858433734939759
0.0185,0.8147590361445783,0.8433734939759037,0.8463855421686747,0.29668674698795183,0.8448795180722891,0.8283132530120482,0.8539156626506024,0.858433734939759,0.8569277108433735,0.8689759036144579,0.8614457831325302
0.019,0.8177710843373494,0.8448795180722891,0.8463855421686747,0.3057228915662651,0.8478915662650602,0.8298192771084337,0.8539156626506024,0.858433734939759,0.8569277108433735,0.8689759036144579,0.8614457831325302
0.0195,0.8192771084337349,0.8448795180722891,0.8509036144578314,0.3117469879518072,0.8493975903614458,0.8298192771084337,0.8539156626506024,0.858433734939759,0.8569277108433735,0.8689759036144579,0.8614457831325302
0.02,0.8207831325301205,0.8463855421686747,0.8509036144578314,0.3132530120481928,0.8493975903614458,0.8298192771084337,0.8539156626506024,0.858433734939759,0.8569277108433735,0.8689759036144579,0.8614457831325302
0.0205,0.8253012048192772,0.8463855421686747,0.8509036144578314,0.3132530120481928,0.8493975903614458,0.8298192771084337,0.8539156626506024,0.858433734939759,0.8569277108433735,0.8689759036144579,0.8614457831325302
0.021,0.8253012048192772,0.8463855421686747,0.8524096385542169,0.3132530120481928,0.8493975903614458,0.8313253012048193,0.8554216867469879,0.8599397590361446,0.858433734939759,0.8719879518072289,0.8629518072289156
0.0215,0.8268072289156626,0.8478915662650602,0.8539156626506024,0.3192771084337349,0.8509036144578314,0.8313253012048193,0.8554216867469879,0.8599397590361446,0.858433734939759,0.8719879518072289,0.8629518072289156
0.022,0.8283132530120482,0.8509036144578314,0.8539156626506024,0.3192771084337349,0.8569277108433735,0.8313253012048193,0.8554216867469879,0.8599397590361446,0.858433734939759,0.8719879518072289,0.8629518072289156
0.0225,0.8283132530120482,0.8509036144578314,0.8569277108433735,0.32379518072289154,0.8614457831325302,0.8313253012048193,0.8554216867469879,0.8599397590361446,0.858433734939759,0.8719879518072289,0.8629518072289156
0.023,0.8283132530120482,0.8539156626506024,0.858433734939759,0.3253012048192771,0.8614457831325302,0.8313253012048193,0.8569277108433735,0.8614457831325302,0.8599397590361446,0.8719879518072289,0.8644578313253012
0.0235,0.8403614457831325,0.8554216867469879,0.858433734939759,0.32831325301204817,0.8614457831325302,0.838855421686747,0.8614457831325302,0.8659638554216867,0.8644578313253012,0.8765060240963856,0.8674698795180723
0.024,0.8403614457831325,0.8569277108433735,0.858433734939759,0.32981927710843373,0.8614457831325302,0.8418674698795181,0.8659638554216867,0.8704819277108434,0.8719879518072289,0.8855421686746988,0.875
0.0245,0.8418674698795181,0.858433734939759,0.858433734939759,0.33433734939759036,0.8629518072289156,0.8448795180722891,0.8689759036144579,0.8734939759036144,0.875,0.8885542168674698,0.8780120481927711
0.025,0.8418674698795181,0.8599397590361446,0.8614457831325302,0.34036144578313254,0.8644578313253012,0.8448795180722891,0.8689759036144579,0.8734939759036144,0.875,0.8885542168674698,0.8780120481927711
0.0255,0.8418674698795181,0.8614457831325302,0.8644578313253012,0.4352409638554217,0.8644578313253012,0.8448795180722891,0.8704819277108434,0.875,0.875,0.8885542168674698,0.8780120481927711
0.026,0.8433734939759037,0.8659638554216867,0.8644578313253012,0.4352409638554217,0.8659638554216867,0.8448795180722891,0.8704819277108434,0.875,0.875,0.8885542168674698,0.8780120481927711
0.0265,0.8433734939759037,0.8674698795180723,0.8659638554216867,0.4352409638554217,0.8674698795180723,0.8478915662650602,0.8719879518072289,0.8765060240963856,0.8765060240963856,0.8900602409638554,0.8795180722891566
0.027,0.8448795180722891,0.8674698795180723,0.8719879518072289,0.4382530120481928,0.8674698795180723,0.8493975903614458,0.8719879518072289,0.8765060240963856,0.8765060240963856,0.8900602409638554,0.8795180722891566
0.0275,0.8448795180722891,0.8704819277108434,0.875,0.4442771084337349,0.8704819277108434,0.8493975903614458,0.8719879518072289,0.8765060240963856,0.8765060240963856,0.8900602409638554,0.8795180722891566
0.028,0.8448795180722891,0.8704819277108434,0.875,0.4442771084337349,0.8719879518072289,0.8509036144578314,0.8719879518072289,0.8765060240963856,0.8765060240963856,0.8900602409638554,0.8795180722891566
0.0285,0.8448795180722891,0.8734939759036144,0.875,0.4442771084337349,0.8719879518072289,0.8524096385542169,0.875,0.8795180722891566,0.8765060240963856,0.8900602409638554,0.8795180722891566
0.029,0.8448795180722891,0.8734939759036144,0.875,0.4457831325301205,0.8719879518072289,0.8539156626506024,0.875,0.8795180722891566,0.8795180722891566,0.8930722891566265,0.8825301204819277
