Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
schreiber2017/mirex2017,0.022854624529741165,0.2841702863761746,-0.002951827083162063,0.05187544922839195
schreiber2014/default,0.14435159195232652,0.459033867706526,-0.013003085470130082,0.09440683598539111
schreiber2017/ismir2017,0.16033084094662622,0.5138515812392752,-0.012808460137947814,0.09177726228125875
echonest/version_3_2_1,0.14214951404881562,0.5146203335613321,0.010601288239262274,0.1439128102391571
schreiber2018/cnn,0.301949949126651,0.5156321472841559,-0.0036301315293663936,0.0771412559740662
sun2021/default,0.30698659310403936,0.5232704645262931,-0.012389267120319548,0.09250398708897027
percival2014/stem,0.2065904010190757,0.5242121164937079,-0.0048931473742246075,0.1192238308804681
klapuri2006/percival2014,0.34603573774015645,0.5242424157829667,-0.002778109258144307,0.10528508252652323
oliveira2010/ibt,0.4070888254170702,0.525124682839338,0.0018531533569998086,0.15319930961018677
zplane/auftakt_v3,0.3163873799545278,0.5253863151512203,-0.015185087733428117,0.13965427812849854
schreiber2018/fcn,0.23721773797296417,0.5254096044744938,-0.004577073872052447,0.0771730862164049
klapuri2006/ismir2004,0.3524181447609333,0.5274822480652124,-0.00514026923151915,0.10646914935008546
schreiber2018/ismir2018,0.35217457529511254,0.530248230212469,-0.009684913966157118,0.0982266565459432
boeck2015/tempodetector2016_default,0.43160537566304774,0.5541185684108743,0.0016174992925968715,0.08124468834595959
dixon2003/ismir2004_auco,0.8705898055695318,0.560833951675754,0.038325262476582744,0.1690191736317895
gkiokas2012/default,0.34700818835596964,0.568660220147349,0.0064488133373190246,0.09421121654401175
scheirer1998/percival2014,0.22481800983691833,0.5798213807657411,0.007835648042470224,0.1920268787810063
dixon2001/ismir2004_trac,0.8089117520386366,0.5801711784864954,0.03729855439580052,0.17473554568196048
davies2009/mirex_qm_tempotracker,0.5224420076992247,0.5838287905381322,0.04619655067430728,0.14628501897482352
scheirer1998/ismir2004,0.22861634184360388,0.639241320834311,0.035229648287462466,0.1916323428683364
alonso2004/ismir2004_spec,0.1958249510508146,0.6404357525062359,0.01696931378491462,0.17956929806023383
alonso2004/ismir2004_corr,0.5158571795956793,0.675860032478957,0.021999948355501335,0.21194706109223768
uhle2004/ismir2004,0.4018980755000306,0.6867655160386844,0.03780396254562598,0.17208874439349642
tzanetakis2002/ismir2004_mmul,0.637095882927911,0.7205527414353536,0.05834900109581795,0.24160125177765215
tzanetakis2002/ismir2004_msum,0.5417866483455999,0.7539569977388217,0.05681291169495858,0.22022891954914137
dixon2001/ismir2004_indu,0.4398511243779059,0.811953678464748,0.054532979131317584,0.20418415075486498
tzanetakis2002/ismir2004_hist,0.8221497851696491,0.966914159653239,0.1115183332930975,0.2570912014176014
