Item,davies2009/mirex_qm_tempotracker,schreiber2018/fcn,schreiber2018/ismir2018,schreiber2018/cnn,percival2014/stem,schreiber2017/mirex2017,schreiber2017/ismir2017,boeck2015/tempodetector2016_default,schreiber2014/default
ArtPepper_Anthropology_Solo.jams,True,True,True,True,True,True,True,True,False
ArtPepper_BluesForBlanche_Solo.jams,True,True,True,True,True,True,True,True,True
ArtPepper_Desafinado_Solo.jams,True,True,True,True,True,True,True,True,True
ArtPepper_InAMellowTone_Solo.jams,True,True,True,True,True,True,True,True,False
ArtPepper_Stardust-1_Solo.jams,False,True,True,True,False,True,True,True,True
ArtPepper_Stardust-2_Solo.jams,False,True,True,True,True,True,True,True,True
BenWebster_ByeByeBlackbird_Solo.jams,True,True,True,True,True,True,True,True,True
BenWebster_DidYouCallHerToday_Solo.jams,True,True,True,True,True,True,True,True,True
BenWebster_MyIdeal_Solo.jams,True,True,True,True,True,True,True,True,True
BenWebster_NightAndDay_Solo.jams,True,True,True,True,True,True,True,True,True
BenWebster_WhereOrWhen_Solo.jams,True,True,True,True,True,True,True,True,True
BennyCarter_IGotItBad_Solo.jams,False,True,True,True,True,True,True,True,True
BennyCarter_It'sAWonderfulWorld-1_Solo.jams,True,True,True,True,True,True,True,True,True
BennyCarter_It'sAWonderfulWorld-2_Solo.jams,True,True,True,True,True,True,True,True,True
BennyCarter_JustFriends_Solo.jams,True,True,True,True,True,True,True,True,True
BennyCarter_LongAgoAndFarAway-1_Solo.jams,True,True,True,True,True,True,True,True,True
BennyCarter_LongAgoAndFarAway-2_Solo.jams,True,True,True,True,True,True,True,True,True
BennyCarter_SweetLorraine_Solo.jams,True,True,True,True,True,True,True,True,True
BennyGoodman_Avalon_Solo.jams,True,True,True,True,True,True,True,True,True
BennyGoodman_HandfulOfKeys_Solo.jams,True,True,True,True,True,True,True,True,False
BennyGoodman_Nobody'sSweetheart_Solo.jams,True,True,True,True,False,True,True,True,False
BennyGoodman_Runnin'Wild_Solo.jams,True,True,True,True,True,True,True,True,True
BennyGoodman_TigerRag-1_Solo.jams,True,True,True,True,True,True,True,True,True
BennyGoodman_TigerRag-2_Solo.jams,True,True,True,True,True,True,True,True,True
BennyGoodman_Whispering_Solo.jams,True,True,True,True,True,True,True,True,True
BixBeiderbecke_I'mComingVirginia_Solo.jams,True,True,True,True,True,True,True,True,True
BixBeiderbecke_Margie_Solo.jams,True,True,True,True,True,True,True,True,True
BixBeiderbecke_RiverboatShuffle_Solo.jams,True,True,True,True,True,True,True,True,True
