Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,zplane/auftakt_v3
0,0.004729315167676971,0.001501539963239893,0.0015469451454528595,0.015944771126658173,0.004682871053362432,0.007407941626458074,8.963161163522533e-08,0.01790314690272932,0.007945629461471362,0.02298751790731233,0.004149125449061861,0.0051476956549897585,0.0051476956549897585,0.005303110123095754,0.005303110123095754,0.005303110123095754,0.0040370327791036656
1,0.003849228432555463,0.0077024847095335325,0.006103635220932395,0.015269819742716514,0.002446274489705032,0.010638318753791759,2.0029675094528628e-07,0.010638318753791759,0.007569179554355314,0.02107054097354652,0.006502915106546343,0.006502915106546343,0.006502915106546343,0.010638318753791759,0.010638318753791759,0.010638318753791759,0.006636388196295528
2,0.11484334309612226,0.2690328591134574,0.25230708302142957,0.20744426689866194,0.2197512622297821,0.18087968144384614,0.17364834590879188,0.0772570503696887,0.1682714502864194,0.06083840196738646,0.11006798492273409,0.05579097384750091,0.05579097384750091,0.2925250372727553,0.4739848325074662,0.46868199242658215,0.34454949596769135
3,0.015052250796112795,0.00893664597465163,0.0013538181535186226,0.20030036096143294,0.4386663613340555,0.013623260948988197,1.749786525774978e-07,0.026562316656486278,0.3402290308873197,0.23805962992573912,0.0032215842321755353,0.0027053673839083654,0.0027053673839083654,0.013623260948988197,0.013623260948988197,0.02590510323764919,0.0031878082826774234
4,0.008834957210774777,0.0019161350393723281,0.00254606411428114,0.01282534271347433,0.0014750209760850284,0.007407409915142817,6.112931330813045e-07,0.007407409915142817,0.0063693601005974125,0.0005163965400461109,0.003647197466851958,0.0042709782641581085,0.0042709782641581085,0.007407409915142817,0.007407409915142817,0.007407409915142817,0.004240130836459665
5,0.00502450910031633,0.001998026210417772,0.0007029031502227189,0.0140795681322115,0.005096645655789597,0.012256078331392166,4.082324358201362e-07,0.019524078795431363,0.006986465112158073,0.009759243526754077,0.0057290048006745945,0.0057290048006745945,0.0057290048006745945,0.00502450910031633,0.00502450910031633,0.00502450910031633,0.00502450910031633
6,0.013234868496128,0.003921296839387618,0.004337039133477203,0.014650503074305678,0.0044479239818986565,0.0055849853276830905,3.0613615462074713e-07,0.019524176285556957,0.007264482724362671,0.0006025412071005385,0.0037745684147894713,0.0037745684147894713,0.0037745684147894713,0.0055849853276830905,0.0055849853276830905,0.0055849853276830905,0.004198445056720597
7,0.008986041446943708,0.012228297004884913,0.007903668344266123,0.037472452604207396,0.0113428038719516,0.005585661196907039,3.7098929347856837e-07,0.0053026549458292304,5.77847569034084e-07,0.0008614370254143769,0.0005058094639370241,0.0005058094639370241,0.0005058094639370241,0.005585661196907039,0.0053026549458292304,0.0053026549458292304,0.00013123110479889622
8,0.012045554711036405,9.199013030842874e-05,0.0005946260677341693,0.03562125401994012,0.006884179354161711,0.0005499158732070096,2.1640037472023353e-07,0.0005499158732070096,0.004390760838982886,0.016693316330808634,0.004464811862182019,0.004464811862182019,0.004464811862182019,0.0005499158732070096,0.012045554711036405,0.0005499158732070096,0.0016953665414691408
9,0.012915442492182587,0.00612905387861023,0.006423451398433761,3.751006611900963e-07,0.0011139091616803876,0.006423451398433761,2.8177609993101106e-06,0.0033575693941517307,0.010265936434306323,0.004692419377113134,0.0076894563633964136,0.007302173017613318,0.007302173017613318,0.006423451398433761,0.0033575693941517307,0.006423451398433761,0.006423451398433761
10,0.44638416964823807,0.004161841043163734,0.015097318724319348,0.016908791356849036,0.423724181290253,0.019758696094182515,0.4065905832787249,0.035188736663788446,0.4279644748475863,0.011280883513489277,0.4416903455619717,0.4398630144071939,0.024825376002171443,0.45787980848606746,0.08051272717327859,0.4533109245560767,0.4475378642646083
11,0.014105299405559013,0.003098939748540334,0.001353391996711099,0.026150431695427793,0.009539164777989953,0.00251732513034694,0.00866320889367242,0.009164479917288313,0.008658957126615541,0.010858470148694713,0.003464143665501412,0.003922500371312045,0.003922500371312045,0.00251732513034694,0.00251732513034694,0.00251732513034694,0.008322946811552788
12,0.00589148728409625,0.006069411073048381,0.007936287252995756,0.02271989038947895,0.02627928593872894,0.004467306476546906,1.0604424170630996e-06,0.004465818293460749,1.2748380381467819e-06,0.027017054757786867,0.0014071527753712842,0.0014071527753712842,0.0014071527753712842,0.004467306476546906,0.004467306476546906,0.004467306476546906,0.0009006914563544779
13,0.012536782022124961,0.006068605118694264,0.0016417988197265391,0.02747865562971494,0.004579763221456822,0.007246796315975454,0.013673065475408292,0.007246796315975454,0.0068198131757028395,,0.005787169629751277,0.005787169629751277,0.005787169629751277,0.007246796315975454,0.007246796315975454,0.007246796315975454,0.005773906917099919
