Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.0022216875262164623,1.0364380453281774e-10,3.954941618826486e-31,1.6468813420316596e-26,0.0022266243328098226,0.17163045691986506,0.017239020558590952,1.4823761740680112e-17,3.735934397109069e-23,1.7357584326910658e-29,6.309027733589726e-17
boeck2019/multi_task,0.0022216875262164623,1.0,3.8913883226854306e-10,6.300469160233909e-25,3.931650378929581e-42,3.4073914329637544e-16,1.4180922486418421e-09,0.5247772510996042,4.997556694382209e-12,1.5161097854525981e-16,7.263603895747234e-22,1.075407587096275e-14
boeck2019/multi_task_hjdb,1.0364380453281774e-10,3.8913883226854306e-10,1.0,8.693348236202694e-12,2.315246090842189e-63,5.1646440965623255e-27,1.2985264549289505e-19,2.076941295729767e-06,0.0006767641801210461,8.188902816243798e-08,9.204201135196206e-13,0.00041901030068076543
boeck2020/dar,3.954941618826486e-31,6.300469160233909e-25,8.693348236202694e-12,1.0,2.727006603292763e-88,1.5103560780082247e-44,5.79047966722506e-31,3.1968463293781512e-22,0.0028546001332860893,0.5101619380844786,0.09762609049353672,0.0016157208688413773
davies2009/mirex_qm_tempotracker,1.6468813420316596e-26,3.931650378929581e-42,2.315246090842189e-63,2.727006603292763e-88,1.0,5.852346661869585e-20,4.054861346029105e-25,2.739959252435168e-39,2.1012890464745925e-73,1.8395355821056413e-85,7.871733520470822e-89,1.9014287782959553e-74
percival2014/stem,0.0022266243328098226,3.4073914329637544e-16,5.1646440965623255e-27,1.5103560780082247e-44,5.852346661869585e-20,1.0,0.062039176623850056,9.322547444953201e-11,7.116381187979288e-29,5.210759527603667e-34,4.7028429026411697e-39,2.303221098809808e-37
schreiber2014/default,0.17163045691986506,1.4180922486418421e-09,1.2985264549289505e-19,5.79047966722506e-31,4.054861346029105e-25,0.062039176623850056,1.0,9.593942024706217e-07,6.141176761870447e-28,2.37814258251858e-28,1.6664635099105694e-33,5.5782762926590984e-30
schreiber2017/ismir2017,0.017239020558590952,0.5247772510996042,2.076941295729767e-06,3.1968463293781512e-22,2.739959252435168e-39,9.322547444953201e-11,9.593942024706217e-07,1.0,3.844379295661281e-17,1.1285096063660197e-18,2.815705365395338e-23,1.7102147522338878e-15
schreiber2017/mirex2017,1.4823761740680112e-17,4.997556694382209e-12,0.0006767641801210461,0.0028546001332860893,2.1012890464745925e-73,7.116381187979288e-29,6.141176761870447e-28,3.844379295661281e-17,1.0,0.021517259820011733,1.2796062450772916e-06,1.0
schreiber2018/cnn,3.735934397109069e-23,1.5161097854525981e-16,8.188902816243798e-08,0.5101619380844786,1.8395355821056413e-85,5.210759527603667e-34,2.37814258251858e-28,1.1285096063660197e-18,0.021517259820011733,1.0,0.005918433252619305,0.009921504538268757
schreiber2018/fcn,1.7357584326910658e-29,7.263603895747234e-22,9.204201135196206e-13,0.09762609049353672,7.871733520470822e-89,4.7028429026411697e-39,1.6664635099105694e-33,2.815705365395338e-23,1.2796062450772916e-06,0.005918433252619305,1.0,2.509086976240062e-07
schreiber2018/ismir2018,6.309027733589726e-17,1.075407587096275e-14,0.00041901030068076543,0.0016157208688413773,1.9014287782959553e-74,2.303221098809808e-37,5.5782762926590984e-30,1.7102147522338878e-15,1.0,0.009921504538268757,2.509086976240062e-07,1.0
