Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
boeck2015/tempodetector2016_default,-0.03809200829362786,0.2938148841839302,-0.0013045082895990516,0.035332093065276494
boeck2019/multi_task_hjdb,-0.007733547937035766,0.32349586815935844,-0.0044656010056326545,0.050182125040176814
boeck2020/dar,-0.0017642008890929207,0.3260520857411934,-0.006401491383828608,0.04238301695901268
schreiber2018/ismir2018,0.03600644147044564,0.33718495215254074,-0.008686295959721955,0.05994637040370168
schreiber2018/fcn,-0.022076434358790933,0.358747218324482,-0.005316657822478088,0.03755862224878988
schreiber2017/mirex2017,-0.07262744300798193,0.36748553784218235,-1.7446839595816935e-06,0.06428024587932142
schreiber2018/cnn,0.04665543800622182,0.37881568195293525,-0.005942536850084559,0.05217750257901695
boeck2019/multi_task,-0.032706344545164905,0.388732376655762,-0.004773383651310154,0.05061451974271674
percival2014/stem,-0.1611517861434439,0.4016277419460033,-0.0014592582064541944,0.03419429287116369
davies2009/mirex_qm_tempotracker,0.13097607133011946,0.40284599553929107,0.01924422775470045,0.0567156143796539
schreiber2017/ismir2017,-0.059135614360442526,0.4047736764468905,-0.0046390361360656085,0.04489107472556603
schreiber2014/default,-0.2662580917550803,0.4512215522375656,-0.006006904600213547,0.07889032788908801
