Estimator,Trance,Techno,Tech House,Psy-Trance,Progressive House,Minimal,House,Hip-Hop,Hard Dance,Electronica,Electro House,Dubstep,Drum & Bass,Deep House,Chill Out,Breaks
boeck2015/tempodetector2016_default,0.7831325301204819,0.7818181818181819,0.7887323943661971,0.5783132530120482,0.8414634146341463,0.7843137254901961,0.75,0.8192771084337349,0.8,0.7894736842105263,0.8902439024390244,0.6290322580645161,0.43103448275862066,0.8461538461538461,0.7631578947368421,0.7738095238095238
davies2009/mirex_qm_tempotracker,0.9397590361445783,0.9090909090909091,1.0,0.963855421686747,0.9878048780487805,0.9803921568627451,0.9736842105263158,0.5903614457831325,0.9428571428571428,0.8157894736842105,0.9878048780487805,0.4838709677419355,0.2413793103448276,0.9846153846153847,0.6447368421052632,0.9880952380952381
percival2014/stem,0.7228915662650602,0.8545454545454545,1.0,0.6506024096385542,0.9146341463414634,1.0,0.9736842105263158,0.8313253012048193,0.5714285714285714,0.8552631578947368,0.9634146341463414,0.5483870967741935,0.034482758620689655,0.9846153846153847,0.8289473684210527,0.8333333333333334
schreiber2014/default,0.9036144578313253,0.9454545454545454,0.9859154929577465,0.963855421686747,0.9634146341463414,0.9803921568627451,0.9868421052631579,0.7951807228915663,0.7571428571428571,0.8552631578947368,0.975609756097561,0.43548387096774194,0.05172413793103448,0.9692307692307692,0.8157894736842105,0.9166666666666666
schreiber2017/ismir2017,1.0,0.9818181818181818,1.0,0.9759036144578314,1.0,1.0,0.9868421052631579,0.7108433734939759,0.9714285714285714,0.8552631578947368,1.0,0.5,0.08620689655172414,0.9846153846153847,0.7236842105263158,1.0
schreiber2017/mirex2017,1.0,0.9636363636363636,1.0,0.9759036144578314,1.0,1.0,0.9868421052631579,0.7349397590361446,0.9714285714285714,0.8552631578947368,1.0,0.5,0.08620689655172414,0.9846153846153847,0.7368421052631579,1.0
schreiber2018/cnn,1.0,1.0,1.0,1.0,1.0,1.0,0.9868421052631579,0.8554216867469879,0.9857142857142858,0.9210526315789473,1.0,0.6612903225806451,0.7586206896551724,0.9692307692307692,0.8421052631578947,1.0
schreiber2018/fcn,1.0,0.9818181818181818,1.0,1.0,1.0,1.0,0.9868421052631579,0.8795180722891566,0.9571428571428572,0.8947368421052632,1.0,0.6935483870967742,0.8275862068965517,0.9692307692307692,0.7763157894736842,1.0
schreiber2018/ismir2018,1.0,0.9818181818181818,1.0,1.0,1.0,1.0,0.9868421052631579,0.8674698795180723,0.9571428571428572,0.9210526315789473,1.0,0.5806451612903226,0.5172413793103449,0.9846153846153847,0.7763157894736842,1.0
