τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
0.0,,,,,,,,,,,,,,,,,,,
0.005,0.007321821940161456,0.002463613013093243,0.002507189653061751,0.002686766505109726,0.021054125870482623,0.012509661555294775,0.0032467234569384367,0.00827204947062375,0.01225824868389239,0.004243138340152704,0.09990759680965353,0.006104236224573043,0.006141060221743797,0.0037622272160470994,0.002549271302191469,0.002671077719757902,0.0024711501676505016,0.004542685828346563,0.003843346100286424
0.01,0.0067215024599844905,0.002618258581167801,0.0024706411301353144,0.0029280893135402945,0.023696766800465195,0.01745561614130585,0.004633113109887758,0.01105986169781496,0.01470134054014502,0.0037136704967197375,0.07301120051849595,0.0038735060247288137,0.003913283165105102,0.0027508990949134168,0.0028936514163829656,0.0033221371695848125,0.002855389145142004,0.0051089929038621576,0.005523166315117161
0.015,0.006390996237425069,0.002663917354910784,0.002554785426021361,0.0030979191031736035,0.027101315517626578,0.02543873462624225,0.006541244736221776,0.013231430727688325,0.01814993386055109,0.0065839886133239505,0.06811222611326088,0.006676291402723277,0.005945359693392938,0.005135143807434272,0.0045578441790642315,0.005075153973453519,0.004540186523339432,0.0064394898671094975,0.0073321291827995105
0.02,0.006610170491178473,0.0028186835531749973,0.002721557128018834,0.0031475019173500493,0.030812613509797762,0.03138391661813673,0.007264946497945748,0.01708996321325474,0.023452793264915617,0.009272966209283903,0.06663499089071628,0.009821021162175448,0.007813379840013415,0.00574737366669118,0.005801305435515164,0.006426822312701468,0.006021512848893347,0.007023359436852593,0.011929116491257665
0.025,0.006753263457586023,0.003063459526540834,0.003448222743296815,0.0032748851451118227,0.03484034766007274,0.040328661983781315,0.008711738670234663,0.0219095701417332,0.028855825910897026,0.012612940215908489,0.06973480634220101,0.012009695806440747,0.008185229585749375,0.005663934359968172,0.006178058160560995,0.006839530221065378,0.006289673941553293,0.007854971383589482,0.01634911724640739
0.03,0.006967194699517031,0.0032009897704803622,0.0035315175704404345,0.0033428204079915843,0.03700772836671407,0.043233682826751246,0.008850698811998018,0.02453739165712089,0.0323492045001612,0.014921366959262262,0.06999766244527739,0.013873332695902702,0.009026301999024653,0.007208743070103263,0.007332984865859024,0.007219719981995654,0.0065601357772647915,0.008152238270115984,0.01631846131643443
0.035,0.006998821833022678,0.0032026080721590552,0.0035611346270662575,0.0034008108869131724,0.03754066037679833,0.043444356592168255,0.010089232762374513,0.025508759092636075,0.03311947403088343,0.014862480805216245,0.06955500609121906,0.01381740441441923,0.009028157514614133,0.007226850975519165,0.007363044079802886,0.0072925421847215965,0.006614066610967681,0.008202953406154704,0.017087622436008806
0.04,0.007000308569935372,0.003248760473884898,0.0035965077466544597,0.0034266070037202606,0.03818518092800918,0.043464028253590185,0.010189084171758025,0.025972464860898277,0.03344296964328371,0.014938084335336388,0.06975680732057407,0.013828343478544882,0.009061439955597942,0.0072708078256235355,0.007380473754237992,0.007310389648164589,0.006618915081033168,0.008285747242318044,0.017031690980857394
0.045,0.007000308569935372,0.003248760473884898,0.0035965077466544597,0.0034266070037202606,0.03818518092800918,0.043464028253590185,0.010189084171758025,0.025972464860898277,0.03344296964328371,0.014938084335336388,0.06975680732057407,0.013828343478544882,0.009061439955597942,0.0072708078256235355,0.007380473754237992,0.007310389648164589,0.006618915081033168,0.008285747242318044,0.017031690980857394
