Estimator,Accuracy1,Accuracy2
schreiber2018/cnn,0.9411764705882353,0.9607843137254902
schreiber2018/fcn,0.8823529411764706,0.9215686274509803
schreiber2017/mirex2017,0.8823529411764706,0.9803921568627451
schreiber2017/ismir2017,0.8823529411764706,0.9607843137254902
percival2014/stem,0.8431372549019608,0.9411764705882353
boeck2015/tempodetector2016_default,0.8235294117647058,0.9607843137254902
schreiber2014/default,0.8235294117647058,0.9019607843137255
davies2009/mirex_qm_tempotracker,0.7647058823529411,0.9215686274509803
