T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.011501899748771601,0.0018597986406493118,0.0050849671802415735,0.009208496301529553,0.024051192436621044,0.019428820231069614,0.030905888011289528,0.013308893305568165,0.013308893305568165,0.016431196024059406,0.016181446049612056,0.015179159885417966
58.0,0.008955540558760754,0.006693300036202926,0.006618476927905841,0.007897788438702275,0.09989319818405196,0.014094906472744407,0.10099240011357032,0.08964642629093758,0.08964644773887512,0.013569358281332763,0.013419508296664351,0.010659307922438264
59.0,0.008955540558760754,0.006693300036202926,0.006618476927905841,0.007897788438702275,0.09989319818405196,0.014094906472744407,0.10099240011357032,0.08964642629093758,0.08964644773887512,0.013569358281332763,0.013419508296664351,0.010659307922438264
60.0,0.007733888899404261,0.006475711796354446,0.007440043829497678,0.01018386045036604,0.0897942003072969,0.01178452453652927,0.09471206631430003,0.07764531547041094,0.07764533334369221,0.018601872286138545,0.01170333321602388,0.01617683032039313
61.0,0.007733888899404261,0.006475711796354446,0.007440043829497678,0.01018386045036604,0.0897942003072969,0.01178452453652927,0.09471206631430003,0.07764531547041094,0.07764533334369221,0.018601872286138545,0.01170333321602388,0.01617683032039313
62.0,0.01020047800553503,0.006533727045641093,0.008910913298214841,0.014369616415385854,0.08487674292018296,0.010779279583578095,0.09005689516232576,0.0738070095378953,0.07380702485785069,0.024981795029207398,0.01605995932227629,0.016608830089530173
63.0,0.008927522172837937,0.005818872729015478,0.008297390365225855,0.013321256966139504,0.0780657522175523,0.010038903702841967,0.08241867498789363,0.06522666578868357,0.06522667919364453,0.023623721256018464,0.015817115012453746,0.015255520402590027
64.0,0.008927522172837937,0.005818872729015478,0.008297390365225855,0.013321256966139504,0.0780657522175523,0.010038903702841967,0.08241867498789363,0.06522666578868357,0.06522667919364453,0.023623721256018464,0.015817115012453746,0.015255520402590027
65.0,0.008927522172837937,0.005818872729015478,0.008297390365225855,0.013321256966139504,0.0780657522175523,0.010038903702841967,0.08241867498789363,0.06522666578868357,0.06522667919364453,0.023623721256018464,0.015817115012453746,0.015255520402590027
66.0,0.008301390075220676,0.005379868324864009,0.0072308670222403,0.02030440017133499,0.060175354436446775,0.008214631061240936,0.06625302821117497,0.04946208415009625,0.04946209561866278,0.01829870987416922,0.013744027688453987,0.011604181768824629
67.0,0.007654900873684116,0.03691527814896062,0.03906269583897321,0.02151622732709981,0.05383332471328057,0.007717754607306596,0.060121854373518,0.04286423851165699,0.042864248215828654,0.01634489195429116,0.013669582483515538,0.010680291249768816
68.0,0.007654900873684116,0.03691527814896062,0.03906269583897321,0.02151622732709981,0.05383332471328057,0.007717754607306596,0.060121854373518,0.04286423851165699,0.042864248215828654,0.01634489195429116,0.013669582483515538,0.010680291249768816
69.0,0.007654900873684116,0.03691527814896062,0.03906269583897321,0.02151622732709981,0.05383332471328057,0.007717754607306596,0.060121854373518,0.04286423851165699,0.042864248215828654,0.01634489195429116,0.013669582483515538,0.010680291249768816
70.0,0.007853152866352913,0.03520360907357299,0.03710770180602142,0.020441113798401654,0.05156548950705465,0.007941897013249637,0.056077549195020594,0.04077216833821623,0.04077217734923278,0.01585718835518601,0.013372972418037215,0.010597201986700973
71.0,0.010323433178519055,0.030849294437854766,0.03234441511117629,0.018475750501347143,0.048163640443299405,0.008184434323252929,0.052909580328955874,0.03544660397069373,0.0354466113915309,0.017928482008990512,0.014787617227376978,0.01359672852906166
72.0,0.010049324694529429,0.029250138639762707,0.030780122123027394,0.017986333670931703,0.04740591140710829,0.008047749801216733,0.05051870447598225,0.03433928698198948,0.03433929399055791,0.01731099196817188,0.014344619674425765,0.013219891459350187
73.0,0.009950883530948411,0.027867271383503655,0.02923247300829187,0.01766440595170828,0.04536347333089801,0.007781435923254886,0.04805880209665391,0.032694385839566985,0.032694392479263396,0.016529060756600007,0.013718813320419477,0.012653281327189982
74.0,0.00914303737900308,0.024293671081699088,0.025882339865420812,0.01983962921133635,0.04348156559974747,0.007000871980631535,0.04415030481367452,0.028775607839116757,0.028775612792192772,0.015036520834129067,0.0126094889574277,0.011689256781456771
75.0,0.008945769662871557,0.02158769832324279,0.022974699811020054,0.018777086985282212,0.0413191368319345,0.006407117180525849,0.039829840138270484,0.025902926275957285,0.02590292995675438,0.014181516821766285,0.012382201551663611,0.011572397236809195
76.0,0.00853660774397705,0.020405190988759953,0.021461677422944556,0.02116585300608333,0.038195353307046286,0.00696481832902889,0.037213762191379625,0.025043913552442308,0.025043916838868283,0.013681884144985654,0.012692423776388106,0.011962081421236162
77.0,0.008278726410254145,0.022064246325705493,0.02269544213724358,0.024354790017759444,0.03917317631668645,0.005372722898098021,0.03790069497716575,0.02638505137889874,0.02638505491812671,0.013690796077720675,0.012239790664143834,0.012639840135792984
78.0,0.008624842660522299,0.021948984000282182,0.02313876067903626,0.02511940063489304,0.024635038019015832,0.005346091475664071,0.022991267467867366,0.011225838396881268,0.011225837788090852,0.013764976436033203,0.012378102420289807,0.013225919605946846
79.0,0.008219398683388574,0.02055979274127708,0.021549281724375157,0.02339704186522523,0.023619785041785635,0.0050711598736865,0.022163068613844986,0.010451085180780499,0.01045108461708567,0.013530292989945965,0.012492787908917136,0.012667132607171097
80.0,0.008211914794849914,0.019295097376505036,0.01998991888618638,0.025352934429365856,0.02332536193987595,0.004992845482288122,0.023194288505110783,0.009912387060024728,0.00991238655269938,0.01259335799276281,0.01570159468469566,0.014627468487820606
81.0,0.008211914794849914,0.019295097376505036,0.01998991888618638,0.025352934429365856,0.02332536193987595,0.004992845482288122,0.023194288505110783,0.009912387060024728,0.00991238655269938,0.01259335799276281,0.01570159468469566,0.014627468487820606
82.0,0.0074692657348714355,0.01911937356609634,0.01946119073354744,0.02481630212574373,0.022110953956002096,0.0050384336041225395,0.0215782963342154,0.008571466680220423,0.008571466172895077,0.010792705165269601,0.014515344303969729,0.014030540649253307
83.0,0.0074702276567060215,0.01852856397834351,0.018613425376999292,0.024828861504984465,0.02171399659131212,0.004872475238512484,0.022009692021895098,0.008450932967073041,0.008450932491455529,0.01070035299081652,0.014190327183347892,0.013327760920320508
84.0,0.007285234767077894,0.01708829512924297,0.017290279672622345,0.02403656358077427,0.02249286607467325,0.004653903866347053,0.020906715925221447,0.008305343626890647,0.008305343192040352,0.009878499163914145,0.013069332711371394,0.012280700699460646
85.0,0.007258217893983599,0.016662538500507914,0.016875793096263015,0.02380008788744337,0.0222378048989891,0.004525017499924579,0.0205093968022319,0.008090757556281247,0.008090757133510127,0.009953936311646771,0.012780532363028348,0.012013806795892899
86.0,0.007289022705274359,0.0168899510661763,0.017021753746801375,0.021672734365609465,0.02181254583388333,0.0045575492144827034,0.02040992501590887,0.008661157468850942,0.008661156493585098,0.010952190992315034,0.013477537586405906,0.01262863145159996
87.0,0.007256622706799294,0.004856374180416526,0.004932518910759601,0.020055960438810253,0.022229297182279943,0.004172451376796949,0.019230708236089956,0.008745906242010361,0.008745905293835234,0.01069138018083754,0.012940839214957785,0.012321252849586774
88.0,0.007422041806702411,0.005297403300458459,0.005388022581191221,0.0186073548746434,0.02173475632206673,0.004391921743247256,0.021849979034795516,0.00928075556740851,0.009280754692169931,0.011219828044572219,0.013447794579194806,0.012657269988586073
89.0,0.007422041806702411,0.005297403300458459,0.005388022581191221,0.0186073548746434,0.02173475632206673,0.004391921743247256,0.021849979034795516,0.00928075556740851,0.009280754692169931,0.011219828044572219,0.013447794579194806,0.012657269988586073
90.0,0.007390224209737888,0.005060770955677892,0.005201959870053244,0.01879098746576149,0.021435012774699252,0.004852343311094698,0.02330875180144706,0.009251984299290842,0.00925198346674683,0.011965113250689809,0.013664744412106822,0.012975197637327341
91.0,0.006911998440469269,0.005088553736376631,0.005289815874289187,0.018976602682457086,0.02140778639151741,0.004921705238580753,0.031158912014574467,0.009184108569840166,0.009184107737296153,0.012500520339451988,0.017408860732268765,0.011364963418627253
92.0,0.006898105210679491,0.00542463055077976,0.005611873894960685,0.019346360090610606,0.021967214262752936,0.004948752077425598,0.031532565654922386,0.009406243300937879,0.009406242468393864,0.012456349656635286,0.017714819146453772,0.011320792735810551
93.0,0.006866084276284226,0.005485854795278235,0.005717801018758392,0.019533276417733704,0.022301404920343933,0.004997776226362697,0.03222636581457685,0.009564245251562273,0.00956424439820466,0.012706400924343515,0.018096332151407456,0.011542455080498157
