Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
0,0.9899675747092271,0.003801570159856154,0.006850055268548854,1.0012649672365774,1.0106416610035622,0.9993797609302666,0.987288948250446,0.9946969795085158,1.0126000367796335,1.0026425193383754,1.0176844077842164,0.9988460153259658,0.999844585531894,0.0001554144681059753,1.0,1.0,1.0,1.0126000367796335,0.9987339226560078
1,0.014487547186347073,0.002935834044258293,0.0045346835328593784,0.005998740621443069,0.025908138496508214,0.008192044264086863,0.0,0.010638519050542776,0.0,0.0030691391994363466,0.03170885972733836,0.0041354036472453825,0.0041354036472453825,0.0041354036472453825,0.0,0.0,0.0,0.0,0.004001930557496263
2,1.8961155658307305,0.05030508184806578,0.033579305756037986,0.07613976798408353,1.5738279558359465,0.0010234849643903407,1.6003925412907622,0.9549205686434001,0.7040151723649196,0.613000772448189,0.720433820767222,0.6712042378118742,0.7254812488871075,0.27451875111289253,0.4887471854618532,1.2552570552420745,0.3125902303080262,0.2356282484931421,1.1258217187022999
3,0.011510065860373557,1.0176256706818345,1.025208498502968,0.02573292418700094,0.7731373223820808,0.5878959553224308,0.012939055707498098,0.026562141677833773,0.0,0.366791347543806,0.7885026867307474,0.02334073242431079,0.0238569492725779,0.0238569492725779,0.012939055707498098,0.012939055707498098,0.05246741989413554,0.0,0.023374508373808757
4,0.017194863153948522,0.006443770903801277,0.0058138418288927116,0.013549490608497933,0.004465436770300531,0.006884884967088644,0.015767315858316675,0.008359294650040913,0.015767315858316675,0.014729266043771304,0.008876302483219857,0.012007103410025716,0.01263088420733197,0.01263088420733197,0.015767315858316675,0.015767315858316675,0.015767315858316675,0.03170885972733814,0.012600036779633473
5,0.028569152196770954,0.025542669306872334,0.024247546246677347,0.9674579712283053,0.00946507496424318,0.028641288752244254,0.9641992785721533,0.023544234864018947,0.04306872189188598,0.030531108208612788,0.013785399569700523,0.029273647897129208,0.029273647897129208,0.029273647897129208,0.028569152196770954,0.028569152196770954,0.028569152196770954,0.9569312781081141,0.028569152196770954
6,0.021455682693475458,0.012142111036735119,0.012557853330824462,0.012835081433308918,0.006429688876958289,0.012668738179246023,0.013805799525030428,0.008220508061192794,0.027744990482904318,0.015485296921709937,0.007618272990246691,0.011995382612136842,0.011995382612136842,0.011995382612136842,0.013805799525030428,0.013805799525030428,0.013805799525030428,0.013805799525030428,0.012419259254068045
7,0.014571702643850966,0.017813958201791852,0.013489329541173172,0.01002026855885319,1.0430581138011144,0.016928465068858672,0.0,1.0055852902076137,1.0108883161427362,1.0055850833493378,0.006447098222321413,0.006091470660844218,0.006091470660844218,0.006091470660844218,0.0,1.0108883161427362,1.0108883161427362,0.02202630632999891,1.0054544300921082
8,0.011495638837829386,0.0004579257428983563,0.001144541940941018,0.00011450415029541634,0.03617116989314686,0.00633426348095487,0.0,0.0005496994728321702,0.0,0.0038408449657758572,0.01724323220401549,0.0039148959889750996,0.0039148959889750996,0.0039148959889750996,0.0,0.011495638837829386,0.0,0.023083613113041343,0.0011454506682622907
9,0.9837269881136658,0.9905133767272382,0.009781020792585447,0.9854019629096387,0.9966428057065095,0.004471478555832108,0.9902189792074145,0.9966452483668476,1.0,0.013623505828457979,0.0013348499829615083,0.011047025757548174,0.010659742411764926,0.010659742411764926,0.9902189792074145,0.0,0.9902189792074145,1.0,0.009781020792585447
10,0.5888045670155504,1.0310268956206246,1.020091417939469,0.030073056263831797,0.05209752802063744,0.6114645553735354,1.6003925412907622,0.3714018466149364,0.0,0.607224261816202,0.02390785315029902,0.5934983911018167,0.5953257222565945,1.010363360661617,0.5773089281777208,0.04532399050949029,0.488499661219865,0.5773089281777208,0.4123491276008201
11,1.0115879742752119,1.0005816146181934,0.9988360668663641,1.004066386942669,1.023633106565081,1.007021839647643,1.0,1.0061458837633255,0.9883181949523647,1.0061416319962686,1.0083411450183475,1.0009468185351542,1.001405175240965,0.0014051752409650555,1.0,1.0,1.0,1.0,1.005805621681206
12,1.019346088804812,1.019524012593764,1.0213908887737109,1.0046811561179083,0.03617449191019426,0.01282468441801351,0.017921907997262315,0.01345354107829832,1.0089887832272548,0.013453326682677274,1.0404716562785021,0.014861754296086936,0.014861754296086936,0.014861754296086936,0.017921907997262315,1.0179219079972623,1.0179219079972623,1.0,0.014355292977070054
13,0.005289985706149505,0.0011781911972811535,0.005604997496248822,0.0014713872166680162,0.020231859313739466,0.0026670330945188013,0.0,0.0064262691594330875,0.0,0.00042698314027246923,,0.001459626686224042,0.001459626686224042,0.001459626686224042,0.0,0.0,0.0,0.014797001928080552,0.0014728893988754088
14,1.0291583680680974,0.009415426743860578,0.00924478447730781,0.016394438250668514,1.0361767531106998,1.0249190732517384,0.017073513358941406,0.024200969631184805,0.03394733192333753,0.018250950821473842,1.0180660854823118,0.023215467015217237,0.023215467015217237,0.023215467015217237,0.017073513358941406,0.03394733192333753,1.0,1.0339473319233374,0.017073513358941406
15,0.0034248853304344124,0.014199133408963022,0.013448316300739723,0.00999958151492641,0.0075476781620666,0.01226282111256639,0.014950341465971444,0.005998193599677065,0.014950341465971444,0.012723397828731567,0.005253825598489462,0.013048740609984873,0.011865747996883285,0.011865747996883285,0.014950341465971444,0.014950341465971444,0.014950341465971444,0.014950341465971444,0.011947853304448043
16,0.0038372573189395104,0.0012392836223200881,0.0013518929999589383,0.0011266654542841535,0.013451093393063442,0.00010143592899725896,0.0,0.004468368175188124,0.01122725542325412,1.1271099034786778e-05,0.9971422385064851,0.00017099203726957086,0.00017099203726957086,0.00017099203726957086,0.0,0.0,0.0,0.0,0.001127546005725294
17,0.01814734671025936,0.011916408681112487,0.013324832197678856,0.007348504999398254,0.023633106565081,0.009607224024713139,0.011681805047635324,0.0111321022248717,0.011681805047635324,0.011130636630654021,0.008341145018347568,0.010097774770922857,0.010097774770922857,0.010097774770922857,0.011681805047635324,0.0,0.011681805047635324,0.02345897282398891,0.009337864579336217
18,0.032867459392560174,0.03874153332844172,0.038375103565419524,0.03531789741842992,0.09757562281184598,0.9490970944734756,0.06140054466414327,0.046948080378987435,0.06140054466414327,0.051096656644462696,0.05306901476898991,0.979214391615736,0.023221280871186207,0.023221280871186207,0.01249094418319683,0.9385994553358568,0.049327712363568324,0.06140054466414327,0.042035219797212225
19,0.9837269881136658,0.9905133767272382,0.007035644053767947,0.9869766353256189,0.003355240164889105,0.7800262883209034,0.9902189792074145,0.9966452483668476,1.0,0.008497887412554831,1.0089984705879878,0.9924345129557195,0.9924345129557195,0.007565487044280521,0.9902189792074145,0.9902189792074145,0.9803711932510675,0.9604716358133627,0.9902189792074145
20,0.0009133872042283336,0.0,0.0007306634954300592,0.0038299239809676546,0.009232860364482301,0.00577745837974275,0.0,0.0018221235195256097,0.990840000714524,0.003695137438605295,0.002975455647701404,0.0017066662509560401,0.0017066662509560401,0.0017066662509560401,0.0,0.0,0.0,0.0,0.0
21,0.0038420662943940923,0.00030698905124640916,0.0006140434401653344,0.0033725752155590225,0.02590490023233289,0.001165963005120585,1.0,0.0005669370531425421,0.0,0.0005664457299618018,0.008080974425064908,3.867702379051088e-05,3.867702379051088e-05,3.867702379051088e-05,0.0,0.0,0.0,0.015430040569605924,0.0
22,0.009356790258252022,0.010971117821003148,0.014352378444577965,0.011852422088414733,0.0055850833493378575,0.0016748852771015718,0.014646775964401337,0.008220506804968527,0.0,0.008220506804968527,0.0027086873678284695,0.010307850850066093,0.010307850850066093,0.010307850850066093,0.014646775964401337,0.0,0.014646775964401337,0.014646775964401337,0.010237108626391416
23,0.9986890548476532,0.0011808700007204954,0.0137058691349587,0.014764551795389621,0.03045807702148059,0.0047556076607582895,0.0,0.0005669331448893695,0.0,0.0044003661337311505,0.005236648366147135,0.003034553781341263,0.003034553781341263,0.003034553781341263,0.0,0.0,0.0,0.013175388747733168,0.4185391879903963
24,0.9899675747092271,1.0073214184927317,0.0025332667455221112,1.0022761430557119,1.0106416610035622,1.0014672591064908,1.0,1.0106385204463475,1.0126000367796335,1.0026425193383754,1.00169480356029,1.0023375491573314,1.0023375491573314,1.0023375491573314,1.0,1.0,1.0,1.0,1.003791579162374
25,0.0072315692310758635,0.00048081821504503933,0.001281825975830245,0.011264826095814185,1.0361711698931468,0.9969832184001363,0.0161196653632769,0.0019615226144073144,0.0161196653632769,0.008221093043072317,0.022832557244118205,0.0016533136986464673,0.0016533136986464673,0.0016533136986464673,0.0,0.9838803346367231,0.0,0.0,0.006426269159432993
26,0.0,0.0042257107697006345,0.004417494756808081,1.0025945167084522,1.01909933150174,0.006850936071568089,1.0,0.008530852319878846,1.0191088229477048,0.003276004410550914,0.013959092613732006,0.005164250439784384,0.005164250439784384,0.005164250439784384,0.0,1.0,1.009586048829198,1.009586048829198,0.5939114574486392
27,0.0035751857255072275,1.0065231235813341,1.0010851411123773,0.006959048963375308,0.005303232793398207,0.0019429800606597426,0.010888316142736243,0.00530302593512259,0.0,0.009915917720234105,0.012769417331303668,0.008233905490604201,1.0082339273094387,0.008233905490604201,0.010888316142736243,0.0,0.0,0.05528243550118968,0.02075856016679749
28,0.016273011886334288,1.0007800459994787,1.0009751234172444,0.0051756807239229435,0.0033571942934905175,1.013790802773029,1.0,1.0033547516331525,0.0,1.003355240164889,1.0146590902506891,1.010659742411765,0.010659762052228081,0.010659762052228081,0.009781020792585447,1.0,0.9806346751330688,0.0,1.0
29,0.014148463574888803,0.012569542596715468,0.015377709013047412,0.01292026462126737,0.029604875988999965,0.019212654375308967,0.0,0.022628841684112753,0.01748742672884112,0.016938603263322784,0.027684450649715458,0.004171241334478379,0.004858931043104445,0.004858931043104445,0.0,0.0,0.017277991431835428,0.017277991431835428,0.0034805687349619766
30,0.004391337895605532,0.00893839586126244,0.009507787103340853,0.010362295543458997,0.00946507496424318,0.012600657133671665,0.014213859219700802,0.009469047139847486,0.014213859219700802,0.016529742718459136,0.013785399569700523,0.01061418726964224,0.011176115575067277,0.011176115575067277,0.014213859219700802,0.014213859219700802,0.014213859219700802,0.028569152196770954,0.009934978057719741
31,0.023846741954367773,0.015575003990824739,0.01760856974314789,0.01199333621057876,0.012328336193334849,0.01315043634963672,0.011874100288291778,0.0047466392703124066,0.023846741954367773,0.013210105845630774,0.00018921831503147492,0.013213805435632317,0.013213805435632317,0.013213805435632317,0.011874100288291778,0.011874100288291778,0.011874100288291778,0.023846741954367773,0.013066903201125073
32,0.005799183937967428,0.014156888927951859,0.01613970265525285,1.0067966914387372,1.0361711698931468,0.0067169162145806465,0.0,0.9955316330810361,1.0,0.01063862513169802,0.024869273935948427,0.007414082252716166,0.007414082252716166,0.007414082252716166,1.0099840885726221,0.019899557437704798,1.0,0.0,0.007992790753530621
33,0.010106964845150033,0.002179298059247051,0.0020429954429722966,0.003270182830232098,0.0224984662856843,0.005878010699004247,0.01367493689707654,0.007248667737643655,0.01367493689707654,0.0001360968861808688,0.01068527256314462,0.004600909574850457,0.004600909574850457,0.004600909574850457,0.0,0.0,0.0,0.01367493689707654,0.004088888067878432
34,0.976143640046633,0.9594734264895474,0.9591766367248945,0.9708536543404835,0.9910855136542229,0.8839648326203086,0.9708536543404835,0.9636049815779428,0.9708536543404835,0.9704266712002111,0.34300750772597866,0.9705555156329694,0.381523266374087,0.03351415907467967,0.9560566524124029,0.9560566524124029,0.9560566524124029,0.9560566524124029,0.9723250415571516
35,0.0018864045437677972,0.0025640721193821597,0.0008092147772534511,0.000404437242537316,0.008951934447736419,0.003388241551600678,0.01354653183794777,0.005998193599677226,0.01342051576232144,0.0022804505677487524,0.02913744676546396,0.0100157766198213,0.0100157766198213,0.0100157766198213,0.0,0.0,0.01354653183794777,0.01354653183794777,0.0013489435680185517
