T (BPM),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.011111111111111112,0.0
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.011111111111111112,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.011111111111111112,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.011111111111111112,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.011111111111111112,0.0
41.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.011111111111111112,0.0
42.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.011111111111111112,0.0
43.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.011111111111111112,0.0
44.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.005555555555555556,0.0
45.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.005555555555555556,0.0
46.0,0.005555555555555556,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.005555555555555556,0.0
47.0,0.005555555555555556,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.005555555555555556,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.005555555555555556,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.005555555555555556,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.0,0.0,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.0,0.005555555555555556,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.016666666666666666,0.0,0.0,0.005555555555555556,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.016666666666666666,0.005555555555555556,0.0,0.005555555555555556,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.016666666666666666,0.005555555555555556,0.0,0.005555555555555556,0.0,0.0
57.0,0.005555555555555556,0.0,0.0,0.0,0.005555555555555556,0.022222222222222223,0.016666666666666666,0.0,0.005555555555555556,0.0,0.0
58.0,0.005555555555555556,0.0,0.0,0.0,0.011111111111111112,0.027777777777777776,0.016666666666666666,0.0,0.011111111111111112,0.005555555555555556,0.0
59.0,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.0,0.011111111111111112,0.027777777777777776,0.016666666666666666,0.0,0.011111111111111112,0.005555555555555556,0.0
60.0,0.005555555555555556,0.011111111111111112,0.005555555555555556,0.0,0.011111111111111112,0.027777777777777776,0.016666666666666666,0.0,0.011111111111111112,0.011111111111111112,0.0
61.0,0.016666666666666666,0.011111111111111112,0.005555555555555556,0.0,0.011111111111111112,0.05555555555555555,0.022222222222222223,0.016666666666666666,0.022222222222222223,0.011111111111111112,0.0
62.0,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.0,0.027777777777777776,0.05555555555555555,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.027777777777777776,0.016666666666666666
63.0,0.03333333333333333,0.022222222222222223,0.022222222222222223,0.0,0.03333333333333333,0.07777777777777778,0.022222222222222223,0.03888888888888889,0.03333333333333333,0.03333333333333333,0.016666666666666666
64.0,0.03333333333333333,0.022222222222222223,0.022222222222222223,0.0,0.03333333333333333,0.1,0.027777777777777776,0.05,0.027777777777777776,0.03888888888888889,0.016666666666666666
65.0,0.03888888888888889,0.022222222222222223,0.022222222222222223,0.0,0.044444444444444446,0.11666666666666667,0.027777777777777776,0.05,0.027777777777777776,0.06666666666666667,0.016666666666666666
66.0,0.05,0.03888888888888889,0.03888888888888889,0.0,0.05,0.13333333333333333,0.03333333333333333,0.05555555555555555,0.03333333333333333,0.06666666666666667,0.016666666666666666
67.0,0.044444444444444446,0.03888888888888889,0.03888888888888889,0.0,0.06666666666666667,0.14444444444444443,0.027777777777777776,0.06111111111111111,0.03888888888888889,0.07222222222222222,0.022222222222222223
68.0,0.06111111111111111,0.044444444444444446,0.044444444444444446,0.0,0.06666666666666667,0.14444444444444443,0.03888888888888889,0.07222222222222222,0.044444444444444446,0.07777777777777778,0.022222222222222223
69.0,0.06111111111111111,0.03333333333333333,0.03888888888888889,0.0,0.07222222222222222,0.16666666666666666,0.044444444444444446,0.07777777777777778,0.03888888888888889,0.07222222222222222,0.022222222222222223
70.0,0.07777777777777778,0.03333333333333333,0.03888888888888889,0.0,0.07777777777777778,0.16666666666666666,0.044444444444444446,0.08333333333333333,0.05,0.07222222222222222,0.027777777777777776
71.0,0.06666666666666667,0.05,0.05555555555555555,0.0,0.09444444444444444,0.14444444444444443,0.05,0.07777777777777778,0.05,0.1,0.027777777777777776
72.0,0.07777777777777778,0.06111111111111111,0.05,0.0,0.1,0.15555555555555556,0.06111111111111111,0.08888888888888889,0.06111111111111111,0.10555555555555556,0.05
73.0,0.07222222222222222,0.06111111111111111,0.05,0.005555555555555556,0.10555555555555556,0.15,0.07777777777777778,0.08333333333333333,0.06111111111111111,0.09444444444444444,0.03888888888888889
74.0,0.07777777777777778,0.06666666666666667,0.05,0.005555555555555556,0.10555555555555556,0.13333333333333333,0.07777777777777778,0.07777777777777778,0.05555555555555555,0.09444444444444444,0.044444444444444446
75.0,0.07777777777777778,0.06666666666666667,0.05,0.005555555555555556,0.09444444444444444,0.12777777777777777,0.07222222222222222,0.07777777777777778,0.05555555555555555,0.08888888888888889,0.044444444444444446
76.0,0.06666666666666667,0.06666666666666667,0.05,0.005555555555555556,0.1111111111111111,0.12777777777777777,0.08888888888888889,0.09444444444444444,0.08333333333333333,0.08333333333333333,0.05555555555555555
77.0,0.07777777777777778,0.07777777777777778,0.06111111111111111,0.005555555555555556,0.11666666666666667,0.1388888888888889,0.08888888888888889,0.09444444444444444,0.07777777777777778,0.08333333333333333,0.05555555555555555
78.0,0.07222222222222222,0.07222222222222222,0.06666666666666667,0.005555555555555556,0.12222222222222222,0.16111111111111112,0.08888888888888889,0.1,0.08333333333333333,0.09444444444444444,0.06666666666666667
79.0,0.09444444444444444,0.10555555555555556,0.08333333333333333,0.011111111111111112,0.15,0.16111111111111112,0.09444444444444444,0.1111111111111111,0.1111111111111111,0.11666666666666667,0.12222222222222222
80.0,0.11666666666666667,0.13333333333333333,0.1111111111111111,0.011111111111111112,0.16666666666666666,0.17222222222222222,0.1111111111111111,0.12777777777777777,0.13333333333333333,0.12777777777777777,0.12222222222222222
