Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn
0,0.0014241808075495434,0.004468581314585076,0.012537774200856612,0.02895457024524983,0.026198860333374756,0.026198860333374756,0.0,0.017702001733459045
1,0.005799183937967428,0.01570966353228122,0.4195060805934288,0.0032360650358800804,0.4177457608115539,0.002708194615774306,0.0,0.0
2,0.0014241808075495434,0.04133817906611419,0.0011786099386381697,0.06363809542566289,0.00587795603541886,0.00587795603541886,0.0,0.0
3,0.001480446554630774,0.04997920270779139,0.00013131626441844846,0.008972925229016633,0.006355589674761301,0.006355589674761301,0.009218530029378632,0.0
4,0.0015309431113316218,0.0055850833493378575,0.0009723984225022904,0.0016532699304864498,0.0007908573271280926,0.0007908573271280926,0.0,0.0
5,0.0033557948625981735,0.33820283394729617,0.0008989339142148925,0.0007434759281300231,0.0004254334885467612,0.0004254334885467612,0.0,0.0
6,0.015502666816364894,0.03617675311069971,0.004462868488536361,0.005784992981138823,0.006290662276524465,0.006290662276524465,0.0,0.0
7,0.0032613820723354273,0.023633106565081,0.0025152730423816947,0.0036448456785865726,0.003185121352992879,0.003185121352992879,0.0,0.0
8,0.005311626113729443,0.012328336193334849,0.0004967510171094145,9.815390313688846e-05,0.0005646536099419131,0.0005646536099419131,0.0,0.0
9,0.010106964845150033,0.0224984662856843,0.0001360968861808688,0.00022140262498788772,0.00022140262498788772,0.00022140262498788772,0.013546531837947923,0.013546531837947923
10,0.41573462180552184,0.05693129336303699,0.0028553813210831576,0.026138754028439744,0.0065765149808182845,0.0065765149808182845,0.0,0.020758560166797495
11,0.0014241808075495434,0.004468581314585076,0.0011786099386381697,0.007457592449596073,0.004660384547127476,0.004660384547127476,0.017702001733459045,0.017702001733459045
12,0.0013109451523467682,0.03045807702148059,0.003275132032860875,0.0026544761086338465,0.003170573746311275,0.003170573746311275,0.0,0.0
13,0.0,0.03617507814770278,0.0019609929066089007,0.0007174421392058368,0.00024367465754749417,0.00024367465754749417,0.0,0.0
14,0.0,0.0022224421620449684,0.006132446576216935,0.006406907227007321,0.007835960293459211,0.007835960293459211,0.0,0.0
15,0.020417389967929554,0.42949240245566495,0.009795239268705765,0.3395214232530193,0.04218526163471875,0.04218526163471875,0.0,0.0
16,0.0011907245728894238,0.012611315883050369,0.0026628385396014285,0.007028168312793849,0.002867529091365111,0.002867529091365111,0.0,0.4017406766653861
17,0.0014241808075495434,0.018252583912931806,0.006846327129763225,0.009552077685085529,0.010946643071941323,0.010946643071941323,0.0,0.0
18,0.008355203333952914,0.015712650550984537,0.014037833400282595,0.07796343107339544,0.007815872326708554,0.007815872326708554,0.0,0.0
19,0.011525456135537217,0.02249801962803803,0.004468748811186093,0.03344125371760988,0.008985109278683845,0.008985109278683845,0.0,0.014950341465971604
20,0.011984664174843822,0.03045807702148059,0.030940792675776034,0.046700215969044466,0.008321160335360768,0.008321160335360768,0.013175388747733168,0.013056152825446284
21,0.007992790753530621,0.03359862203573432,0.006531069761238708,0.017940161297621833,0.0009090899456621014,0.0009090899456621014,0.0,0.009398698002249559
22,0.017373771576956843,0.04997920270779139,0.00013131626441844846,0.3549010892838194,0.0005353624684778055,0.0005353624684778055,0.009218530029378632,0.009218530029378632
23,0.02037651520936323,0.05113204264299114,0.022067762488415674,0.03174853715035125,0.009756491911215191,0.009756491911215191,0.0,0.0
24,0.003929267179360588,0.01796886363736658,0.011763972334536972,0.003299503886080417,0.01037639400934113,0.01037639400934113,0.0,0.01648812278856894
25,0.0011907245728894238,0.04363346576921403,0.4225391680173058,0.02023279450240841,0.0033883366385973617,0.0033883366385973617,0.0,0.4216402341030908
26,0.001480446554630774,0.04997920270779139,0.005586088328536371,0.017926200910591786,0.012152485826384386,0.012152485826384386,0.01837852931485452,0.01837852931485452
27,0.011495638837829386,0.03617116989314686,0.0038408449657758572,0.02672845879162778,0.0034623830485660577,0.0034623830485660577,0.011495638837829386,0.011495638837829386
28,0.011553347793651787,0.1013309580503743,0.011132702421028743,0.016646125104179888,0.002408662893027867,0.002408662893027867,0.0,0.01727799143183547
29,0.0014241808075495434,0.018252583912931806,0.006846327129763225,0.0002478798640306961,0.005360239497154184,0.005360239497154184,0.017702001733459045,0.017702001733459045
30,0.011984664174843822,0.03045807702148059,0.0044003661337311505,0.003034553781341263,0.003034553781341263,0.003034553781341263,0.0,0.0
31,0.01890686381797182,0.05287166867155687,0.4320655462628737,0.008535874941764396,0.4246489683455318,0.4246489683455318,0.42269107182227916,0.42269107182227916
32,0.01446350186824337,0.04305811380111438,0.0055850833493378575,0.03329687450919126,0.010307850850066254,0.010307850850066254,0.0,0.010888316142736155
33,0.024247546246677205,0.026469988408722004,0.018115099670460443,0.0018142901048462015,0.0044467883289546276,0.0044467883289546276,0.024247546246677205,0.024247546246677205
34,0.0,0.0022224421620449684,0.0019609929066089007,0.00023036869978592092,0.00023036869978592092,0.00023036869978592092,0.0,0.0
35,0.0018022426339853838,0.03617675311069971,0.004462868488536361,0.0022395905638148486,0.0027466195542334196,0.0027466195542334196,0.0,0.0
36,0.007731636841243449,0.01797104109132729,0.002377429825139773,0.0005082664126141745,0.0014896051638374041,0.0014896051638374041,0.0,0.0
37,0.41503749927884376,0.01063822732732532,0.004324802346333293,0.07565396271432209,0.0015069092026112005,0.0015069092026112005,0.0,0.0
38,0.0011907245728894238,0.012611315883050369,0.0026628385396014285,0.004966114146348055,0.003919257750166261,0.003919257750166261,0.0,0.0
39,0.008355203333952914,0.015712650550984537,0.005728910928741794,0.008621632946737156,0.006205740723497841,0.006205740723497841,0.0,0.0
40,0.004764116509774755,0.027611389679336986,0.00013316570391323857,0.0017011548418899678,0.0017011548418899678,0.0017011548418899678,0.0,0.0
41,0.026205070347394003,0.027611389679336986,0.017900129015361088,0.05580911288753038,0.037729933153151395,0.037729933153151395,0.0,0.022367813028454427
42,0.014148463574888803,0.006145289010806913,0.0003406443929848312,0.01382622336445306,0.011751814692535464,0.011751814692535464,0.0,0.0
43,0.0013746499762173534,0.012326884557164393,0.0005494934520395503,0.00029818778891654884,0.00037917286449722727,0.00037917286449722727,0.0,0.0
44,0.01718572640202139,0.0242024364816268,0.007124316964416159,0.005233084391782432,0.003827003789519519,0.003827003789519519,0.0,0.011874100288291724
45,0.004853083222963362,0.004465436770300531,0.001961516333286177,0.0010266139754357007,0.0004085071220018773,0.0004085071220018773,0.0,0.0
46,0.0,0.03617116989314686,0.0005489211719054713,0.001257897028753352,0.00046744880201089414,0.00046744880201089414,0.0,0.0
47,0.010743771828055172,0.014863594839644058,0.011131418280718126,0.01580659424707112,0.007789828008191563,0.007789828008191563,0.015596855051018503,0.0
48,0.0389941316158638,0.016271612455442,0.031814759452054586,0.010516884244894718,0.04943885389296369,0.04943885389296369,0.07696198181488413,0.058102954563568183
49,0.002678626458781078,0.023352712753116303,0.007411448044405231,0.00805731663772777,0.0005289124950812522,0.0005289124950812522,0.012711051749553986,0.012711051749553986
50,0.0,0.01909933150174009,0.001961474459144891,0.0013806715437524287,0.0006229173993744348,0.0006229173993744348,0.0,0.0
