Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.49661743531793406,0.09887174959294497,0.5327092552361133,9.940659465123942e-17,2.1054542433593662e-07,0.0003552811186314787,0.0003069470155465656,0.001496258885393508,2.1689238760717064e-05,1.0058579844832589e-07,2.746577112268215e-07
boeck2019/multi_task,0.49661743531793406,1.0,0.4868502416647969,0.1081290214060573,8.284451872080077e-14,5.656214894965935e-06,0.008641499683281728,0.007148733833163055,0.03001586434906731,0.0009142745821630892,4.368932206224439e-05,1.919969240032144e-05
boeck2019/multi_task_hjdb,0.09887174959294497,0.4868502416647969,1.0,0.011330984183587136,1.2402507363468665e-12,0.00010714768358467152,0.04022356409571665,0.03314396778750546,0.09837064844049176,0.0070842526738804975,0.0005387801699960484,0.0004496479716438128
boeck2020/dar,0.5327092552361133,0.1081290214060573,0.011330984183587136,1.0,5.90963701961033e-19,5.257316976900646e-09,2.0876568218419763e-05,1.9167786796225883e-05,0.00020372185740785695,4.713242239575155e-06,2.3070738505242657e-08,6.083249930070789e-08
davies2009/mirex_qm_tempotracker,9.940659465123942e-17,8.284451872080077e-14,1.2402507363468665e-12,5.90963701961033e-19,1.0,8.83755632755875e-05,1.3888556445417406e-08,3.4958935147973034e-08,5.1539546966008525e-09,1.6837633430122164e-07,2.568720337924737e-05,1.0096127351113517e-05
percival2014/stem,2.1054542433593662e-07,5.656214894965935e-06,0.00010714768358467152,5.257316976900646e-09,8.83755632755875e-05,1.0,0.03145044869191872,0.03766692222862869,0.014507542249735656,0.1550019040032604,0.6349917907446543,0.602537006105314
schreiber2014/default,0.0003552811186314787,0.008641499683281728,0.04022356409571665,2.0876568218419763e-05,1.3888556445417406e-08,0.03145044869191872,1.0,1.0,0.7708669945730275,0.37400260202603475,0.08168153394154007,0.08719706449021135
schreiber2017/ismir2017,0.0003069470155465656,0.007148733833163055,0.03314396778750546,1.9167786796225883e-05,3.4958935147973034e-08,0.03766692222862869,1.0,1.0,0.3437499999999999,0.4496917979688908,0.10955657678268615,0.10955657678268615
schreiber2017/mirex2017,0.001496258885393508,0.03001586434906731,0.09837064844049176,0.00020372185740785695,5.1539546966008525e-09,0.014507542249735656,0.7708669945730275,0.3437499999999999,1.0,0.20771208572755318,0.04512694888867611,0.03846005334892747
schreiber2018/cnn,2.1689238760717064e-05,0.0009142745821630892,0.0070842526738804975,4.713242239575155e-06,1.6837633430122164e-07,0.1550019040032604,0.37400260202603475,0.4496917979688908,0.20771208572755318,1.0,0.4101027163746913,0.37129803447101056
schreiber2018/fcn,1.0058579844832589e-07,4.368932206224439e-05,0.0005387801699960484,2.3070738505242657e-08,2.568720337924737e-05,0.6349917907446543,0.08168153394154007,0.10955657678268615,0.04512694888867611,0.4101027163746913,1.0,0.8897069355331011
schreiber2018/ismir2018,2.746577112268215e-07,1.919969240032144e-05,0.0004496479716438128,6.083249930070789e-08,1.0096127351113517e-05,0.602537006105314,0.08719706449021135,0.10955657678268615,0.03846005334892747,0.37129803447101056,0.8897069355331011,1.0
