Estimator,OE1_MEAN,OE1_STDEV,OE2_MEAN,OE2_STDEV
boeck2019/multi_task_hjdb,0.0005030204734435394,0.003619623955178727,0.0005030204734435394,0.003619623955178727
boeck2020/dar,-0.0060999698081317544,0.005304364397036001,-0.0060999698081317544,0.005304364397036001
schreiber2018/fcn,-0.03319318265858844,0.18087090197571337,0.0008493705329009209,0.004426208639133254
schreiber2018/cnn,-0.054490691270878064,0.22903968007564707,0.0008284576652921439,0.0039225214969960485
boeck2015/tempodetector2016_default,-0.07683869797268286,0.27013441769529734,-0.0020090703100396432,0.010500107113281252
schreiber2018/ismir2018,-0.08289262817527734,0.28004050042866113,0.0022137548034460567,0.01744818200113989
boeck2019/multi_task,-0.14334307848443942,0.35180669036129925,0.0013377725793903457,0.0728800890949412
davies2009/mirex_qm_tempotracker,-0.32482297428888546,0.42127050392163506,0.10070894060473162,0.16961227228152825
schreiber2017/mirex2017,-0.25495042441527643,0.4324938932062533,0.0003687245208937413,0.040384490963170455
percival2014/stem,-0.7151703309596021,0.4519047596385829,-0.00027671393832553835,0.002944857254944785
schreiber2017/ismir2017,-0.40388659439890484,0.4879636716946864,0.00036872475003129257,0.04038449095383879
schreiber2014/default,-0.5310396419520141,0.498629806126898,0.000875251665007202,0.03185234141011799
