Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn
boeck2015/tempodetector2016_default,1.0,0.27946098698645705,0.7052355419860092,0.7865744729884233,0.9701283428892986,0.5358579735142441,0.43902152021261964,0.6973127285449466
davies2009/mirex_qm_tempotracker,0.27946098698645705,1.0,0.5815168980557015,0.19429564070553595,0.26185887520261447,0.050527010975767936,0.04092732821603812,0.5819804721158183
percival2014/stem,0.7052355419860092,0.5815168980557015,1.0,0.8555238980990787,0.3654143439845362,0.1793517656226861,0.12746628052117837,0.994670149802205
schreiber2014/default,0.7865744729884233,0.19429564070553595,0.8555238980990787,1.0,0.7706146979288797,0.3208615928113392,0.2580108090349752,0.8500654117097066
schreiber2017/ismir2017,0.9701283428892986,0.26185887520261447,0.3654143439845362,0.7706146979288797,1.0,0.3221256451002448,0.2166572008607231,0.5901350959627586
schreiber2017/mirex2017,0.5358579735142441,0.050527010975767936,0.1793517656226861,0.3208615928113392,0.3221256451002448,1.0,0.17116355564351202,0.16832666967868112
schreiber2018/cnn,0.43902152021261964,0.04092732821603812,0.12746628052117837,0.2580108090349752,0.2166572008607231,0.17116355564351202,1.0,0.11619954782639219
schreiber2018/fcn,0.6973127285449466,0.5819804721158183,0.994670149802205,0.8500654117097066,0.5901350959627586,0.16832666967868112,0.11619954782639219,1.0
