Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,0.00851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00851063829787234,0.00851063829787234,0.00851063829787234
0.0005,0.8765957446808511,0.059574468085106386,0.06382978723404255,0.0425531914893617,0.02127659574468085,0.06382978723404255,0.06382978723404255,0.06382978723404255,0.0851063829787234,0.0851063829787234,0.0851063829787234
0.001,0.8765957446808511,0.0851063829787234,0.10212765957446808,0.04680851063829787,0.09787234042553192,0.1148936170212766,0.11914893617021277,0.11914893617021277,0.14042553191489363,0.15319148936170213,0.19148936170212766
0.0015,0.8808510638297873,0.12340425531914893,0.14893617021276595,0.059574468085106386,0.1829787234042553,0.16170212765957448,0.16170212765957448,0.16170212765957448,0.17872340425531916,0.2170212765957447,0.31063829787234043
0.002,0.8808510638297873,0.14893617021276595,0.1702127659574468,0.06382978723404255,0.19574468085106383,0.2,0.2127659574468085,0.2127659574468085,0.19148936170212766,0.225531914893617,0.3276595744680851
0.0025,0.8851063829787233,0.19148936170212766,0.19148936170212766,0.06382978723404255,0.2127659574468085,0.2297872340425532,0.24680851063829787,0.24680851063829787,0.20851063829787234,0.23829787234042554,0.3404255319148936
0.003,0.8851063829787233,0.225531914893617,0.22127659574468084,0.08085106382978724,0.2425531914893617,0.2553191489361702,0.2680851063829787,0.2680851063829787,0.2297872340425532,0.25957446808510637,0.3659574468085106
0.0035,0.8851063829787233,0.24680851063829787,0.2723404255319149,0.08085106382978724,0.31063829787234043,0.3021276595744681,0.3191489361702128,0.3191489361702128,0.28936170212765955,0.3148936170212766,0.4297872340425532
0.004,0.8851063829787233,0.2680851063829787,0.31063829787234043,0.08085106382978724,0.33617021276595743,0.3276595744680851,0.3574468085106383,0.3574468085106383,0.30638297872340425,0.3191489361702128,0.43829787234042555
0.0045,0.8851063829787233,0.30638297872340425,0.33617021276595743,0.09787234042553192,0.3829787234042553,0.3574468085106383,0.37446808510638296,0.37446808510638296,0.33617021276595743,0.3574468085106383,0.46808510638297873
