Estimator,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
boeck2015/tempodetector2016_default,1.0,0.6500782863395616,0.5831731381379524,6.236442398578881e-05,8.64794854121891e-07,5.584912802888442e-09,2.330230467801003e-06,0.32801906271527714,0.0873161388792977,0.021094714572229604,0.009544901395480197,0.050473033259382634
boeck2019/multi_task,0.6500782863395616,1.0,0.31579499449248727,0.019982443789536553,0.00028770800711880833,0.0677792692009419,9.92835156507428e-06,0.7652545879137622,0.223034157994628,0.10116212695519154,0.41244949354039406,0.1825132128782945
boeck2019/multi_task_hjdb,0.5831731381379524,0.31579499449248727,1.0,0.029086018156269242,0.0003947844361604111,0.055225306759942874,1.3786203450918323e-05,0.8286136476352262,0.24293543908074144,0.11542899396815244,0.4702489547894726,0.19506726535609636
boeck2020/dar,6.236442398578881e-05,0.019982443789536553,0.029086018156269242,1.0,0.006942538692223136,2.9755245853466063e-10,0.0003671612430456479,0.07418444566268387,0.9439193084087973,0.8427346017802952,0.064572626584068,0.9703995377322686
davies2009/mirex_qm_tempotracker,8.64794854121891e-07,0.00028770800711880833,0.0003947844361604111,0.006942538692223136,1.0,4.1831533677289036e-09,0.23533398293047372,4.1615380503049725e-08,0.01426848277677787,0.0169486371281477,0.00013955327410168782,0.041593057086346294
percival2014/stem,5.584912802888442e-09,0.0677792692009419,0.055225306759942874,2.9755245853466063e-10,4.1831533677289036e-09,1.0,3.4399545639537147e-08,0.009503388272956699,0.008013644388438221,0.00024793724215203366,9.511878191698297e-08,0.0027411361846899525
schreiber2014/default,2.330230467801003e-06,9.92835156507428e-06,1.3786203450918323e-05,0.0003671612430456479,0.23533398293047372,3.4399545639537147e-08,1.0,8.27738837389005e-07,0.00026060119915850713,2.973907267140278e-05,9.271825936454946e-06,0.0014727860762565217
schreiber2017/ismir2017,0.32801906271527714,0.7652545879137622,0.8286136476352262,0.07418444566268387,4.1615380503049725e-08,0.009503388272956699,8.27738837389005e-07,1.0,0.15788040990677202,0.2111103661810317,0.5790039393926267,0.26104886098154656
schreiber2017/mirex2017,0.0873161388792977,0.223034157994628,0.24293543908074144,0.9439193084087973,0.01426848277677787,0.008013644388438221,0.00026060119915850713,0.15788040990677202,1.0,0.9449259976128023,0.44386479183648675,0.9698905812221852
schreiber2018/cnn,0.021094714572229604,0.10116212695519154,0.11542899396815244,0.8427346017802952,0.0169486371281477,0.00024793724215203366,2.973907267140278e-05,0.2111103661810317,0.9449259976128023,1.0,0.30979868507347746,0.8969177453916254
schreiber2018/fcn,0.009544901395480197,0.41244949354039406,0.4702489547894726,0.064572626584068,0.00013955327410168782,9.511878191698297e-08,9.271825936454946e-06,0.5790039393926267,0.44386479183648675,0.30979868507347746,1.0,0.37831162487308856
schreiber2018/ismir2018,0.050473033259382634,0.1825132128782945,0.19506726535609636,0.9703995377322686,0.041593057086346294,0.0027411361846899525,0.0014727860762565217,0.26104886098154656,0.9698905812221852,0.8969177453916254,0.37831162487308856,1.0
