τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,echonest/version_3_2_1,gkiokas2012/default,klapuri2006/percival2014,oliveira2010/ibt,percival2014/stem,scheirer1998/percival2014,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default,zplane/auftakt_v3
0.0,,,,,,,,,,,,,,,,,,,
0.005,0.00689373917951869,0.0016258605360984916,0.01302053068975219,0.0016436225983369106,-0.02545750203649412,-0.06286556100768748,-0.09575476681835357,-0.06566924222180534,-0.07416119133081846,-0.09024587738562741,-0.06604832069000671,-0.09283848499265855,0.00025439305104165544,0.003655338242904522,0.012806128417805738,0.024863182778815454,0.00127290215959346,0.01655648960871089,-0.07755855419736263
0.01,-0.05244379835546149,0.00979165959895495,0.015283959102970113,0.0012993010728937825,-0.08301334081475717,-0.15463615796118754,-0.23690426620349542,-0.15217158948974305,-0.14641791538520055,-0.19699043573267153,-0.13308563709969287,-0.19019689280799434,-0.03388779544856986,-0.009498697072290719,0.006690896547373315,0.010257244225092109,-0.015812857785462073,0.007606510330733105,-0.1652454717460713
0.015,-0.1313802542325014,0.006890527562911942,0.010805753689637597,-0.0011135177467189188,-0.12755981870487063,-0.25742728145447535,-0.3361748280536857,-0.22826023923049707,-0.22337396645226804,-0.2790902746053598,-0.19105717731727664,-0.284776358658943,-0.056128358225414704,-0.023286848183169416,-0.0001836692056900868,-0.004609039519544826,-0.025966695803801784,0.0012903982202017359,-0.23639247019945767
0.02,-0.1379036286190152,0.004162747412231107,0.0075496410745627815,-0.0010923774079064984,-0.12326893284529268,-0.2823011445664346,-0.3627520217374967,-0.24805223314791916,-0.24237476005724462,-0.302844996814481,-0.19351267974226388,-0.303027392844875,-0.06474245996940109,-0.038039260741688355,0.0008729954261011861,-0.00929995870458636,-0.03008325918451172,-0.0020678990540394407,-0.25788623535773986
0.025,-0.13704986268528346,0.003980856936391024,0.0060065536294405045,-0.0009133652004629678,-0.10074584126313667,-0.303368176414905,-0.38131682768198744,-0.25280208309778024,-0.24834010704604084,-0.31240899285798496,-0.18242058826618116,-0.31059584741899565,-0.06937506717728421,-0.042449834211974874,0.0010971564384727752,-0.014432583518765231,-0.03511172978302364,-0.0036988025594565754,-0.2652122129824149
0.03,-0.1312253201041607,0.005522963384479509,0.0074469855622203785,-0.0008184019266923925,-0.09453249462722478,-0.31578874492919407,-0.3863522663992442,-0.2544774283329095,-0.2483352394631656,-0.31323198467994307,-0.1793177794881611,-0.31333083136000334,-0.07451123532834777,-0.043924994723560734,-0.0007080201333296493,-0.013485725819692493,-0.03525845660554205,-0.004916876678856037,-0.26868041332335635
0.035,-0.13311393071835548,0.005499214184198872,0.007394916152337714,-0.0008492133280702481,-0.09744723402730905,-0.31851412281752856,-0.38810914067801633,-0.2553069390799696,-0.2496181567421533,-0.31486754838279735,-0.17939367490961386,-0.31494986102750056,-0.07525271032845988,-0.043449655183626236,-0.0006060592353393932,-0.013227758050930589,-0.03638043987053763,-0.0047822767088272836,-0.2701582481109562
0.04,-0.13233380696127875,0.005469070646292967,0.007351768553954855,-0.0008704790838412858,-0.09452130373148125,-0.3183674904261038,-0.38819268869350093,-0.2546976021951518,-0.24910066035480172,-0.3143746810877655,-0.17801614401852872,-0.31447215298297837,-0.07620146718914675,-0.04162391163035656,-0.0005964407897609468,-0.013143344353111604,-0.03618537607007988,-0.004686311635626095,-0.27006700829724845
0.045,-0.13233380696127875,0.005469070646292967,0.007351768553954855,-0.0008704790838412858,-0.09452130373148125,-0.3183674904261038,-0.38819268869350093,-0.2546976021951518,-0.24910066035480172,-0.3143746810877655,-0.17801614401852872,-0.31447215298297837,-0.07620146718914675,-0.04162391163035656,-0.0005964407897609468,-0.013143344353111604,-0.03618537607007988,-0.004686311635626095,-0.27006700829724845
0.05,-0.13189606557709127,0.005473519641348244,0.007358165257383889,-0.0008267269639029046,-0.0927438587903158,-0.31741033143229214,-0.3870194233325909,-0.2525193787756169,-0.246853966770774,-0.3134052587972749,-0.17737050797622497,-0.3135303561307048,-0.07595909247608518,-0.04148368626901962,-0.0005121335464408903,-0.013021970924966287,-0.03601692700794012,-0.004745802608435911,-0.2692333855965693
0.055,-0.13189606557709127,0.005473519641348244,0.007358165257383889,-0.0008267269639029046,-0.0927438587903158,-0.31741033143229214,-0.3870194233325909,-0.2525193787756169,-0.246853966770774,-0.3134052587972749,-0.17737050797622497,-0.3135303561307048,-0.07595909247608518,-0.04148368626901962,-0.0005121335464408903,-0.013021970924966287,-0.03601692700794012,-0.004745802608435911,-0.2692333855965693
0.06,-0.13149635096557669,0.005498697407036998,0.007396089602641992,-0.0008180803003679487,-0.08954294099037534,-0.3171885182173551,-0.3858415042211017,-0.25077336585437965,-0.2443376473542577,-0.312553169602759,-0.1759250676888311,-0.31338504379196847,-0.07504271833401688,-0.041280107873185444,-0.00042326011957812443,-0.012896249670773553,-0.03582347392434245,-0.004644458875057696,-0.26594104884680425
0.065,-0.13277139903901292,0.005484707515485507,0.007378137785856483,-0.0008245385195538517,-0.09084783187271003,-0.31819697270375996,-0.38758902965054476,-0.2518787057924307,-0.24544465301051108,-0.3135861867547694,-0.17577093618175363,-0.31439785456529895,-0.07640695499212184,-0.042693995429026924,-0.0004300645116406086,-0.012884711431143102,-0.03723711807093397,-0.004656809725940843,-0.26702329066932967
0.07,-0.13079864579778744,0.006939498817709573,0.008831627927518616,-0.00068853260370401,-0.08992777479329091,-0.3186824402002172,-0.3861385479150384,-0.2505125619914507,-0.24447899447431598,-0.3127134857223049,-0.17631203927651581,-0.31353255656029694,-0.07616385086428126,-0.04254975628524235,0.0011820079163911393,-0.011084951632432307,-0.036345645109419615,-0.004797568339006877,-0.2666700598435396
0.075,-0.13061684304958865,0.006927997774773017,0.008823973946735269,-0.0006771152838003274,-0.08825967687888403,-0.31866881394563323,-0.385479729988854,-0.24906607561391927,-0.24414831961347963,-0.31228985645085916,-0.17607421735429166,-0.3130607933500791,-0.07603674354776604,-0.042471864334142996,0.001202128688384608,-0.011046870451143343,-0.03627057901820827,-0.00476869269694694,-0.26628710698586033
0.08,-0.13061684304958865,0.006927997774773017,0.008823973946735269,-0.0006771152838003274,-0.08825967687888403,-0.31866881394563323,-0.385479729988854,-0.24906607561391927,-0.24414831961347963,-0.31228985645085916,-0.17607421735429166,-0.3130607933500791,-0.07603674354776604,-0.042471864334142996,0.001202128688384608,-0.011046870451143343,-0.03627057901820827,-0.00476869269694694,-0.26628710698586033
0.085,-0.13061684304958865,0.006927997774773017,0.008823973946735269,-0.0006771152838003274,-0.08825967687888403,-0.31866881394563323,-0.385479729988854,-0.24906607561391927,-0.24414831961347963,-0.31228985645085916,-0.17607421735429166,-0.3130607933500791,-0.07603674354776604,-0.042471864334142996,0.001202128688384608,-0.011046870451143343,-0.03627057901820827,-0.00476869269694694,-0.26628710698586033
0.09,-0.13061684304958865,0.006927997774773017,0.008823973946735269,-0.0006771152838003274,-0.08825967687888403,-0.31866881394563323,-0.385479729988854,-0.24906607561391927,-0.24414831961347963,-0.31228985645085916,-0.17607421735429166,-0.3130607933500791,-0.07603674354776604,-0.042471864334142996,0.001202128688384608,-0.011046870451143343,-0.03627057901820827,-0.00476869269694694,-0.26628710698586033
0.095,-0.13061684304958865,0.006927997774773017,0.008823973946735269,-0.0006771152838003274,-0.08825967687888403,-0.31866881394563323,-0.385479729988854,-0.24906607561391927,-0.24414831961347963,-0.31228985645085916,-0.17607421735429166,-0.3130607933500791,-0.07603674354776604,-0.042471864334142996,0.001202128688384608,-0.011046870451143343,-0.03627057901820827,-0.00476869269694694,-0.26628710698586033
0.1,-0.13061684304958865,0.006927997774773017,0.008823973946735269,-0.0006771152838003274,-0.08825967687888403,-0.31866881394563323,-0.385479729988854,-0.24906607561391927,-0.24414831961347963,-0.31228985645085916,-0.17607421735429166,-0.3130607933500791,-0.07603674354776604,-0.042471864334142996,0.001202128688384608,-0.011046870451143343,-0.03627057901820827,-0.00476869269694694,-0.26628710698586033
0.105,-0.13040999316082424,0.006938744424119314,0.008840893386184497,-0.000661234314878438,-0.08661264153632228,-0.3181798402743789,-0.38486341009669783,-0.24827185039784816,-0.24376329391567977,-0.31175963459046657,-0.17580279840431837,-0.31257874196884333,-0.0759012185551301,-0.042992190846625596,0.0012034936235224233,-0.01095358289581621,-0.03614041469597023,-0.004758598490777938,-0.2658846559297937
0.11,-0.13040999316082424,0.006938744424119314,0.008840893386184497,-0.000661234314878438,-0.08661264153632228,-0.3181798402743789,-0.38486341009669783,-0.24827185039784816,-0.24376329391567977,-0.31175963459046657,-0.17580279840431837,-0.31257874196884333,-0.0759012185551301,-0.042992190846625596,0.0012034936235224233,-0.01095358289581621,-0.03614041469597023,-0.004758598490777938,-0.2658846559297937
0.115,-0.13040999316082424,0.006938744424119314,0.008840893386184497,-0.000661234314878438,-0.08661264153632228,-0.3181798402743789,-0.38486341009669783,-0.24827185039784816,-0.24376329391567977,-0.31175963459046657,-0.17580279840431837,-0.31257874196884333,-0.0759012185551301,-0.042992190846625596,0.0012034936235224233,-0.01095358289581621,-0.03614041469597023,-0.004758598490777938,-0.2658846559297937
0.12,-0.13040999316082424,0.006938744424119314,0.008840893386184497,-0.000661234314878438,-0.08661264153632228,-0.3181798402743789,-0.38486341009669783,-0.24827185039784816,-0.24376329391567977,-0.31175963459046657,-0.17580279840431837,-0.31257874196884333,-0.0759012185551301,-0.042992190846625596,0.0012034936235224233,-0.01095358289581621,-0.03614041469597023,-0.004758598490777938,-0.2658846559297937
0.125,-0.13040999316082424,0.006938744424119314,0.008840893386184497,-0.000661234314878438,-0.08661264153632228,-0.3181798402743789,-0.38486341009669783,-0.24827185039784816,-0.24376329391567977,-0.31175963459046657,-0.17580279840431837,-0.31257874196884333,-0.0759012185551301,-0.042992190846625596,0.0012034936235224233,-0.01095358289581621,-0.03614041469597023,-0.004758598490777938,-0.2658846559297937
0.13,-0.13040999316082424,0.006938744424119314,0.008840893386184497,-0.000661234314878438,-0.08661264153632228,-0.3181798402743789,-0.38486341009669783,-0.24827185039784816,-0.24376329391567977,-0.31175963459046657,-0.17580279840431837,-0.31257874196884333,-0.0759012185551301,-0.042992190846625596,0.0012034936235224233,-0.01095358289581621,-0.03614041469597023,-0.004758598490777938,-0.2658846559297937
0.135,-0.13040999316082424,0.006938744424119314,0.008840893386184497,-0.000661234314878438,-0.08661264153632228,-0.3181798402743789,-0.38486341009669783,-0.24827185039784816,-0.24376329391567977,-0.31175963459046657,-0.17580279840431837,-0.31257874196884333,-0.0759012185551301,-0.042992190846625596,0.0012034936235224233,-0.01095358289581621,-0.03614041469597023,-0.004758598490777938,-0.2658846559297937
