τ,boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0,,,,,,,,,,,,
0.005,0.0037563113495947572,0.002779773548326964,0.0026402141730416844,0.002081841629684881,0.03164168292002849,-0.0011050150890008607,-0.0010566004987437583,-0.0010566004987437583,-0.0010566004987437583,-0.0025329964398342307,-0.0025329964398342307,-0.0025329964398342307
0.01,0.0037563113495947572,0.002779773548326964,0.0026402141730416844,0.002081841629684881,0.03164168292002849,-0.0011050150890008607,-0.0010566004987437583,-0.0010566004987437583,-0.0010566004987437583,-0.0025329964398342307,-0.0025329964398342307,-0.0025329964398342307
0.015,0.0037563113495947572,0.002779773548326964,0.0026402141730416844,0.002081841629684881,0.03164168292002849,-0.0011050150890008607,-0.0010566004987437583,-0.0010566004987437583,-0.0010566004987437583,-0.0025329964398342307,-0.0025329964398342307,-0.0025329964398342307
0.02,-0.002069449707598486,0.0010606849875053664,0.0037927158215448203,0.002240698838934695,0.02857915738859151,6.628480009726897e-05,-2.7325055153746252e-05,0.0003124936589598054,0.0003124936589598054,-0.001615924581259862,-0.001615924581259862,-0.001615924581259862
0.025,-0.0015454932552631687,0.0012786893556574704,0.002129081407084426,0.0002465292229157069,0.024606554611347923,-0.0010755074270316792,-0.00126487202159906,-0.0007997722848927341,-0.0007997722848927341,-0.002220565973279926,-0.002220565973279926,-0.002220565973279926
0.03,-0.0015454932552631687,0.0012786893556574704,0.002129081407084426,0.0002465292229157069,0.024606554611347923,-0.0010755074270316792,-0.00126487202159906,-0.0007997722848927341,-0.0007997722848927341,-0.002220565973279926,-0.002220565973279926,-0.002220565973279926
0.035,0.037572912643976046,-0.023128737821646757,-0.009341691191252968,-0.00220535275268811,0.015273161722465865,0.037182860962446745,0.017824906992734025,-0.0023138786877863263,0.03541679891205149,-0.023571120697506356,-0.020965292755927192,-0.0194971345747154
0.04,0.0670300449515824,0.01528380096958244,0.027344995844766185,0.031892197706253574,0.0194440206044793,0.050168910566789036,0.04939651906170494,0.032052470450286585,0.06397842841938012,-0.017631871932818247,0.017336583665562597,-0.0117455098498922
0.045,0.051972104617623686,-0.016114043261521355,-0.003013783945803957,0.0377679431151104,0.04657854615958096,0.004537313706996721,-0.024819692319774368,-0.01830684590166864,-0.0010136186684096434,-0.008178603997649745,-0.03548508347293696,-0.06994595186350225
0.05,0.03533184455919787,-0.017257831597904137,0.006416175424179262,0.015907288061877377,0.014361893038794532,-0.01410594885789147,-0.04073084897622576,-0.018501221998507802,-0.007283991979048023,-0.014887465352163535,-0.034246854129856064,-0.05876128446512383
0.055,0.025190843207843434,-0.016458346562789213,0.001656192165332308,0.018877164434515474,0.019703626169951506,-0.0004933614632913406,-0.048263623693707,-0.030306327384612242,-0.0218361734889991,-0.017812923366750454,-0.03934223572016421,-0.061234688577981776
0.06,0.01895999940514131,-0.01548988107092935,0.00034110703671573207,0.013518565555886859,0.038118624397375525,-0.0001445526199075375,-0.04726190337270758,-0.02759413444096928,-0.020559597022629803,-0.023528954879236702,-0.03515812089647231,-0.05611840496882732
0.065,0.01833265237413237,0.0004268923084433543,-0.0050457767620358295,-0.001206376921252263,0.04147277427497897,0.005948037526780776,-0.04421201848217071,-0.026951833628558356,-0.02102272508579645,-0.03062854225877478,-0.035227185851320536,-0.05177606958267137
0.07,0.012034492026973407,-0.00446308680131028,-0.009174467533726267,-0.004392279068426815,0.06030190509156844,-0.0005701276207498272,-0.03608861208361081,-0.01625760896256593,-0.00929377014296483,-0.02865363551512466,-0.031631172893741344,-0.03808927368034438
0.075,0.011954509092697083,-0.0028875114368220873,-0.006702522831432304,-0.003308977443300697,0.05508149732407523,0.007810088594180849,-0.032300029969165825,-0.012638007334912976,-0.006209848424511965,-0.019388607460202635,-0.029063730250585423,-0.03393487682170359
0.08,0.01016290610887912,-0.0008486763207017239,-0.004558213772437188,9.136543432863853e-05,0.05114849385025548,0.001906653866254493,-0.02367448979491976,-0.012650022358368882,-0.003034637663229715,-0.014484786864216007,-0.024078313735135467,-0.025136987292644266
0.085,0.008373658397412569,-0.008492258061918521,-0.01596306743078068,-0.007469009879379633,0.044179354921171705,0.0057012564503649815,-0.03126235572499302,-0.011753198137850992,-0.011753198267027528,-0.011283036671481927,-0.018280396090025703,-0.028715167483605704
0.09,0.008637011566672046,-0.007389842778683969,-0.014616759604119192,-0.00595010131070033,0.04785056215745514,-0.00011420386172572667,-0.027283048472733513,-0.011536731573911623,-0.015084061425353916,-0.013807847007561578,-0.02294684721835977,-0.024323896990694434
0.095,0.01068497942229119,-0.00895751488181529,-0.015135952293876948,-0.007622246481674823,0.04823406013396032,-0.008365427845885653,-0.02524908032710488,-0.019848561064584377,-0.023116573604889484,-0.022504271052500448,-0.029831344740326345,-0.02548306677458895
0.1,0.008367203361272767,-0.006466190891106646,-0.015831101809691165,-0.005621928130037934,0.04659321029974624,-0.013283733229596835,-0.02431110789752168,-0.02253074674780862,-0.02877191285230179,-0.02349087453387363,-0.020246205981375665,-0.03180337369037721
0.105,0.009140664764524378,-0.006966831024107962,-0.014835952696428583,-0.0015884864403586673,0.045780107657549564,-0.014404535496474464,-0.029048641232812516,-0.02350823909192099,-0.029567181368545737,-0.022163703553283884,-0.020055756064795306,-0.032461871280595536
0.11,0.01117910185921317,-0.008894346113718045,-0.015824522206646506,-0.0003463592573399163,0.04411426374291946,-0.014837329373649986,-0.03391575928274286,-0.024606763868588205,-0.03049382125793283,-0.02509319504939908,-0.021200057716098328,-0.027310386417337785
0.115,0.014291259574795444,-0.007033914021080635,-0.01730966659207279,0.0009008610194770206,0.05150670686606245,-0.01631583550225181,-0.031197551487240946,-0.02101239479070409,-0.029540563557004847,-0.024282621999212665,-0.020394453977143498,-0.03003023066829607
0.12,0.015246532092753394,-0.005399304324945174,-0.015409765712018745,0.0016013577853184054,0.04868593487326452,-0.017661393816215332,-0.030368100783462363,-0.02508732677541519,-0.030621160206383044,-0.02713425554652679,-0.022389570067506793,-0.02868882062021985
0.125,0.014720319107558883,-0.005359189298416816,-0.015071086259657935,0.0015605207021906417,0.04914346465611117,-0.016937645827527513,-0.032616369667266054,-0.024506392451106043,-0.03000357797855755,-0.026644398816154623,-0.02201108762706572,-0.028188668756909313
0.13,0.016646046765607138,-0.0029903398325621033,-0.012313046567234377,-0.0018512080416377159,0.0477621216548161,-0.014271776207289838,-0.03217668170716476,-0.02424761937982853,-0.028534308004439013,-0.025083898436841223,-0.02097150477299055,-0.027005460231658906
0.135,0.017212651899236164,-0.0020993412080867677,-0.01139113857206605,-0.0013545119815553091,0.04855740679774781,-0.01295230841851816,-0.02850648513314879,-0.02095667994687599,-0.02518841102501711,-0.02362241551317017,-0.01937073701102509,-0.025519341900361977
0.14,0.017329158783979455,-0.0031205858375038934,-0.017326420168458204,-0.0012273185832229357,0.04604121092849107,-0.010138924681575269,-0.03656670788004505,-0.025009117266909943,-0.03172903899710641,-0.026831420195071946,-0.02437716624852513,-0.031156858923349618
0.145,0.017209344729815765,-0.00250989992738647,-0.015834819517773584,0.0031544343462392,0.04753616306297384,-0.008222592475483998,-0.03563546005068357,-0.021639558008055032,-0.02819557920824671,-0.026916668858589447,-0.023273038317970028,-0.030564512968670878
0.15,0.015725526150414164,-0.0014173024115465272,-0.014670932815145135,0.004127120089241091,0.044980047896588944,-0.007027823914369548,-0.03822579854680466,-0.02431472030046337,-0.03083100789129167,-0.025906259714069606,-0.02612636088098184,-0.029678950503766774
0.155,0.015772170508549593,-1.567233704659573e-05,-0.012710554533729742,0.005113829479466411,0.04839613236735288,-0.004500332880519142,-0.036225705599485375,-0.023131811513631553,-0.029456443587082555,-0.0243252978624059,-0.025147775911196355,-0.025326980468863933
0.16,0.017190451863011578,-0.00044954174367475906,-0.013332163005147635,0.007287269104580594,0.05056236192881049,-0.005491247638590831,-0.030821217726331823,-0.022670170882314045,-0.028814099182237866,-0.02592013104214301,-0.025264859041573894,-0.02575440710446596
0.165,0.015255955719339003,0.0005132085435977558,-0.012598214044752967,0.00700512495218303,0.04897259170434885,-0.0056205328788014475,-0.030268911656736033,-0.021575723779782605,-0.02761610290524279,-0.024697319383794,-0.020469876442753415,-0.025536346838478458
0.17,0.02088547148065254,0.004515121988453621,-0.00976677957061497,0.00906921622302476,0.05479180846174152,0.001997828400030513,-0.029022455964998334,-0.022194258664969383,-0.02803766883279351,-0.016712278365951877,-0.014169569208018205,-0.01966456651111286
0.175,0.021387078910090163,0.003921842643572078,-0.009320398517176639,0.00920053765649422,0.05596494134804271,0.0021911490319892193,-0.030530567679860694,-0.02373927955442649,-0.02955110372134346,-0.017493223606907315,-0.01496425882280031,-0.020429553437770125
0.18,0.021401676867894712,0.0037831787792026693,-0.009611021545527567,0.008631089441111373,0.05494472385531256,0.003961022441697039,-0.030978346053947836,-0.02210062361161094,-0.027850289765320432,-0.01681969036486403,-0.017012241238342444,-0.018756204944607353
0.185,0.021995201208038818,0.003970319610322921,-0.00921673241383512,0.009141186617932453,0.05544479014950715,0.004608194446143509,-0.030554810077862215,-0.02173008615923584,-0.027449168982340493,-0.015692349502575774,-0.015883876169280366,-0.017618563472852383
0.19,0.020458891132801617,0.0021838204013015085,-0.010827018927525023,0.007400017062803887,0.05405808847535853,0.004708771660220676,-0.03228236909435495,-0.02212581356555977,-0.027784694952422858,-0.014686471142326263,-0.01809852811803098,-0.021586329117231427
0.195,0.020458891132801617,0.0021838204013015085,-0.010827018927525023,0.007400017062803887,0.05405808847535853,0.004708771660220676,-0.03228236909435495,-0.02212581356555977,-0.027784694952422858,-0.014686471142326263,-0.01809852811803098,-0.021586329117231427
0.2,0.01911598540146544,0.0036459624355462336,-0.010851102444816275,0.008341166445571703,0.05407380166518353,0.0020100256708419284,-0.03329292087988745,-0.024164151117908008,-0.02973507061792867,-0.015044198468902663,-0.017066077600734017,-0.026069230499132384
0.205,0.017696323636893097,0.003690790406980082,-0.010729777986165567,0.008427856485649917,0.054620504666344535,0.0027583970198181112,-0.03273581208324161,-0.025354558024347655,-0.028757393423981037,-0.014646495536621538,-0.015722141430355482,-0.027231504097127185
0.21,0.018284951528760942,0.0038788490935114618,-0.009357877133966882,0.008901438581100943,0.054682090941570415,0.0012062729471168366,-0.02904105640654012,-0.0245018674065366,-0.02783595865668243,-0.01776752179800099,-0.014156001443390567,-0.02552549209253269
0.215,0.018284951528760942,0.0038788490935114618,-0.009357877133966882,0.008901438581100943,0.054682090941570415,0.0012062729471168366,-0.02904105640654012,-0.0245018674065366,-0.02783595865668243,-0.01776752179800099,-0.014156001443390567,-0.02552549209253269
0.22,0.018412459804110062,0.003545115208295831,-0.011117374679328154,0.006846567237187572,0.05470178381086315,0.0011210830524640831,-0.03026824969790143,-0.02491193381626794,-0.02822927083902611,-0.01778754369761146,-0.013966412940212699,-0.02527877047051491
0.225,0.01866091838272176,0.003731710874939043,-0.010916962624958716,0.007074157953169288,0.0556903341884575,0.002263341937365072,-0.02993782575234151,-0.02443603900530757,-0.027736789342951942,-0.016050619910136763,-0.012248594806524992,-0.023504390549175698
0.23,0.018548903581172813,0.0037618359648187963,-0.010889004968109597,0.007058264945009309,0.055025884119766874,0.002188556439794131,-0.030085712949161188,-0.024114134773430315,-0.02739846346760382,-0.015900776769943815,-0.012117667214111207,-0.02331746397296763
0.235,0.01889008549533445,0.0035931153517983435,-0.010385920495649782,0.007930647668118813,0.05267092512060478,0.0030826848622722515,-0.029131341447322198,-0.02320538056649842,-0.02647345020773048,-0.015201092229296345,-0.011720538537928017,-0.022962063069012544
